time,x ang vel,y ang vel,z ang vel,x accel,y accel,z accel,x mag,y mag,z mag
1.524000, -1.665268, 1.120415, -1.329583, 11.313735, 5.705176, 1.818931, 0.000024, -0.000031, 0.000033
1.525000, -1.728810, 0.815020, -1.447181, 11.254320, 5.698627, 1.710070, 0.000024, -0.000031, 0.000033
1.526000, -1.985246, 0.703310, -1.465980, 11.199909, 5.837516, 1.801441, 0.000024, -0.000031, 0.000033
1.527000, -1.716906, 0.956889, -1.361337, 11.229804, 5.688794, 1.850724, 0.000024, -0.000031, 0.000033
1.528000, -2.027516, 0.979600, -1.834573, 11.215103, 5.689876, 1.737010, 0.000024, -0.000031, 0.000033
1.529000, -1.768803, 1.108727, -1.121426, 11.221182, 5.760086, 1.735246, 0.000024, -0.000031, 0.000033
1.530000, -1.735939, 0.786835, -1.586422, 11.141450, 5.884157, 1.717001, 0.000024, -0.000031, 0.000033
1.531000, -2.067560, 0.880384, -1.490525, 11.069790, 5.938868, 1.762749, 0.000024, -0.000032, 0.000033
1.532000, -1.716366, 0.764529, -1.541758, 11.131617, 5.948034, 1.722296, 0.000024, -0.000031, 0.000033
1.533000, -1.664627, 0.669081, -1.260492, 11.072399, 5.952343, 1.681046, 0.000024, -0.000032, 0.000033
1.534000, -1.966692, 0.897644, -1.661169, 11.154805, 5.970778, 1.740609, 0.000024, -0.000031, 0.000033
1.535000, -1.541110, 0.888454, -1.550879, 11.088330, 5.897397, 1.728886, 0.000024, -0.000031, 0.000033
1.536000, -2.123897, 0.839852, -1.402787, 11.044351, 6.046942, 1.766091, 0.000024, -0.000032, 0.000033
1.537000, -1.749025, 1.020490, -1.363951, 11.157948, 5.943331, 1.718965, 0.000024, -0.000032, 0.000033
1.538000, -2.074418, 1.130602, -1.527867, 11.099588, 6.051193, 1.678480, 0.000024, -0.000031, 0.000033
1.539000, -1.907749, 1.080290, -1.616426, 11.062397, 6.111856, 1.722466, 0.000025, -0.000032, 0.000033
1.540000, -1.726420, 1.164989, -1.163318, 11.007901, 6.203424, 1.627008, 0.000024, -0.000032, 0.000033
1.541000, -1.882854, 0.860046, -1.486373, 11.051546, 6.179999, 1.695075, 0.000025, -0.000031, 0.000032
1.542000, -1.938438, 1.004427, -1.464951, 10.965514, 6.142886, 1.756518, 0.000025, -0.000032, 0.000033
1.543000, -1.991971, 0.554022, -1.610197, 11.070269, 6.240754, 1.772955, 0.000024, -0.000032, 0.000032
1.544000, -1.944104, 0.715267, -1.476900, 10.946242, 6.364013, 1.659664, 0.000024, -0.000031, 0.000032
1.545000, -2.020107, 0.531149, -1.329019, 10.846632, 6.257098, 1.579813, 0.000025, -0.000032, 0.000032
1.546000, -1.865696, 0.751869, -1.506665, 10.876441, 6.333159, 1.687306, 0.000024, -0.000032, 0.000032
1.547000, -1.905990, 0.804378, -1.533020, 10.868424, 6.347443, 1.694272, 0.000025, -0.000032, 0.000032
1.548000, -1.881208, 0.841485, -1.484610, 10.863093, 6.368792, 1.824361, 0.000025, -0.000032, 0.000032
1.549000, -2.062554, 1.039180, -1.494739, 10.824630, 6.448632, 1.758263, 0.000024, -0.000032, 0.000032
1.550000, -2.075526, 0.800325, -1.576879, 10.835174, 6.493970, 1.598706, 0.000025, -0.000032, 0.000032
1.551000, -1.942618, 0.528652, -1.491564, 10.868462, 6.415921, 1.726163, 0.000025, -0.000032, 0.000032
1.552000, -1.863709, 0.700689, -1.290139, 10.777505, 6.482445, 1.765279, 0.000025, -0.000032, 0.000032
1.553000, -1.825126, 0.738582, -1.655038, 10.797175, 6.581881, 1.689187, 0.000025, -0.000032, 0.000032
1.554000, -1.901334, 0.723830, -1.323158, 10.946114, 6.561554, 1.760522, 0.000025, -0.000032, 0.000032
1.555000, -2.006074, 0.845361, -1.429394, 10.780061, 6.760468, 1.613680, 0.000025, -0.000032, 0.000032
1.556000, -1.732025, 0.763374, -1.739201, 10.755437, 6.819587, 1.631678, 0.000025, -0.000032, 0.000032
1.557000, -1.972612, 0.669174, -1.373168, 10.803430, 6.755509, 1.639808, 0.000025, -0.000032, 0.000032
