1, 0, 0, 0
1, 0.00042723, 0.00061454, -0.00014607
0.999999, 0.00104356, 0.000866186, -0.000883353
0.999999, 0.00118938, 0.000414167, -0.000850494
0.999999, 0.00132331, 0.000887966, -0.000334523
0.999999, 0.00126415, 0.000843038, -0.000106904
0.999999, 0.00155504, 0.00021457, -0.000656874
0.999997, 0.00219855, 0.000769537, -0.000142293
0.999998, 0.00167971, 0.000388214, -0.000870831
0.999998, 0.00192341, 0.000682073, 1.03495e-05
0.999997, 0.00233426, 0.000518144, -0.000832208
0.999994, 0.00316357, 0.00087028, -0.00118703
0.999994, 0.00312357, 0.000402365, -0.00105659
0.999997, 0.00255611, 0.00038364, -0.000428803
0.999996, 0.00260792, 0.000961217, -0.000276727
0.999998, 0.00183971, 0.000955657, -0.000147544
0.999998, 0.00165457, 0.00139406, 0.000438664
0.999997, 0.0017084, 0.00168381, 0.000216209
0.999996, 0.0016919, 0.00203779, -0.000717608
0.999994, 0.00229546, 0.00269449, -0.00026667
0.999992, 0.00275584, 0.00254172, -0.00100411
0.999991, 0.00329113, 0.00229898, -0.0016469
0.999991, 0.00330675, 0.00227278, -0.0016549
0.999993, 0.00230861, 0.00233141, -0.00165225
0.999991, 0.00216646, 0.00277779, -0.00222835
0.999994, 0.00225816, 0.00238966, -0.00147858
0.999994, 0.00284507, 0.00187754, -0.000858922
0.999995, 0.00279361, 0.00139149, -0.000200165
0.999996, 0.00259797, 0.00137771, 0.000488912
0.999992, 0.00334729, 0.00203763, 0.000447157
0.99999, 0.00381195, 0.00222494, -0.00028198
0.999989, 0.00413373, 0.00198975, 0.000438245
0.999987, 0.00444255, 0.00234875, -0.000272419
0.999991, 0.00373725, 0.00195887, -0.000763514
0.99999, 0.00413534, 0.00143457, -3.78457e-05
0.999993, 0.00344725, 0.00141337, 8.80725e-06
0.999994, 0.00308962, 0.00117251, 0.000910496
0.999994, 0.00337028, 0.00101827, 1.10815e-05
0.999992, 0.00372594, 0.000660739, -0.000844677
0.999991, 0.00409757, 0.00120504, -0.000145217
0.999989, 0.00451805, 0.000954472, 0.00055638
0.999986, 0.00492723, 0.00175628, 0.000237573
0.999984, 0.00497985, 0.00272749, 0.000259623
0.999985, 0.00498772, 0.00228183, 0.000537669
0.999986, 0.00482658, 0.00221657, 0.00051579
0.999985, 0.00521051, 0.0017238, -0.000236951
0.999981, 0.00595543, 0.0015924, -0.000108512
0.99998, 0.00621618, 0.00103582, 0.00049843
0.999979, 0.0063527, 0.00104834, 5.11353e-06
0.999975, 0.00691124, 0.00102029, -0.00068109
0.999977, 0.00683443, 0.000391707, -0.000290677
0.999971, 0.00756241, 2.37004e-05, 0.000143472
0.999969, 0.00779353, -6.68895e-05, -0.000578608
0.999962, 0.00874355, -0.000161707, -0.00071951
0.999966, 0.00826557, 0.000658822, -0.000424088
0.999961, 0.00871249, 0.00126736, -0.00107477
0.999966, 0.00825205, 0.000603337, -0.000523194
0.999966, 0.00829287, 0.000210654, 0.000296884
0.999965, 0.00837067, -5.20704e-05, -0.00042537
0.999964, 0.00841723, -0.000458816, 5.01205e-05
0.99996, 0.00893433, -0.000648499, 0.000546451
0.999959, 0.00904615, -1.96263e-05, 3.64498e-05
0.99996, 0.00892856, -0.000273216, -0.000777172
0.999955, 0.00939399, -0.00095079, -0.000234975
0.999948, 0.0101105, -0.00140044, -0.000729998
0.99994, 0.0108158, -0.00175873, -0.000260826
0.999932, 0.0116039, -0.0011541, -0.000363963
0.999929, 0.0117433, -0.00191277, -0.000138589
0.999918, 0.012675, -0.00204328, -0.00029351
0.999908, 0.0133225, -0.00262348, 0.00017673
0.999903, 0.013796, -0.00174334, 0.00014759
0.9999, 0.0141117, -0.000893907, -1.64631e-05
0.999898, 0.014231, -0.00129826, 0.000596909
0.999885, 0.0151592, -0.000963684, 0.000439654
0.999883, 0.0152916, -0.000275215, 0.000711907
0.999891, 0.0147661, -0.00046375, 0.000203469
0.999893, 0.0146072, -0.000214661, -0.000595988
0.999891, 0.0147192, -0.000737832, -0.000261096
0.999884, 0.0151754, -0.000230088, -0.000930944
0.999892, 0.0147049, -0.000357921, -0.000176057
0.999889, 0.0148345, 0.000154525, -0.00096992
0.999889, 0.0149085, -0.000196919, -5.23373e-05
0.999884, 0.0151693, -0.000500817, 0.000846525
0.999881, 0.015444, -0.000455246, 5.11671e-05
0.999876, 0.0156899, -0.00077377, 0.000961976
0.999871, 0.0159137, -0.00118837, 0.00173652
0.999866, 0.0162967, -0.000544484, 0.0010745
0.999855, 0.0169795, -0.000690448, 0.00135648
0.99985, 0.0172923, -0.000335197, 0.000740969
0.999843, 0.0176409, -0.000646118, 0.00159516
