t,x,y,z,vx,vy,vz,mass,ux,uy,uz,sigma
49,0,0,46.58922538917043,0,0,-5.656421741886216,79.71233954467775,0,0,5.27372119527657,5.273721195476195
50,0,0,46.44781484562327,0,0,-5.769828712004302,79.70638806431255,0,0,5.278040017845422,5.278040018043088
51,0,0,46.30356912782317,0,0,-5.883127711558166,79.70043215498103,0,0,5.282429807320486,5.282429807517083
52,0,0,46.15649093503421,0,0,-5.996316966375153,79.69447173766986,0,0,5.286922715905597,5.286922716101548
53,0,0,46.00658301087484,0,0,-6.109393898477513,79.68850669711604,0,0,5.291525407250505,5.291525407445676
54,0,0,45.8538481634129,0,0,-6.22235576329625,79.6825369105744,0,0,5.296296974629256,5.296296974824291
55,0,0,45.698289269330495,0,0,-6.3351983389305175,79.67656218867752,0,0,5.301087716867833,5.301087717063227
56,0,0,45.53990931085723,0,0,-6.447921146008821,79.67058251097427,0,0,5.30623587675146,5.306235876944499
57,0,0,45.37871128220701,0,0,-6.5605152490900345,79.66459747552248,0,0,5.311431708614539,5.31143170880713
58,0,0,45.21469840097976,0,0,-6.67297945637467,79.65860702983274,0,0,5.316897835372617,5.316897835559853
59,0,0,45.04787391457039,0,0,-6.785307010490354,79.65261087037831,0,0,5.322621082101214,5.322621082285112
60,0,0,44.87824123930814,0,0,-6.897491483437824,79.64660870858145,0,0,5.328566451157977,5.328566451336984
61,0,0,44.70580395222219,0,0,-7.009527322158873,79.64060029541464,0,0,5.334748797787585,5.334748797961476
62,0,0,44.53056576916822,0,0,-7.121408602214184,79.63458536517912,0,0,5.341162818587664,5.341162818756353
63,0,0,44.35253055411287,0,0,-7.233129531749491,79.6285636582367,0,0,5.347802846830765,5.34780284699496
64,0,0,44.17170231581913,0,0,-7.344684460578722,79.62253492141832,0,0,5.354661529509132,5.354661529669561
65,0,0,43.98808520430466,0,0,-7.456067922340994,79.6164989099219,0,0,5.3617278891690265,5.36172788932651
66,0,0,43.801683506246135,0,0,-7.5672747251117665,79.6104553913953,0,0,5.368994514345988,5.368994514502469
67,0,0,43.612501638118346,0,0,-7.678299862253117,79.604404141912,0,0,5.376463726727934,5.376463726882907
68,0,0,43.42054414156202,0,0,-7.789138269084918,79.59834493500038,0,0,5.384134478064286,5.3841344782161125
69,0,0,43.22581568483489,0,0,-7.89978490713331,79.59227754544152,0,0,5.392011180504639,5.392011180657103
70,0,0,43.028321062156564,0,0,-8.010234627620694,79.58620174311687,0,0,5.400103389844188,5.400103389996374
71,0,0,42.82806519646604,0,0,-8.120482042874588,79.58011728721513,0,0,5.4084174041725115,5.408417404324621
72,0,0,42.62505314539418,0,0,-8.230521607770276,79.57402392990642,0,0,5.416949539836098,5.416949539987294
73,0,0,42.41929010519993,0,0,-8.340347869274373,79.5679214275899,0,0,5.425728991574193,5.425728991727447
74,0,0,42.210781408468065,0,0,-8.449954644485018,79.5618095038577,0,0,5.434801737706026,5.434801737858464
75,0,0,41.99953254235594,0,0,-8.559334601042368,79.55568783060359,0,0,5.444153757707605,5.444153757862398
76,0,0,41.785549177329884,0,0,-8.668480757099676,79.54955609561702,0,0,5.45379899044231,5.45379899059532
77,0,0,41.56883715840239,0,0,-8.777385782338618,79.54341397109083,0,0,5.463706957390381,5.463706957544042
78,0,0,41.34940251384393,0,0,-8.88604310840386,79.53726116364477,0,0,5.473978500915049,5.4739785010678785
79,0,0,41.12725143613383,0,0,-8.994443645880981,79.53109726644675,0,0,5.484599863936266,5.484599864091371
80,0,0,40.90239034498681,0,0,-9.102578649282574,79.52492188828565,0,0,5.495609875607955,5.495609875761105
81,0,0,40.674825878754746,0,0,-9.210438402392375,79.51873459436254,0,0,5.507071502263071,5.507071502416051
82,0,0,40.44456491869494,0,0,-9.318011614835799,79.51253487913695,0,0,5.519072427230847,5.519072427383422
83,0,0,40.21161462832404,0,0,-9.425284804155027,79.50632213853267,0,0,5.531710826885934,5.531710827037802
84,0,0,39.97598250822017,0,0,-9.532242033482879,79.50009565816691,0,0,5.545113942144998,5.545113942296013
85,0,0,39.737676457383095,0,0,-9.638864184929254,79.49385458068292,0,0,5.559371508429614,5.559371508578915
86,0,0,39.49670485275987,0,0,-9.745129897218513,79.48759794801587,0,0,5.5747029735356035,5.574702973683758
87,0,0,39.253076605329404,0,0,-9.851012322880122,79.48132455547074,0,0,5.591212793820615,5.591212793965781
88,0,0,39.0068012972574,0,0,-9.956482003034607,79.4750330812097,0,0,5.609068859883594,5.609068860025962
89,0,0,38.75788924718154,0,0,-10.061505281537515,79.46872201493169,0,0,5.628440452244912,5.628440452384471
90,0,0,38.506351615143096,0,0,-10.166044270231394,79.46238965638629,0,0,5.649523431537383,5.649523431674226
91,0,0,38.25220050838732,0,0,-10.270056184442959,79.45603408555336,0,0,5.6725408989884505,5.672540899122237
92,0,0,37.99544910377624,0,0,-10.373492661968246,79.4496531320952,0,0,5.697741234199414,5.697741234331093
93,0,0,37.73611178722703,0,0,-10.476299131113262,79.44324434703141,0,0,5.7254199436193165,5.725419943747018
94,0,0,37.474204308949204,0,0,-10.578413632522778,79.43680494985757,0,0,5.755911956896124,5.755911957021907
95,0,0,37.20974396813614,0,0,-10.679765833600374,79.43033178435643,0,0,5.789620072667377,5.789620072788518
96,0,0,36.94274982229613,0,0,-10.78027533178369,79.42382124244595,0,0,5.826992823695654,5.826992823815424
97,0,0,36.67324293900154,0,0,-10.879850511191298,79.4172692129576,0,0,5.868478355217968,5.868478355334777
98,0,0,36.40124667622175,0,0,-10.978388552310848,79.41067108229963,0,0,5.914508764278101,5.914508764396348
99,0,0,36.12678696241399,0,0,-11.075775833203897,79.40402175273135,0,0,5.965752141617288,5.965752141732614
100,0,0,35.84989256658388,0,0,-11.171882029663465,79.39731537731721,0,0,6.022776572854333,6.02277657296919
101,0,0,35.5705955158423,0,0,-11.266562615342107,79.39054547268624,0,0,6.086315322211885,6.086315322326729
102,0,0,35.28893145045875,0,0,-11.35965473228681,79.38370473370684,0,0,6.157340768074265,6.157340768186008
103,0,0,35.00494008215158,0,0,-11.450971213084951,79.37678476518198,0,0,6.237235777063446,6.237235777179174
104,0,0,34.71866580182446,0,0,-11.540290318658366,79.36977562113073,0,0,6.327824292416677,6.327824292533007
105,0,0,34.430158543858,0,0,-11.627344711347948,79.36266530997551,0,0,6.431517237534582,6.431517237650448
106,0,0,34.1394749260743,0,0,-11.711806780409585,79.35543913611747,0,0,6.551173443768965,6.551173443886213
107,0,0,33.846679756564065,0,0,-11.79327744431536,79.34807919817169,0,0,6.689943995401538,6.689943995523359
108,0,0,33.551847820456175,0,0,-11.871278844430321,79.34056406243066,0,0,6.851219856254416,6.85121985637186
109,0,0,33.25506584934542,0,0,-11.945248348023961,79.33286849547126,0,0,7.038786292179876,7.038786292297174
110,0,0,32.95643464064482,0,0,-12.014528690719464,79.3249630236688,0,0,7.2578705659825875,7.2578705660972025
111,0,0,32.65607142337684,0,0,-12.078331926569899,79.31681231668935,0,0,7.516066471278886,7.516066471395624
112,0,0,32.35411312521259,0,0,-12.135680264787927,79.30837253420948,0,0,7.821031959564884,7.821031959681281
113,0,0,32.05072111859289,0,0,-12.185404465798806,79.29959125976872,0,0,8.173483278677264,8.17348327879525
114,0,0,31.746086006947923,0,0,-12.226317383831873,79.29041530010963,0,0,8.561137645826179,8.561137645943809
115,0,0,31.440428072352127,0,0,-12.25753894268622,79.28080527884185,0,0,8.960935318383617,8.96093531849893
116,0,0,31.13398959878497,0,0,-12.278765559726628,79.2707477255433,0,0,9.348186622925693,9.348186623037178
117,0,0,30.827020459791804,0,0,-12.290310894153485,79.26025688984234,0,0,9.704741767930628,9.704741768039268
118,0,0,30.51976268743797,0,0,-12.29294234995522,79.24936738530552,0,0,10.021585608432845,10.021585608546925
119,0,0,30.21243912868909,0,0,-12.2876527097444,79.23812392653787,0,0,10.297110122587862,10.297110122700495
120,0,0,29.905247810945482,0,0,-12.275474956679703,79.22657301171176,0,0,10.534039054507849,10.534039054620948
121,0,0,29.59836093702849,0,0,-12.257373980317006,79.21475806122007,0,0,10.73698361346479,10.73698361357734
122,0,0,29.291926587520564,0,0,-12.234199389980388,79.20271730183512,0,0,10.91094252533713,10.91094252544911
123,0,0,28.98607160277106,0,0,-12.20667582684696,79.19048345605243,0,0,11.06057541717258,11.060575417292723
124,0,0,28.68090470709988,0,0,-12.175411441417644,79.17808364097937,0,0,11.189932130658606,11.189932130763472
125,0,0,28.37651942106444,0,0,-12.140913138151179,79.16554078216977,0,0,11.302393694998615,11.30239369511257
126,0,0,28.072996592610664,0,0,-12.103603295776214,79.15287388155927,0,0,11.400860988114422,11.400860988218009
127,0,0,27.77040651021626,0,0,-12.063831771073353,79.14009867930227,0,0,11.48743371364679,11.487433713755633
128,0,0,27.46881019256356,0,0,-12.021895928232185,79.12722855367514,0,0,11.564040327326097,11.564040327428442
129,0,0,27.168262794357755,0,0,-11.978044920049031,79.11427471461393,0,0,11.631692895181184,11.63169289529668
130,0,0,26.868811671356532,0,0,-11.932502597669501,79.10124723161508,0,0,11.69324988219667,11.693249882298943
131,0,0,26.570499106414793,0,0,-11.885421350614585,79.08815296711056,0,0,11.747591524115448,11.747591524222127
132,0,0,26.273363572649433,0,0,-11.8369815625117,79.07500003280808,0,0,11.797202993886254,11.79720299399152
133,0,0,25.977439033586638,0,0,-11.787301487664545,79.06179375341105,0,0,11.842216857382024,11.842216857482066
134,0,0,25.682756496395026,0,0,-11.736496066229991,79.04853930183809,0,0,11.88326564032503,11.883265640430722
135,0,0,25.389344094739275,0,0,-11.684664425221868,79.03524113987217,0,0,11.920932873134149,11.92093287322886
136,0,0,25.097227484108732,0,0,-11.631891103393514,79.02190307354401,0,0,11.95547099754817,11.955470997653586
137,0,0,24.806430206523892,0,0,-11.57825432845481,79.0085286240143,0,0,11.987361524412036,11.98736152451743
138,0,0,24.516973848312524,0,0,-11.523820290344508,78.99512077160387,0,0,12.016908292978748,12.016908293084182
139,0,0,24.22887834105391,0,0,-11.46864758302004,78.98168215491035,0,0,12.044593734737111,12.04459373484166
140,0,0,23.94216215147841,0,0,-11.412782739651613,78.96821487141638,0,0,12.070283371776773,12.070283371877565
141,0,0,23.65684258298712,0,0,-11.356275655357193,78.95472116754121,0,0,12.094277314241918,12.094277314341946
142,0,0,23.372935691603193,0,0,-11.299168722501147,78.9412029527916,0,0,12.116822219996438,12.116822220102598
143,0,0,23.090456473540666,0,0,-11.241498167001234,78.92766185977212,0,0,12.13803671930684,12.13803671941327
144,0,0,22.809419019365635,0,0,-11.183297249018564,78.91409938745707,0,0,12.158065012335356,12.158065012442085
145,0,0,22.52983658814017,0,0,-11.124595623710182,78.90051687273558,0,0,12.177026211389641,12.177026211496676
146,0,0,22.251721697547417,0,0,-11.06541996842544,78.88691551856691,0,0,12.19501405723081,12.195014057338152
147,0,0,21.975086198336783,0,0,-11.00579461699467,78.87329642242439,0,0,12.21211746893158,12.212117469039248
148,0,0,21.699941332911916,0,0,-10.94574168027138,78.8596605817655,0,0,12.228415372896974,12.228415373008882
149,0,0,21.42629779090513,0,0,-10.885281295948957,78.84600890527116,0,0,12.2439651712382,12.243965171346476
150,0,0,21.15416575850641,0,0,-10.824432166668002,78.83234223694238,0,0,12.258819865418273,12.258819865520852
151,0,0,20.88355495433971,0,0,-10.763211670032545,78.8186613610658,0,0,12.273198640307207,12.27319864041605
152,0,0,20.614474662588897,0,0,-10.701631704024866,78.80496681684963,0,0,12.286850379467086,12.286850379576196
153,0,0,20.346933869988277,0,0,-10.639710444538188,78.79125942326537,0,0,12.299954021163005,12.299954021272367
154,0,0,20.08094110887482,0,0,-10.577461594009113,78.77753979915255,0,0,12.312554560654547,12.312554560764152
155,0,0,19.81650456902459,0,0,-10.51489772999275,78.76380851275457,0,0,12.324680874128484,12.324680874241325
156,0,0,19.553632125774776,0,0,-10.452030708139539,78.75006609973441,0,0,12.336362780841208,12.336362780951236
157,0,0,19.292331358071287,0,0,-10.38887163861851,78.73631306214926,0,0,12.347632758390994,12.347632758501213
158,0,0,19.032609567105826,0,0,-10.325430819658735,78.72254986551745,0,0,12.358509717753586,12.358509717863983
159,0,0,18.77447379661436,0,0,-10.261718076714896,78.70877695396622,0,0,12.369021586206873,12.369021586317432
160,0,0,18.517930844696487,0,0,-10.197742537059725,78.69499474020446,0,0,12.379339040782368,12.379339040887086
161,0,0,18.262987281269996,0,0,-10.133509061040165,78.68120344653234,0,0,12.38906151272172,12.38906151284433
162,0,0,18.00964955474399,0,0,-10.069032523222122,78.66740374124046,0,0,12.398587309108366,12.398587309218431
163,0,0,17.75792374166344,0,0,-10.004317840494414,78.65359584861429,0,0,12.407647479646306,12.407647479751308
164,0,0,17.507815795651076,0,0,-9.939376653503256,78.6397802922305,0,0,12.416995350000654,12.416995350111856
165,0,0,17.2593313793135,0,0,-9.874201769753242,78.62595675671822,0,0,12.425690664637747,12.425690664744078
166,0,0,17.012476335069667,0,0,-9.808809503137297,78.61212597342126,0,0,12.434000005830777,12.434000005931296
167,0,0,16.767256097491234,0,0,-9.743209502991528,78.59828837652564,0,0,12.442324655821867,12.442324655932323
168,0,0,16.523675859916448,0,0,-9.677401386595982,78.58444395345366,0,0,12.450304373855847,12.4503043739763
169,0,0,16.28174082525155,0,0,-9.611393777249587,78.5705930923709,0,0,12.458071734618564,12.458071734737066
170,0,0,16.04145598082031,0,0,-9.545191983884122,78.5567360337245,0,0,12.465634477985414,12.465634478097048
171,0,0,15.802826181223208,0,0,-9.478801121934488,78.54287300918978,0,0,12.47300313162567,12.473003131741308
172,0,0,15.565856153174847,0,0,-9.412226043643846,78.5290042385781,0,0,12.480183548976587,12.480183549087386
173,0,0,15.330550502083753,0,0,-9.345471454919432,78.51512993504248,0,0,12.487187109134966,12.48718710924669
174,0,0,15.096913715710766,0,0,-9.278541777191059,78.50125029894232,0,0,12.494018817943557,12.4940188180553
175,0,0,14.864950171280991,0,0,-9.21144130674247,78.48736552493637,0,0,12.500692844365213,12.500692844480831
176,0,0,14.634664138612429,0,0,-9.14417398563334,78.47347579180725,0,0,12.50720963614591,12.507209636264594
177,0,0,14.406059788971596,0,0,-9.076743744729693,78.45958127771688,0,0,12.513580532934249,12.513580533053927
178,0,0,14.179141195353356,0,0,-9.009154231406336,78.44568214811011,0,0,12.5199411190274,12.51994111912815
179,0,0,13.953912339568197,0,0,-8.941405703430654,78.43177841776097,0,0,12.525981843395886,12.52598184350759
180,0,0,13.730377196982431,0,0,-8.873506157345757,78.41787044510959,0,0,12.531944080839892,12.53194408095058
181,0,0,13.508539543048789,0,0,-8.80545755532476,78.40395832040993,0,0,12.537783891239227,12.537783891350877
182,0,0,13.28840310416567,0,0,-8.737262958043779,78.39004218262131,0,0,12.543501798143817,12.543501798255432
183,0,0,13.069971530214577,0,0,-8.668925413090184,78.37612217002601,0,0,12.549112725905612,12.54911272601222
184,0,0,12.853248394887322,0,0,-8.600447594942546,78.36219840425304,0,0,12.554610907434155,12.554610907549579
185,0,0,12.638237205013759,0,0,-8.531832322256692,78.34827101324434,0,0,12.560004730898756,12.560004731010265
186,0,0,12.424941396957342,0,0,-8.463082203984223,78.33434011555045,0,0,12.565303303372609,12.565303303491952
187,0,0,12.213364341857737,0,0,-8.39419962139991,78.32040581954163,0,0,12.570504099458583,12.570504099570025
188,0,0,12.00350935132274,0,0,-8.325187018913445,78.30646823631322,0,0,12.57561941685959,12.575619416971007
189,0,0,11.795379675849905,0,0,-8.256046533491956,78.29252746325172,0,0,12.580640456583044,12.580640456693452
190,0,0,11.588978512512607,0,0,-8.18678052207738,78.27858360742836,0,0,12.58557885878828,12.585578858906654
191,0,0,11.384308999460673,0,0,-8.117391050607674,78.26463676294173,0,0,12.590439366861276,12.590439366972648
192,0,0,11.181374223195482,0,0,-8.047880066436143,78.25068701857097,0,0,12.595223494479038,12.595223494603273
193,0,0,10.980177221534579,0,0,-7.978249479074167,78.23673446135626,0,0,12.599936336196292,12.599936336307685
194,0,0,10.780720984557725,0,0,-7.908501070669261,78.22277917263631,0,0,12.604574789219205,12.60457478933063
195,0,0,10.583008457790994,0,0,-7.838636700938782,78.20882123712894,0,0,12.609228074948943,12.609228075049439
196,0,0,10.387042540267526,0,0,-7.768655999065059,78.19486064071859,0,0,12.613897000896598,12.613897001016026
197,0,0,10.1928261402909,0,0,-7.698558574042645,78.18089736840784,0,0,12.618348148595818,12.618348148719335
198,0,0,10.000362175939834,0,0,-7.6283498703277495,78.16693166353095,0,0,12.622743474841167,12.62274347495192
199,0,0,9.809653429181642,0,0,-7.55803128345672,78.1529635900477,0,0,12.62708352211195,12.627083522226922
200,0,0,9.620702647095225,0,0,-7.487604195403922,78.13899321127397,0,0,12.631373990476417,12.631373990588418
201,0,0,9.433512542210126,0,0,-7.417069845642013,78.12502058417702,0,0,12.63561303159937,12.635613031710676
202,0,0,9.248085796069079,0,0,-7.3464295198520295,78.11104576772888,0,0,12.639806767197216,12.6398067673096
203,0,0,9.064425058072777,0,0,-7.2756843506721,78.09706881409244,0,0,12.643956779105398,12.643956779218017
204,0,0,8.882532949305975,0,0,-7.204835431194465,78.08308977364572,0,0,12.648063829169601,12.64806382928249
205,0,0,8.702412063526113,0,0,-7.133883835465227,78.06910869589063,0,0,12.65213323457494,12.652133234688122
206,0,0,8.524064967639484,0,0,-7.0628305046008535,78.0551256244183,0,0,12.65616394578186,12.656163945899188
207,0,0,8.347494205024464,0,0,-6.991676405956309,78.04114060395014,0,0,12.660159360284368,12.660159360398247
208,0,0,8.172702294875556,0,0,-6.920422421949199,78.02715367542369,0,0,12.664121111145889,12.664121111274119
209,0,0,7.999691734326827,0,0,-6.849069394170553,78.0131648779447,0,0,12.668051985295145,12.668051985409868
210,0,0,7.8284649994725655,0,0,-6.777618094538175,77.99917424751457,0,0,12.671952059013591,12.671952059136805
211,0,0,7.659024547109109,0,0,-6.7060692930628365,77.98518182002611,0,0,12.675801188613477,12.675801188727942
212,0,0,7.49137281478254,0,0,-6.6344242633475,77.97118765358444,0,0,12.679659706518468,12.679659706634718
213,0,0,7.3255122081988535,0,0,-6.562682770684539,77.95719173966455,0,0,12.683481123082798,12.683481123199641
214,0,0,7.161445138931741,0,0,-6.49084574260747,77.94319412105102,0,0,12.687278980705996,12.687278980822413
215,0,0,6.999173995366554,0,0,-6.418913768089822,77.92919482555743,0,0,12.691054889154792,12.691054889272921
216,0,0,6.83870115116431,0,0,-6.346887395860953,77.91519387920243,0,0,12.694809973573935,12.69480997369277
217,0,0,6.680028966267786,0,0,-6.274767146521605,77.90119130674677,0,0,12.698545198197156,12.698545198316735
218,0,0,6.5231597876047465,0,0,-6.202553516566677,77.88718713187134,0,0,12.702261729057172,12.702261729177524
219,0,0,6.368095949690582,0,0,-6.130246973340248,77.87318137695524,0,0,12.705958848816591,12.705958848926974
220,0,0,6.214839775357075,0,0,-6.057848002119835,77.85917406515374,0,0,12.70964100765394,12.709641007783809
221,0,0,6.063393575304081,0,0,-5.985356976928487,77.84516521470206,0,0,12.713311673243433,12.713311673360018
222,0,0,5.913759650880868,0,0,-5.912774185097402,77.83115484000197,0,0,12.71695526521423,12.716955265345263
223,0,0,5.765940296253436,0,0,-5.840100303467047,77.81714297261156,0,0,12.720591781549931,12.720591781673654
224,0,0,5.619937788666758,0,0,-5.7673355089283005,77.80312962203928,0,0,12.724213975049645,12.72421397517921
225,0,0,5.4757544009435515,0,0,-5.694480159552059,77.78911480576897,0,0,12.72782285169974,12.727822851821426
226,0,0,5.333392396954751,0,0,-5.621534588259568,77.77509854016589,0,0,12.73141831925816,12.73141831939101
227,0,0,5.192854032248262,0,0,-5.548499130278114,77.7610808416855,0,0,12.735001767169353,12.735001767298195
228,0,0,5.05414155399131,0,0,-5.475374086098881,77.74706172524374,0,0,12.738571314506506,12.738571314636431
229,0,0,4.917257201838839,0,0,-5.402159803236219,77.73304120781653,0,0,12.742130040746657,12.742130040876656
230,0,0,4.782203206757934,0,0,-5.3288565522175535,77.71901930298054,0,0,12.745661398966924,12.745661399092961
231,0,0,4.648981792952496,0,0,-5.255465017243382,77.70499604250747,0,0,12.749174370260416,12.749174370387598
232,0,0,4.517595167521412,0,0,-5.181985657986872,77.69097144826841,0,0,12.752734108957437,12.75273410909612
233,0,0,4.388045526071742,0,0,-5.108417305262937,77.676945470467,0,0,12.756245809816793,12.75624580995543
234,0,0,4.260335093440168,0,0,-5.034761160017519,77.6629181635864,0,0,12.75970549550121,12.759705495636767
235,0,0,4.1344660644397315,0,0,-4.961018522629989,77.64888958644393,0,0,12.763168747526844,12.76316874766483
236,0,0,4.010440601373983,0,0,-4.8871893039418195,77.63485973672304,0,0,12.766646085601337,12.766646085745585
237,0,0,3.8882608687754376,0,0,-4.813273151801787,77.62082860054977,0,0,12.770110211238379,12.7701102113826
238,0,0,3.767929039980393,0,0,-4.739270396520829,77.60679619405519,0,0,12.773541130140153,12.773541130275808
239,0,0,3.6494472800673736,0,0,-4.665181868267326,77.59276255532438,0,0,12.776983318820312,12.776983318956965
240,0,0,3.5328177333606905,0,0,-4.591007285296819,77.57872767356548,0,0,12.780422540474158,12.780422540618133
241,0,0,3.418042551228271,0,0,-4.516746721784966,77.564691553629,0,0,12.783835789031174,12.783835789174708
242,0,0,3.305123883183647,0,0,-4.442400827059188,77.5506542256234,0,0,12.787235688128202,12.78723568827455
243,0,0,3.1940638625071687,0,0,-4.367969934855984,77.53661570577812,0,0,12.790622501817209,12.790622501964535
244,0,0,3.08486461413577,0,0,-4.2934543723105545,77.52257601002239,0,0,12.794027104072354,12.794027104214923
245,0,0,2.9775282548280066,0,0,-4.218853694708747,77.50853512039468,0,0,12.797307240210342,12.797307240365248
246,0,0,2.8720569124602884,0,0,-4.14417101370349,77.49449317502408,0,0,12.800652862667619,12.80065286281352
247,0,0,2.768452637117702,0,0,-4.0694046921368,77.48045010356994,0,0,12.803982621071489,12.803982621227643
248,0,0,2.666717519814282,0,0,-3.994555126610014,77.46640592496577,0,0,12.807296235104358,12.807296235261816
249,0,0,2.5668536416490326,0,0,-3.919622720732407,77.45236065843945,0,0,12.81059376360329,12.810593763757572
250,0,0,2.4688630736307227,0,0,-3.8446078766423253,77.43831432314158,0,0,12.81387621175079,12.813876211909191
251,0,0,2.3727478767146657,0,0,-3.769510971348557,77.42426693710792,0,0,12.817142219340768,12.817142219492087
