ground_truth_csv,candidate_csv,nrmse_l2_x,nrmse_l2_y,nrmse_l2_z,nrmse_l2_vx,nrmse_l2_vy,nrmse_l2_vz,nrmse_l2_mass,nrmse_l2_ux,nrmse_l2_uy,nrmse_l2_uz,nrmse_l2_sigma,nrmse_l2_thrust_force,nrmse_l2_xyz,nrmse_l2_vxyz,nrmse_l2_uxyz
trajectory_zoh_truth.csv,trajectory_cgl_1.csv,0,0,0.0594161434,0,0,0.1371398133,0.0004568315796,0,0,0.2137687324,0.1935261939,0.2148573759,0.0594161434,0.1371398133,0.2137687324
trajectory_zoh_truth.csv,trajectory_zoh_1.csv,0,0,0.05614573719,0,0,0.1279628751,0.0004632508977,0,0,0.1437838699,0.120724493,0.1460581929,0.05614573719,0.1279628751,0.1437838699
