time,x,y,z,vx,vy,vz,m,att_x,att_y,att_z,thrust,gimbal_a,gimbal_b,R1,R2
1.000000000000000000e+00,3.186234616364587435e-02,2.262039087593850292e-02,2.536151626984806118e+00,1.720561923058722131e-01,-3.284167112288178397e-02,2.468715549255886987e+00,9.859983570476064108e-01,3.512093892617722344e-03,2.272564341928351439e-03,1.259342404582794450e-05,8.331371635363764128e+00,-4.654056597817470692e-02,-1.464021769780911655e-02,1.737471136082146617e-03,1.503203483684595462e-03
1.100000000000000089e+00,3.897813526949950313e-02,1.471929858291830436e-02,2.759184205560534675e+00,7.115789105853626006e-02,-7.901092293020198221e-02,2.230325785757285129e+00,9.851462253353013843e-01,1.560604497712691531e-03,5.271750620019943767e-03,2.853699856004911391e-05,8.521317123050497599e+00,-1.174357836479562739e-01,-5.662648763650796752e-02,1.258396154707640529e-03,2.079335104226510533e-03
1.200000000000000178e+00,4.263439434497612313e-02,9.736368873705828625e-03,2.961786975492549434e+00,3.656259075476619991e-02,-4.982929709212474689e-02,2.026027699320148923e+00,9.842725549344080171e-01,3.596168137683667727e-06,9.943302822152277898e-03,3.933994447984667819e-05,8.736704008933344312e+00,-7.536601197374810657e-02,2.556532752269829664e-02,1.116377104286033796e-03,2.303800260950682882e-03
1.300000000000000044e+00,4.703127883834432033e-02,1.609597084476581050e-03,3.147520302710839601e+00,4.396884493368198588e-02,-8.126771789229247922e-02,1.857333272182899453e+00,9.833831491561453308e-01,-2.237698938931248493e-03,1.463570224533405906e-02,4.001158596990080953e-05,8.894057782626699549e+00,4.933132505020685656e-03,-3.724973525102313887e-02,1.126152473552609074e-03,2.361928476408104056e-03
1.400000000000000133e+00,4.937808508140455188e-02,-1.663974845713550327e-03,3.318368999742118408e+00,2.346806243060228087e-02,-3.273571930190131291e-02,1.708486970312788733e+00,9.824849957198136252e-01,-3.785000290057743619e-03,2.051273358476346509e-02,2.753139114141322195e-05,8.981534363316605152e+00,-4.706883507252505872e-02,4.417077323785233156e-02,1.426392345650052485e-03,2.120093891800014455e-03
1.500000000000000000e+00,5.617072166708563657e-02,1.143940821243967770e-03,3.476597199537485583e+00,6.792636585681081918e-02,2.807915666957518097e-02,1.582281997953671748e+00,9.815887514519517909e-01,-4.375240101844398224e-03,2.602245246900558584e-02,9.631726032784636293e-06,8.962442678618788960e+00,3.637574782347433033e-02,5.904127469747162682e-02,1.485786862257788615e-03,2.119768464698921009e-03
1.600000000000000089e+00,5.962007578981420863e-02,2.681570432948847220e-03,3.621602032421042949e+00,3.449354122728574140e-02,1.537629611704879537e-02,1.450048328835571887e+00,9.806957081461978865e-01,-5.380898210225182159e-03,3.230363685803472329e-02,-1.766888828621127755e-05,8.930433057539422848e+00,-3.296473790337535459e-02,-1.878665360644974844e-02,1.231707838017229465e-03,2.466062594026244628e-03
1.700000000000000178e+00,6.181222771268907179e-02,4.658957702879754428e-03,3.754502858468941273e+00,2.192151922874863504e-02,1.977387269930907382e-02,1.329008260478982351e+00,9.798024481994326296e-01,-6.481534416959663578e-03,3.878035128491075234e-02,-5.494066415269926659e-05,8.932599467652091008e+00,-1.736539206178037802e-03,-2.225256644224066075e-04,8.293228492729453304e-04,3.013605039462015182e-03
1.800000000000000044e+00,6.460861713172350029e-02,7.174323447325051811e-03,3.877296699765579113e+00,2.796389419034422952e-02,2.515365744445297730e-02,1.227938412966379067e+00,9.789060670012238452e-01,-7.800333882869847114e-03,4.511034634076227512e-02,-1.025467903412085116e-04,8.963811982088262909e+00,2.007962536071495815e-02,-4.051224057013655053e-03,3.822134587624891056e-04,3.910561855371756830e-03
1.900000000000000133e+00,6.460098921939727568e-02,8.128588477454885483e-03,3.989071868455684733e+00,-7.627912326228780682e-05,9.542650301298336718e-03,1.117751686901054642e+00,9.780109421620090115e-01,-9.415695682353428936e-03,5.136624143537127374e-02,-1.641766320040509083e-04,8.951248392148819732e+00,6.855198975983565514e-03,-1.422354048487477207e-02,6.956491168186292398e-05,5.413938284553927380e-03
2.000000000000000000e+00,6.516239529375530970e-02,8.558016376220075813e-03,4.091120492159975974e+00,5.614060743580390547e-03,4.294278987651899832e-03,1.020486237042915967e+00,9.771084285212788823e-01,-1.124705384809474712e-02,5.689125544629525244e-02,-2.360371498588732797e-04,9.025136407301442176e+00,4.544233034781555713e-02,-6.838075297557062206e-03,1.323634252419031253e-05,6.978996580636318871e-03
2.100000000000000089e+00,6.513969162598635954e-02,9.154453658852590436e-03,4.184637990206478975e+00,-2.270366776895354696e-04,5.964372826325136691e-03,9.351749804650284492e-01,9.762002889927984262e-01,-1.306318684217457927e-02,6.170250735354732008e-02,-3.182125679890603076e-04,9.081395284804994361e+00,4.237155204095583577e-02,4.801533305227964621e-03,3.283755723867533912e-05,8.906385626397219854e-03
2.200000000000000178e+00,6.506892488586453471e-02,9.739408646983164705e-03,4.270432004281344618e+00,-7.076674012183121944e-04,5.849549881305745290e-03,8.579401407486528797e-01,9.752884884678281185e-01,-1.485418610918357377e-02,6.556443580096416035e-02,-4.068174941067497288e-04,9.118005249702795467e+00,5.443429728381580374e-02,5.111131420242002316e-03,3.926449038491291576e-05,1.100550024871831123e-02
2.300000000000000266e+00,6.492645673212291135e-02,1.062141636428648277e-02,4.348960900857824718e+00,-1.424681537416260923e-03,8.820077173033177148e-03,7.852889657648002286e-01,9.743744630369329807e-01,-1.657478041488384679e-02,6.840783535188688091e-02,-4.994556776373483553e-04,9.140254308951901052e+00,5.807420629401852108e-02,8.433319629619094593e-03,3.633356344779226782e-05,1.326331988466673308e-02
2.400000000000000355e+00,6.401558008170017688e-02,1.345186240784022533e-02,4.420695962197449980e+00,-9.108766504227382849e-03,2.830446043553741520e-02,7.173506133962528342e-01,9.734576999387660745e-01,-1.820974761183537238e-02,7.042360416207404938e-02,-5.982150237046207630e-04,9.167630981669368850e+00,4.948990779138692092e-02,1.538928608274360045e-02,2.468688047859400603e-05,1.573596787378687273e-02
2.500000000000000000e+00,6.251232468287926114e-02,1.508520118108866784e-02,4.486866057219425663e+00,-1.503255398820909153e-02,1.633338773248442857e-02,6.617009502197566118e-01,9.725375866333477726e-01,-1.993530689434536499e-02,7.134564270147092380e-02,-6.989435671265441241e-04,9.201133054183033622e+00,6.052068737146776289e-02,-1.565169299696789456e-03,6.109198014399065690e-06,1.942928661840073040e-02
2.600000000000000089e+00,6.007391070419567519e-02,1.604026203015210261e-02,4.547166317776214051e+00,-2.438413978683584560e-02,9.550608490634365094e-03,6.030026055678827657e-01,9.716188219086957512e-01,-2.150475325044047537e-02,7.118658229384444702e-02,-8.017563695740387297e-04,9.187647246520201705e+00,5.914541780604240517e-02,9.748815167140089180e-03,1.948717671145103940e-05,2.297202449086459264e-02
2.700000000000000178e+00,5.844271547449256948e-02,1.767922873785195137e-02,4.602234565219230689e+00,-1.631195229703105709e-02,1.638966707699847369e-02,5.506824744301690444e-01,9.706966111567384425e-01,-2.294838236072845039e-02,6.965448496934301126e-02,-8.997164172908200114e-04,9.222107519573121692e+00,7.570932963957135997e-02,1.392365722968505817e-02,1.127405677837070217e-05,2.592954808474465939e-02
2.800000000000000266e+00,5.617491688745795964e-02,1.912063655657795722e-02,4.652754206651749769e+00,-2.267798587034613317e-02,1.441407818726005326e-02,5.051964143251882478e-01,9.697711477193015073e-01,-2.431160302406484147e-02,6.701212942125089889e-02,-9.984763471643665761e-04,9.254634374368878369e+00,6.054741179794469186e-02,9.684530007756958492e-03,9.179977057830592338e-06,2.920058879910300206e-02
2.900000000000000355e+00,5.382567161806042083e-02,2.415621111940456991e-02,4.698897405006367656e+00,-2.349245269397535682e-02,5.035574562826612699e-02,4.614319835461816455e-01,9.688446394162898434e-01,-2.588762650157087203e-02,6.323389426147296710e-02,-1.097167995713492147e-03,9.265083030116693763e+00,6.248905884901106295e-02,1.279374587995239267e-02,1.337765884936416229e-05,3.235216426047370086e-02
3.000000000000000000e+00,5.096920598691770388e-02,2.872250554589269103e-02,4.741132695228841953e+00,-2.856465631142715567e-02,4.566294426488120423e-02,4.223529022247454745e-01,9.679153305183272327e-01,-2.809176950564306469e-02,5.839729591272302400e-02,-1.198418633759761390e-03,9.293088979626560331e+00,5.689180062531159349e-02,-1.572134769132128157e-02,1.012327600614004643e-05,3.828560313862261477e-02
3.100000000000000089e+00,4.806430759154735333e-02,3.416401119864448388e-02,4.779466087832800802e+00,-2.904898395370350550e-02,5.441505652751794930e-02,3.833339260395851600e-01,9.669843135077951235e-01,-3.094344248315897272e-02,5.250546844284165182e-02,-1.301839428670223398e-03,9.310170105321347478e+00,5.665405390874175828e-02,-1.102386356616131234e-02,1.406480521500837839e-05,4.556927225033829965e-02
3.200000000000000178e+00,4.484883027117830823e-02,3.911547843116972012e-02,4.814730587195198197e+00,-3.215477320369047182e-02,4.951467232525233464e-02,3.526449936239782201e-01,9.660500959125681852e-01,-3.440442302555138387e-02,4.570974789669102201e-02,-1.411550631026908809e-03,9.342175952269652583e+00,4.835464876636382664e-02,-1.332334035985736909e-02,1.046391727533348701e-05,5.443022123702376258e-02
3.300000000000000266e+00,4.164987339325938731e-02,4.359876601209085323e-02,4.846918272771851832e+00,-3.198956877918921610e-02,4.483287580921134496e-02,3.218768557665338537e-01,9.651154277846787366e-01,-3.831667210385621136e-02,3.807455269225346051e-02,-1.529346474352547697e-03,9.346681278894603651e+00,4.489702099127020063e-02,-6.485831803543977078e-03,1.019416671094884239e-05,6.365990460833555187e-02
3.400000000000000355e+00,3.826746326645371482e-02,4.699546186509450524e-02,4.876656120067292655e+00,-3.382410126805672490e-02,3.396695853003653398e-02,2.973784729544045602e-01,9.641793222700387744e-01,-4.240615963567548330e-02,2.977349023334441291e-02,-1.662174236212472095e-03,9.361055146399875682e+00,3.550677716635150527e-02,2.511827235958114055e-03,4.350587168329498721e-06,7.242600418021623299e-02
3.500000000000000000e+00,3.488655211161278275e-02,5.051483875205529939e-02,4.904007231714152759e+00,-3.380911154840933464e-02,3.519376886960793455e-02,2.735111164686004903e-01,9.632439900371865260e-01,-4.646083071833238126e-02,2.092634789814185048e-02,-1.816715158916820672e-03,9.353322328522571283e+00,2.915173509315019743e-02,1.556310415112676510e-02,3.584480977108952230e-06,7.972775783829226526e-02
3.600000000000000089e+00,3.143996291421531641e-02,5.181462912497579454e-02,4.929218680195706526e+00,-3.446589197397467025e-02,1.299790372920491682e-02,2.521144848155346119e-01,9.623090201483868178e-01,-5.019855752608194666e-02,1.170165685882840201e-02,-2.003825879772991314e-03,9.349698887997115904e+00,1.999650076663441259e-02,1.894355593092143797e-02,1.528284750765902984e-05,8.521686474023855429e-02
3.700000000000000178e+00,2.802962604820677731e-02,5.222411882060420257e-02,4.951988779279483666e+00,-3.410336866008537721e-02,4.094896956284082082e-03,2.277009908377716774e-01,9.613745973475398277e-01,-5.319293349076231747e-02,2.248635479766392109e-03,-2.236246636798083776e-03,9.344228008469565694e+00,1.197205203256824710e-02,3.988772233332940620e-02,1.359750111949613923e-04,8.818371433601870923e-02
3.800000000000000266e+00,2.470957369036417411e-02,5.269695386827778771e-02,4.973016687785132284e+00,-3.320052357842604579e-02,4.728350476735869619e-03,2.102790850564830727e-01,9.604377568789501662e-01,-5.528678664222211325e-02,-7.268729642200488783e-03,-2.528847017177447698e-03,9.368404685896191353e+00,3.195817968847097269e-03,4.970979208187659842e-02,1.030393234152099510e-03,8.859917028895435143e-02
3.900000000000000355e+00,2.151494171423887214e-02,5.402780191036860025e-02,4.992584517303055414e+00,-3.194631976125301975e-02,1.330848042090809757e-02,1.956782951792345737e-01,9.595012962794507994e-01,-5.657338741000315224e-02,-1.667409366859318176e-02,-2.895277987018371468e-03,9.364605994994194660e+00,-6.097472673592212872e-03,4.980829911260468285e-02,3.139001883518996016e-03,8.660291652334078938e-02
4.000000000000000000e+00,1.846172077473786505e-02,5.436242379254048462e-02,4.999917477078436256e+00,-3.053220939501006398e-02,3.346218821718869793e-03,7.332959775380726297e-02,9.586702783276651596e-01,-5.721282903013268084e-02,-2.583632523384737922e-02,-3.341709452177488160e-03,8.310179517856635556e+00,-1.488186073269110246e-02,4.062957360434894805e-02,7.377865897929810311e-03,8.237278276656812004e-02
4.100000000000000533e+00,1.554768440096474316e-02,5.396954708388861099e-02,5.000045246740035587e+00,-2.914036373773122579e-02,-3.928767086518751041e-03,1.277696615990212003e-03,9.577911845245629108e-01,-5.699880227076640354e-02,-3.458256269276849260e-02,-3.873265550937678159e-03,8.790938031022735188e+00,-2.393221654044564925e-02,4.840420851230770038e-02,1.335694825379525434e-02,7.639900134041463509e-02
4.200000000000000178e+00,1.284391364201314251e-02,5.345127947879606267e-02,4.998653238498559581e+00,-2.703770758951600656e-02,-5.182676050925462408e-03,-1.392008241475739018e-02,9.568624244618771923e-01,-5.581418460807166526e-02,-4.273518418140676012e-02,-4.493360674325128784e-03,9.287600626857718922e+00,-3.213805727016136315e-02,5.309322250654398972e-02,2.056661198020410045e-02,6.919291922764543579e-02
4.299999999999999822e+00,1.040577438613669338e-02,5.313033512163291977e-02,4.997670598115881546e+00,-2.438139255876449127e-02,-3.209443571631452434e-03,-9.826403826778896261e-03,9.559167403756236858e-01,-5.371408314481804225e-02,-5.013307972119052103e-02,-5.200836805025612491e-03,9.456840862535255354e+00,-3.991579070225086817e-02,5.123040690673458936e-02,2.871741458614633299e-02,6.104507171417881961e-02
4.400000000000000355e+00,8.222089441861285541e-03,5.208263807842013204e-02,4.997043529403543793e+00,-2.183684944275408185e-02,-1.047697043212785124e-02,-6.270687123377813657e-03,9.549710433303888468e-01,-5.075107483565101385e-02,-5.664107555688357998e-02,-5.988258469016474739e-03,9.456970452347924549e+00,-4.710262093715998633e-02,4.554793859842733161e-02,3.767692890319013915e-02,5.208825138422750606e-02
4.500000000000000000e+00,6.348865960899875704e-03,5.090960515275303605e-02,4.996751583215792714e+00,-1.873223480961409490e-02,-1.173032925667098249e-02,-2.919461877509394940e-03,9.540279310052581785e-01,-4.693420430338113292e-02,-6.214351236996207284e-02,-6.843576320682245168e-03,9.431123251306564370e+00,-5.319765845226565038e-02,4.641837730349438612e-02,4.666599758579960400e-02,4.310189567965740792e-02
4.600000000000000533e+00,4.776303129380005813e-03,4.937310042056123477e-02,4.996492835585812919e+00,-1.572562831519869891e-02,-1.536504732191802496e-02,-2.587476299800373341e-03,9.530878625290434281e-01,-4.233086325862667199e-02,-6.654078238634708597e-02,-7.750299723982469885e-03,9.400684762147044182e+00,-5.862548015225909487e-02,4.210751709644704188e-02,5.553386084528393052e-02,3.423779228210564046e-02
4.700000000000000178e+00,3.522924335468143042e-03,4.748771729444783291e-02,4.996354786417986027e+00,-1.253378793911862424e-02,-1.885383126113403252e-02,-1.380491678270354128e-03,9.521490160368698552e-01,-3.699615087799838775e-02,-6.975477985952838189e-02,-8.688037909019504651e-03,9.388464921735709012e+00,-6.281578785250901964e-02,3.882293666461085480e-02,6.382220952791306523e-02,2.595067505012564266e-02
4.800000000000000711e+00,2.607144462243065047e-03,4.542007879670913878e-02,4.996296610759943135e+00,-9.157798732250780824e-03,-2.067638497738696207e-02,-5.817565804291835625e-04,9.512120472317799891e-01,-3.101018809797484455e-02,-7.172739910481640280e-02,-9.633532971084227126e-03,9.369688050898231424e+00,-6.593662223633775521e-02,3.494073450616463211e-02,7.120017166544476139e-02,1.857693187759429723e-02
4.900000000000000355e+00,2.022716871566198043e-03,4.315500834917863904e-02,4.996203261917460559e+00,-5.844275906768670904e-03,-2.265070447530500783e-02,-9.334884248253778969e-04,9.502773635363965798e-01,-2.448134272380711463e-02,-7.242200534668397083e-02,-1.056141722597056694e-02,9.346836953833644657e+00,-6.800731254911765444e-02,2.922483722966669195e-02,7.752078759014524589e-02,1.226227840491443330e-02
5.000000000000000000e+00,1.755325340290093267e-03,4.070810795236463886e-02,4.996053011512221254e+00,-2.673915312761047328e-03,-2.446900396813999484e-02,-1.502504052389263926e-03,9.493432648387880590e-01,-1.752109762369766233e-02,-7.182414828331018519e-02,-1.144537534652676457e-02,9.340986976085146054e+00,-6.881467514360578575e-02,2.326946963185473963e-02,8.263197746880851513e-02,7.153951618535777691e-03
5.100000000000000533e+00,1.804957506530204979e-03,3.813893367077139662e-02,4.995806027735144816e+00,4.963216624011162516e-04,-2.569174281593239809e-02,-2.469837770768578203e-03,9.484109145171086830e-01,-1.025050971307367095e-02,-6.994579539737921792e-02,-1.225939282681562034e-02,9.323503216793438853e+00,-6.830513991906370097e-02,1.698350372975503467e-02,8.644403997799005035e-02,3.346664731798473444e-03
5.200000000000000178e+00,2.151313256318594137e-03,3.549026318658199397e-02,4.995568942897453901e+00,3.463557497883892888e-03,-2.648670484189399182e-02,-2.370848376907812739e-03,9.474780617131808302e-01,-2.798462402386503282e-03,-6.681780378912494101e-02,-1.297922950804322392e-02,9.328528039278978667e+00,-6.665943580783281752e-02,1.019642187319463530e-02,8.895157643243109535e-02,8.689265627210183366e-04
5.300000000000000711e+00,2.776941056851975169e-03,3.279242723331993181e-02,4.995447831609325817e+00,6.256278005333808581e-03,-2.697835953262064587e-02,-1.211112881276611014e-03,9.465454069118611757e-01,4.701540742214988834e-03,-6.249572162353156379e-02,-1.358395903576142122e-02,9.326548013196553910e+00,-6.377855229449924668e-02,3.114931430955367349e-03,9.021981090043651452e-02,6.743746034142957891e-05
5.400000000000000355e+00,3.667701347305997103e-03,3.008314333517199055e-02,4.995337404030366635e+00,8.907602904540219343e-03,-2.709283898147940919e-02,-1.104275789592711575e-03,9.456153629674701744e-01,1.211578926470621882e-02,-5.705905797617449871e-02,-1.405656959579098912e-02,9.300439443910551773e+00,-5.975730393422358511e-02,-4.018227250223336058e-03,9.031349607697669590e-02,1.993636166978950163e-04
5.500000000000000000e+00,4.790237845928605083e-03,2.740299943596425508e-02,4.995189164503854862e+00,1.122536498622607633e-02,-2.680143899207735117e-02,-1.482395265114150101e-03,9.446863357625060464e-01,1.931314508971697375e-02,-5.060347476394588817e-02,-1.438499480325754892e-02,9.290272049641020047e+00,-5.475955014049108116e-02,-1.107828926735654300e-02,8.932358686903972556e-02,1.209891218127479452e-03
5.600000000000000533e+00,6.110618973559767478e-03,2.478257752240678111e-02,4.995024802788277540e+00,1.320381127631162395e-02,-2.620421913557474322e-02,-1.643617155770950387e-03,9.437580478397170625e-01,2.616762157890385743e-02,-4.324343570707744888e-02,-1.456304237138847900e-02,9.282879227890278528e+00,-4.874341357145258596e-02,-1.796657404472644035e-02,8.736884993427179724e-02,3.178876007210813728e-03
5.700000000000000178e+00,7.596930042075295507e-03,2.226412932265032021e-02,4.994944400728241085e+00,1.486311068515528203e-02,-2.518448199756460545e-02,-8.040206003647670319e-04,9.428298256903582253e-01,3.255996479191665405e-02,-3.510891901152102257e-02,-1.459082320274323816e-02,9.282221493588194150e+00,-4.182938884253840223e-02,-2.449338404515164283e-02,8.457127649601438313e-02,5.982930889968829553e-03
5.800000000000000711e+00,9.216390098362756828e-03,1.988308983746972861e-02,4.994948532217143189e+00,1.619460056287461494e-02,-2.381039485180590221e-02,4.131488902113511497e-05,9.419031097096670635e-01,3.837820922564230686e-02,-2.634479962481384163e-02,-1.447491649646890158e-02,9.267159806911799080e+00,-3.415108654963084495e-02,-3.069291331634166342e-02,8.106095848015919259e-02,9.497852463919624275e-03
5.900000000000000355e+00,1.092552779145402643e-02,1.766718809961626002e-02,4.995033858134710236e+00,1.709137693091269602e-02,-2.215901737853466849e-02,8.532591756739776271e-04,9.409773218434391850e-01,4.352154739136433748e-02,-1.710513681441083733e-02,-1.422804388840093366e-02,9.257878662278345772e+00,-2.591140714240369736e-02,-3.633120298901575118e-02,7.696215841054494800e-02,1.360040080201517509e-02
6.000000000000000000e+00,1.268077592101892435e-02,1.564962870957142468e-02,4.995191491389624261e+00,1.755248129564897230e-02,-2.017559390044835685e-02,1.576332549137692517e-03,9.400525236750353342e-01,4.790194134333778525e-02,-7.552338372346367734e-03,-1.386854794699204224e-02,9.247981684038027339e+00,-1.717726278210722837e-02,-4.127414264309383490e-02,7.239318818714102211e-02,1.817262288481446414e-02
6.100000000000000533e+00,1.444832768243570209e-02,1.384625325231616036e-02,4.995348001360240708e+00,1.767551761416777736e-02,-1.803375457255265019e-02,1.565099706162585789e-03,9.391295179429886009e-01,5.144391889201726381e-02,2.144630989079132632e-03,-1.341958409383774836e-02,9.230057320467375703e+00,-8.035875829688749611e-03,-4.558977732026741475e-02,6.746341936743280310e-02,2.310346292227978202e-02
6.200000000000000178e+00,1.617690840447342376e-02,1.229273316787599796e-02,4.995635133191812294e+00,1.728580722037720979e-02,-1.553520084440162055e-02,2.871318315714598869e-03,9.382064640386058585e-01,5.408747713086589637e-02,1.181762649325679426e-02,-1.290778304872793394e-02,9.230539043827658219e+00,1.114370250329311043e-03,-4.892046290836329220e-02,6.227550920164049569e-02,2.829414402333717271e-02
6.300000000000000711e+00,1.784230989129143366e-02,1.098799637406169122e-02,4.995921960477774704e+00,1.665401486818008508e-02,-1.304736793814306565e-02,2.868272859625391105e-03,9.372856389957932022e-01,5.578570597677580400e-02,2.129542711299348134e-02,-1.236227277089398460e-02,9.208250428127046305e+00,1.049767186439179260e-02,-5.164894700038718395e-02,5.692906345690715991e-02,3.364328725072094489e-02
6.400000000000000355e+00,1.939530255648732118e-02,9.957154551458827565e-03,4.996186191773703378e+00,1.552992665195888911e-02,-1.030841822602864173e-02,2.642312959289672396e-03,9.363657935758369355e-01,5.651009490697470050e-02,3.041395463777796238e-02,-1.181285109460722058e-02,9.198454199562339895e+00,1.949998871225554903e-02,-5.322241095143671885e-02,5.151689424056166144e-02,3.905817222851274556e-02
6.500000000000000000e+00,2.080112397963305298e-02,9.208442670881330366e-03,4.996477511692378748e+00,1.405821423145730414e-02,-7.487118805774970257e-03,2.913199186757674860e-03,9.354466964141355811e-01,5.624641151156607732e-02,3.901350872932396463e-02,-1.128878403504289876e-02,9.190971617013900641e+00,2.829301358933946492e-02,-5.397589734096687464e-02,4.613431152912655236e-02,4.444178143625665545e-02
6.600000000000000533e+00,2.202820670478567930e-02,8.742684653709911421e-03,4.996782164942706217e+00,1.227082725152627528e-02,-4.657580171714188581e-03,3.046532503278250037e-03,9.345286888910452339e-01,5.499774281587235802e-02,4.694401507500756132e-02,-1.081720658883071964e-02,9.180075230903939953e+00,3.659160395451677844e-02,-5.377349184615678318e-02,4.088007414225801328e-02,4.969906241552542875e-02
6.700000000000000178e+00,2.305311500483669604e-02,8.554724069590036520e-03,4.997046252442851610e+00,1.024908300051017782e-02,-1.879605841198752486e-03,2.640875001454019624e-03,9.336119483287572685e-01,5.278460900796271005e-02,5.406697975682339674e-02,-1.042179647978036527e-02,9.167405622879510219e+00,4.428226819239655665e-02,-5.260992497964418757e-02,3.585302489016428673e-02,5.472952286263786659e-02
6.800000000000000711e+00,2.384089432492328756e-02,8.642682482453204612e-03,4.997288888936664897e+00,7.877793200865911699e-03,8.795841286316757185e-04,2.426364938130915264e-03,9.326960289342776100e-01,4.964400318341050111e-02,6.025862714824858912e-02,-1.012156766818462714e-02,9.159193944796770737e+00,5.111715855506947931e-02,-5.049082472300468749e-02,3.115786572920384995e-02,5.942855971497657680e-02
6.900000000000000355e+00,2.437627504087470920e-02,8.994086933318948263e-03,4.997523162706719368e+00,5.353807159514233777e-03,3.514044508657428699e-03,2.342737700547686385e-03,9.317811170920230479e-01,4.562896167921902391e-02,6.540946822392434967e-02,-9.930096975138379134e-03,9.149118422545210905e+00,5.718979224458640986e-02,-4.752426891534715370e-02,2.690437981961762287e-02,6.368687725782708198e-02
7.000000000000000000e+00,2.464591529822789465e-02,9.595367812824370790e-03,4.997717034440041672e+00,2.696402573531861413e-03,6.012808795054219203e-03,1.938717333220831745e-03,9.308674407809232054e-01,4.080883643582016579e-02,6.942810841912194775e-02,-9.854820578623765467e-03,9.136763110998192161e+00,6.225823774484005174e-02,-4.368942543347285185e-02,2.320177784739207646e-02,6.739479230188735737e-02
7.100000000000000533e+00,2.463859537411128980e-02,1.042501052509658965e-02,4.997845659837421906e+00,-7.319924116606186734e-05,8.296427122722190364e-03,1.286253973802548804e-03,9.299548587379543596e-01,3.526686104936047061e-02,7.224316741096248329e-02,-9.896783490706842490e-03,9.125820429688543456e+00,6.620757146863912035e-02,-3.911928634082097178e-02,2.015511906626581140e-02,7.044375733635614700e-02
7.200000000000000178e+00,2.434853267113446657e-02,1.145951584277705819e-02,4.997941240430678000e+00,-2.900627029768234992e-03,1.034505317680467842e-02,9.558059325635609883e-04,9.290429608254979765e-01,2.909934368013713385e-02,7.380344579380659908e-02,-1.005081075960954744e-02,9.118979124563486138e+00,6.901058426403457180e-02,-3.385241297157063484e-02,1.787186189838475131e-02,7.273479383385098029e-02
7.300000000000000711e+00,2.377484271368284982e-02,1.267437414495029002e-02,4.997982206871625088e+00,-5.736899574516170046e-03,1.214858302173232180e-02,4.096644094717405990e-04,9.281322149412054578e-01,2.241491816172515306e-02,7.407987127196058452e-02,-1.030596006117070855e-02,9.107458842924918585e+00,7.061889758165354469e-02,-2.796430904743443455e-02,1.643520436519745401e-02,7.417904565180558074e-02
7.400000000000000355e+00,2.292273597718138406e-02,1.403870727306812116e-02,4.998019652968413773e+00,-8.521067365014647205e-03,1.364333128117831660e-02,3.744609678838097368e-04,9.272219348085258828e-01,1.533090666784448636e-02,7.306442069368923597e-02,-1.064638819870900380e-02,9.102801326795464831e+00,7.101318352607663420e-02,-2.161405590313154185e-02,1.591009248793848196e-02,7.470680032501210432e-02
7.500000000000000000e+00,2.180151231064701364e-02,1.552220760068616194e-02,4.998023460114125349e+00,-1.121223666534371458e-02,1.483500327618040952e-02,3.807145711979788771e-05,9.263128814846393055e-01,7.972657851589303596e-03,7.077293249985205925e-02,-1.105237298208158747e-02,9.090533238866244758e+00,7.015924240937236600e-02,-1.485770132246590908e-02,1.634690563216866649e-02,7.427228190111340167e-02
7.600000000000000533e+00,2.042537947763570227e-02,1.709224181364922199e-02,4.998004811565033734e+00,-1.376132833011311889e-02,1.570034212963061435e-02,-1.864854909117246427e-04,9.254046351042473084e-01,4.702669277277917240e-04,6.724299567005442846e-02,-1.150165192203324652e-02,9.082463803919694101e+00,6.808506342112825849e-02,-7.837728712051721808e-03,1.776467875166281435e-02,7.286065381997763879e-02
7.700000000000000178e+00,1.881388380222089388e-02,1.871360807620186043e-02,4.997980344629469052e+00,-1.611495675414808745e-02,1.621366262552637744e-02,-2.446693556426206978e-04,9.244971462098205972e-01,-7.044109674494959672e-03,6.253369636998495906e-02,-1.197081198978098421e-02,9.074888944267661017e+00,6.483659914702176452e-02,-6.911851347144592908e-04,2.014225233691205666e-02,7.048766386431166986e-02
7.800000000000000711e+00,1.698995042046758802e-02,2.035099910299792078e-02,4.997960423688223131e+00,-1.823933381753304120e-02,1.637391026796060703e-02,-1.992094124567124979e-04,9.235904642957681876e-01,-1.443823829331201264e-02,5.672518383421110144e-02,-1.243670994846434591e-02,9.066819140524460252e+00,6.044798882350380792e-02,6.484971403048236244e-03,2.342529765034043546e-02,6.720845694850884067e-02
7.900000000000000355e+00,1.498032799130515937e-02,2.196891545323754330e-02,4.997942725155151145e+00,-2.009622429162429003e-02,1.617916350239623560e-02,-1.769853307238526013e-04,9.226847043293229245e-01,-2.158252228294075398e-02,4.991717240613335882e-02,-1.287782302392920415e-02,9.057599664452839150e+00,5.500316828873989122e-02,1.355755129675373025e-02,2.752301660044939591e-02,6.311403515643421169e-02
8.000000000000000000e+00,1.281577743922313398e-02,2.353213678439602941e-02,4.997926080556404749e+00,-2.164550552082024348e-02,1.563221331158487146e-02,-1.664459874622814409e-04,9.217798486535886404e-01,-2.835242255514097698e-02,4.222685879598131464e-02,-1.327543077814292462e-02,9.048556757343373391e+00,4.860249831667516618e-02,2.040161648032995031e-02,3.230561540302474138e-02,5.833251106275832987e-02
