Iteration,Latency (ms)
211,0.168417,5937.642875
212,0.167299,5977.322040
213,0.160298,6238.381015
214,0.161996,6172.991926
215,1.635926,611.274593
216,0.217575,4596.116282
217,0.170608,5861.389853
218,0.161447,6193.983165
219,0.160875,6216.006216
220,2.234018,447.623967
221,0.214417,4663.809306
222,0.163598,6112.544163
223,0.156623,6384.758305
224,0.157456,6350.980591
225,2.223358,449.770122
226,0.186221,5369.963645
227,0.164978,6061.414249
228,0.162361,6159.114566
229,0.178438,5604.187449
230,2.481347,403.006915
231,0.223278,4478.721594
232,0.178526,5601.425003
233,0.169478,5900.470858
234,0.167382,5974.358055
235,2.220987,450.250272
236,0.235860,4239.803273
237,0.183582,5447.157129
238,0.187360,5337.318531
239,0.184397,5423.081720
240,2.712879,368.612091
241,0.217333,4601.234051
242,0.166272,6014.241724
243,0.158904,6293.107788
244,0.158878,6294.137640
245,2.230668,448.296205
246,0.194237,5148.349697
247,0.164434,6081.467336
248,0.161716,6183.680032
249,0.175606,5694.566245
250,2.219284,450.595778
251,0.171367,5835.429225
252,0.160093,6246.369298
253,0.158266,6318.476489
254,0.157861,6334.686845
255,2.262341,442.020014
256,0.172404,5800.329459
257,0.163424,6119.052281
258,0.158442,6311.457821
259,0.171917,5816.760413
260,2.268027,440.911859
261,0.176097,5678.688450
262,0.158562,6306.681298
263,0.157614,6344.614057
264,0.156003,6410.133138
265,2.222769,449.889305
266,0.175320,5703.855807
267,0.159802,6257.743958
268,0.157714,6340.591197
269,0.173538,5762.426673
270,2.238867,446.654491
271,0.170037,5881.072943
272,0.157895,6333.322778
273,0.157392,6353.563078
274,0.158036,6327.672176
275,2.296162,435.509341
276,0.216082,4627.872752
277,0.163337,6122.311540
278,0.228834,4369.979985
279,0.162286,6161.960982
280,2.225712,449.294428
281,0.180692,5534.279326
282,0.170695,5858.402414
283,0.158930,6292.078273
284,0.157645,6343.366425
285,2.190855,456.442804
286,0.170614,5861.183725
287,0.170066,5880.070090
288,0.175143,5709.620139
289,0.160926,6214.036265
290,3.267258,306.067045
291,0.358199,2791.744254
292,0.571919,1748.499350
293,0.442484,2259.968722
294,0.472348,2117.083167
295,2.581815,387.324421
296,0.356005,2808.949313
297,0.303812,3291.509223
298,0.217226,4603.500502
299,0.175349,5702.912477
300,2.508692,398.614099
301,0.208011,4807.438068
302,0.166848,5993.479095
303,0.161196,6203.627882
304,0.159670,6262.917267
305,2.235178,447.391662
306,0.188098,5316.377633
307,0.163445,6118.266083
308,0.167076,5985.300103
309,0.159153,6283.262018
310,2.238612,446.705369
311,0.201113,4972.328989
312,0.177434,5635.898419
313,0.189695,5271.620232
314,0.191524,5221.277751
315,2.277438,439.089890
316,0.201838,4954.468435
317,0.163572,6113.515761
318,0.159522,6268.727824
319,0.157943,6331.398036
320,2.264406,441.616919
321,0.195394,5117.864418
322,0.163411,6119.539076
323,0.157939,6331.558386
324,0.157163,6362.820766
325,2.194765,455.629646
326,0.171298,5837.779776
327,0.160031,6248.789297
328,0.156312,6397.461487
329,0.156709,6381.254427
330,2.552797,391.727192
331,0.213019,4694.416930
332,0.166809,5994.880372
333,0.162698,6146.357054
334,0.371369,2692.739566
335,2.171216,460.571403
336,0.176247,5673.855442
337,0.161095,6207.517303
338,0.159557,6267.352733
339,0.166078,6021.267115
340,2.247405,444.957629
341,0.182474,5480.232800
342,0.160835,6217.552150
343,0.176400,5668.934240
344,0.171552,5829.136355
345,2.233575,447.712748
346,0.180518,5539.613778
347,0.160523,6229.636874
348,0.179025,5585.812037
349,0.162110,6168.650916
350,2.287455,437.167070
351,0.196764,5082.230489
352,0.163779,6105.788898
353,0.160395,6234.608311
354,0.160088,6246.564390
355,2.432499,411.099861
356,0.228446,4377.402099
357,0.180564,5538.202521
358,0.193053,5179.924684
359,0.170373,5869.474623
360,2.509410,398.500046
361,0.209911,4763.923758
362,0.188678,5300.034980
363,0.168516,5934.154620
364,0.163316,6123.098778
365,2.378294,420.469463
366,0.213031,4694.152494
367,0.164698,6071.719147
368,0.163049,6133.125625
369,0.160268,6239.548756
370,2.359912,423.744614
371,0.175231,5706.752801
372,0.161890,6177.033788
373,0.157501,6349.166037
374,0.174886,5718.010590
375,2.240968,446.235734
376,0.174927,5716.670383
377,0.159057,6287.054326
378,0.157523,6348.279299
379,0.157980,6329.915179
380,2.167485,461.364208
381,0.167473,5971.111761
382,0.159243,6279.710882
383,0.158708,6300.879603
384,0.158419,6312.374147
385,2.596317,385.160980
386,0.216440,4620.218074
387,0.168595,5931.374003
388,0.163101,6131.170256
389,0.180640,5535.872453
390,2.869966,348.436184
391,0.791263,1263.802301
392,0.333342,2999.922002
393,0.305259,3275.906689
394,0.318057,3144.090525
395,2.478082,403.537897
396,0.231708,4315.776754
397,0.167161,5982.256627
398,0.158535,6307.755385
399,0.161041,6209.598798
400,2.149356,465.255639
401,0.188536,5304.026817
402,0.170828,5853.841291
403,0.157705,6340.953045
404,0.189455,5278.298277
405,2.420529,413.132832
406,0.213331,4687.551270
407,0.169673,5893.689627
408,0.161521,6191.145424
409,0.182225,5487.721224
410,2.300464,434.694914
411,0.210445,4751.835396
412,0.191682,5216.973946
413,0.164868,6065.458427
414,0.213784,4677.618531
415,2.379871,420.190842
416,0.210849,4742.730580
417,0.168980,5917.860102
418,0.297850,3357.394662
419,0.515356,1940.406243
420,2.775028,360.356724
421,0.232114,4308.227854
422,0.191779,5214.335250
423,0.167362,5975.072000
424,0.158639,6303.620169
425,2.272093,440.122829
426,0.220914,4526.648379
427,0.176674,5660.142409
428,0.166954,5989.673802
429,0.161818,6179.782224
430,2.247476,444.943572
431,0.180018,5555.000056
432,0.167545,5968.545764
433,0.157184,6361.970684
434,0.156411,6393.412228
435,2.265806,441.344052
436,0.179963,5556.697766
437,0.256205,3903.124451
438,0.224999,4444.464198
439,0.665623,1502.351932
440,3.991201,250.551150
441,0.376655,2654.949490
442,0.210472,4751.225816
443,0.173186,5774.138787
444,0.166895,5991.791246
445,2.634996,379.507217
446,0.208908,4786.796102
447,0.183731,5442.739657
448,0.165788,6031.799648
449,0.160408,6234.103037
450,2.254503,443.556740
451,0.173459,5765.051107
452,0.171792,5820.992829
453,0.167799,5959.511082
454,0.158562,6306.681298
455,2.263122,441.867473
456,0.170662,5859.535222
457,0.175004,5714.155105
458,0.160196,6242.353117
459,0.157094,6365.615491
460,2.217172,451.024999
461,0.187034,5346.621470
462,0.162393,6157.900895
463,0.176193,5675.594377
464,0.158111,6324.670643
465,3.734028,267.807312
466,0.222696,4490.426411
467,0.172182,5807.808017
468,0.162013,6172.344195
469,0.177693,5627.683702
470,2.244903,445.453545
471,0.207922,4809.495869
472,0.168035,5951.141131
473,0.161450,6193.868071
474,0.157946,6331.277778
475,2.326366,429.854976
476,0.174604,5727.245653
477,0.160041,6248.398848
478,0.157970,6330.315883
479,0.178225,5610.885117
480,2.213224,451.829548
481,0.168966,5918.350437
482,0.159920,6253.126563
483,0.155208,6442.966857
484,0.157198,6361.404089
485,2.300985,434.596488
486,0.217545,4596.750098
487,0.172034,5812.804446
488,0.162477,6154.717283
489,0.567333,1762.633233
490,2.649726,377.397512
491,0.231215,4324.978916
492,0.168862,5921.995476
493,0.164495,6079.212134
494,0.171277,5838.495536
495,2.848736,351.032879
496,0.216468,4619.620452
497,0.168867,5921.820131
498,0.172757,5788.477457
499,0.163640,6110.975312
500,2.265296,441.443414
501,0.183238,5457.383294
502,0.163470,6117.330397
503,0.163189,6127.864010
504,0.184815,5410.816222
505,2.328199,429.516549
506,0.204931,4879.691213
507,0.178044,5616.589158
508,0.160178,6243.054602
509,0.158399,6313.171169
510,2.269985,440.531545
511,0.198184,5045.816009
512,0.179520,5570.409982
513,0.182408,5482.215692
514,0.158704,6301.038411
515,3.153847,317.073086
516,0.235814,4240.630327
517,0.186482,5362.447850
518,0.312539,3199.600690
519,0.246162,4062.365434
520,2.260277,442.423650
521,0.318491,3139.806148
522,0.188677,5300.063071
523,0.163442,6118.378385
524,0.169243,5908.663874
525,2.202660,453.996531
526,0.279272,3580.738492
527,0.193556,5166.463452
528,0.166952,5989.745556
529,0.160168,6243.444383
530,2.369693,421.995592
531,0.212981,4695.254506
532,0.169178,5910.934046
533,0.163854,6102.994129
534,0.160428,6233.325853
535,2.269112,440.701032
536,0.224749,4449.408006
537,0.181083,5522.329539
538,0.196274,5094.918328
539,0.190274,5255.578797
540,2.187441,457.155187
541,0.183778,5441.347713
542,0.157617,6344.493297
543,0.157210,6360.918517
544,0.157403,6353.119064
545,2.892911,345.672577
546,0.321497,3110.448931
547,0.388693,2572.724490
548,0.283514,3527.162680
549,0.183810,5440.400413
550,2.440241,409.795590
551,0.335985,2976.323348
552,0.424046,2358.234720
553,0.190057,5261.579421
554,0.165291,6049.936173
555,2.254662,443.525460
556,0.195469,5115.900731
557,0.161334,6198.321495
558,0.158354,6314.965205
559,0.172928,5782.753516
560,2.233682,447.691301
561,0.216289,4623.443633
562,0.172645,5792.232616
563,0.166956,5989.602051
564,0.190486,5249.729639
565,2.292866,436.135387
566,0.196306,5094.087802
567,0.161397,6195.902030
568,0.158741,6299.569739
569,0.172392,5800.733213
570,2.258411,442.789200
571,0.173885,5750.927337
572,0.158279,6317.957531
573,0.258904,3862.435497
574,0.231174,4325.745975
575,2.466001,405.514840
576,0.209646,4769.945527
577,0.166876,5992.473453
578,0.160442,6232.781940
579,0.158356,6314.885448
580,2.121396,471.387709
581,0.182519,5478.881651
582,0.162916,6138.132535
583,0.158144,6323.350870
584,0.176761,5657.356544
585,2.241015,446.226375
586,0.224143,4461.437564
587,0.186992,5347.822367
588,0.186553,5360.406962
589,0.171949,5815.677904
590,2.244649,445.503952
591,0.185138,5401.376271
592,0.159451,6271.519150
593,0.171870,5818.351079
594,0.160430,6233.248146
595,2.168366,461.176757
596,0.170198,5875.509700
597,0.157858,6334.807232
598,0.156855,6375.314781
599,0.157317,6356.592104
600,2.274606,439.636579
601,0.176780,5656.748501
602,0.157763,6338.621857
603,0.172335,5802.651812
604,0.166345,6011.602393
605,2.290193,436.644423
606,0.169472,5900.679758
607,0.158033,6327.792297
608,0.156651,6383.617085
609,0.156189,6402.499536
610,2.184551,457.759970
611,0.165044,6058.990330
612,0.157274,6358.330048
613,0.170407,5868.303532
614,0.161302,6199.551152
615,3.006070,332.660251
616,0.223318,4477.919380
617,0.236623,4226.131864
618,0.176278,5672.857645
619,0.159396,6273.683154
620,2.267466,441.020946
621,0.172836,5785.831655
622,0.160774,6219.911180
623,0.162496,6153.997637
624,0.157043,6367.682737
625,2.308584,433.165958
626,0.176883,5653.454543
627,0.158136,6323.670764
628,0.157857,6334.847362
629,0.167857,5957.451879
630,2.663198,375.488417
631,0.226014,4424.504677
632,0.465363,2148.860137
633,0.289856,3449.988960
634,0.177843,5622.937085
635,2.335562,428.162472
636,0.191321,5226.817757
637,0.164105,6093.659547
638,0.161276,6200.550609
639,0.161255,6201.358097
640,3.418842,292.496699
641,0.229137,4364.201329
642,0.175503,5697.908298
643,0.168066,5950.043435
644,0.175258,5705.873626
645,2.267603,440.994301
646,0.206156,4850.695590
647,0.162355,6159.342182
648,0.157086,6365.939676
649,0.157082,6366.101781
650,2.273356,439.878312
651,0.182221,5487.841687
652,0.162273,6162.454629
653,0.159111,6284.920590
654,0.158446,6311.298487
655,2.240400,446.348866
656,0.541636,1846.258373
657,0.219812,4549.342165
658,0.171309,5837.404923
659,0.163240,6125.949522
660,2.410261,414.892827
661,0.194480,5141.916907
662,0.175074,5711.870409
663,0.179608,5567.680727
664,0.178222,5610.979565
665,3.784631,264.226552
666,0.239013,4183.872844
667,0.176171,5676.303137
668,0.163856,6102.919637
669,0.159991,6250.351582
670,2.121908,471.273967
671,0.172702,5790.320900
672,0.160345,6236.552434
673,0.158450,6311.139161
674,0.158449,6311.178991
675,2.278010,438.979636
676,0.286641,3488.684452
677,0.223633,4471.611971
678,0.169064,5914.919794
679,0.177619,5630.028319
680,2.360713,423.600836
681,0.188884,5294.254675
682,0.177098,5646.591153
683,0.167101,5984.404642
684,0.189898,5265.984897
685,2.395326,417.479708
686,0.219206,4561.918926
687,0.365871,2733.203779
688,0.852814,1172.588630
689,0.892842,1120.018996
690,2.495505,400.720495
691,0.211812,4721.167828
692,0.165706,6034.784498
693,0.158012,6328.633268
694,0.161868,6177.873329
695,2.138814,467.548838
696,0.193685,5163.022433
697,0.167665,5964.273999
698,0.158061,6326.671348
699,0.157810,6336.734047
700,2.583605,387.056071
701,0.232642,4298.449979
702,0.179166,5581.416117
703,0.170515,5864.586693
704,0.310027,3225.525519
705,2.556510,391.158259
706,0.214252,4667.401004
707,0.176457,5667.103034
708,0.184023,5434.103346
709,0.171075,5845.389449
710,4.741173,210.918269
711,0.243543,4106.051087
712,0.177299,5640.189736
713,0.167176,5981.719864
714,0.165016,6060.018422
715,2.187558,457.130737
716,0.189571,5275.068444
717,0.163082,6131.884573
718,0.170847,5853.190281
719,0.157843,6335.409236
720,2.256604,443.143768
721,0.175367,5702.327120
722,0.159145,6283.577869
723,0.182659,5474.682332
724,0.158487,6309.665777
725,2.239888,446.450894
726,0.257440,3884.400249
727,0.204836,4881.954344
728,0.167911,5955.535968
729,0.159651,6263.662614
730,2.167511,461.358674
731,0.172435,5799.286688
732,0.167131,5983.330441
733,0.160941,6213.457105
734,0.162073,6170.059171
735,3.502869,285.480273
736,0.220410,4536.999229
737,0.178779,5593.498118
738,0.161189,6203.897288
739,0.159368,6274.785402
740,2.286125,437.421401
741,0.175661,5692.783259
742,0.165241,6051.766813
743,0.157698,6341.234512
744,0.156918,6372.755197
745,2.221829,450.079642
746,0.170480,5865.790709
747,0.188089,5316.632020
748,0.165115,6056.384944
749,0.173227,5772.772143
750,2.544415,393.017648
751,0.209733,4767.966891
752,0.164064,6095.182368
753,0.157848,6335.208555
754,0.157641,6343.527382
755,2.235371,447.353034
756,0.170951,5849.629426
757,0.161019,6210.447214
758,0.551844,1812.106320
759,0.295569,3383.304744
760,2.812696,355.530779
761,0.223430,4475.674708
762,0.170123,5878.099963
763,0.161793,6180.737115
764,0.166924,5990.750282
765,2.294002,435.919411
766,0.189301,5282.592274
767,0.162607,6149.796749
768,0.159504,6269.435249
769,0.158868,6294.533827
770,2.140492,467.182311
771,0.171805,5820.552370
772,0.181162,5519.921396
773,0.164095,6094.030897
774,0.157885,6333.723913
775,2.144830,466.237417
776,0.182704,5473.333917
777,0.163616,6111.871700
778,0.157889,6333.563453
779,0.156387,6394.393396
780,2.465419,405.610568
781,0.205881,4857.174776
782,0.163429,6118.865073
783,0.179970,5556.481636
784,0.282922,3534.543090
785,3.066653,326.088410
786,0.218555,4575.507309
787,0.166536,6004.707691
788,0.186998,5347.650777
789,0.164601,6075.297234
790,2.173546,460.077680
791,0.174970,5715.265474
792,0.161191,6203.820313
793,0.159466,6270.929226
794,0.162528,6152.785981
795,2.258410,442.789396
796,0.174876,5718.337565
797,0.158305,6316.919870
798,0.171735,5822.924855
799,0.160828,6217.822767
800,2.107264,474.548989
801,0.167708,5962.744771
802,0.159622,6264.800591
803,0.158033,6327.792297
804,0.160729,6221.652595
805,2.161906,462.554801
806,0.174905,5717.389440
807,0.157662,6342.682447
808,0.156794,6377.795069
809,0.173741,5755.693820
810,3.376318,296.180632
811,0.222202,4500.409537
812,0.248508,4024.015323
813,0.205555,4864.878013
814,0.166791,5995.527337
815,2.230253,448.379623
816,0.217396,4599.900642
817,0.173067,5778.109056
818,0.166397,6009.723733
819,0.162288,6161.885044
820,2.164177,462.069415
821,0.182348,5484.019567
822,0.162480,6154.603644
823,0.158771,6298.379427
824,0.157126,6364.319082
825,2.385272,419.239399
826,0.214157,4669.471463
827,0.213463,4684.652610
828,0.280211,3568.739271
829,0.190729,5243.041174
830,2.200255,454.492775
831,0.187693,5327.849201
832,0.161883,6177.300890
833,0.160849,6217.010985
834,0.173668,5758.113181
835,2.722428,367.319172
836,0.394880,2532.414911
837,0.251472,3976.585862
838,0.179717,5564.303878
839,0.192047,5207.058689
840,2.246715,445.094282
841,0.226626,4412.556370
842,0.180756,5532.319812
843,0.160747,6220.955912
844,0.158188,6321.592030
845,2.132511,468.930758
846,0.183801,5440.666808
847,0.161725,6183.335910
848,0.156749,6379.626026
849,0.156088,6406.642407
850,2.196301,455.310998
851,0.194330,5145.885864
852,0.160121,6245.277009
853,0.155198,6443.382002
854,0.173381,5767.644667
855,2.215555,451.354175
856,0.210805,4743.720500
857,0.171530,5829.883985
858,0.164166,6091.395295
859,0.160623,6225.758453
860,4.438258,225.313625
861,0.274170,3647.372068
862,0.226099,4422.841322
863,0.193724,5161.983027
864,0.173032,5779.277821
865,2.537431,394.099386
866,0.222374,4496.928598
867,0.172034,5812.804446
868,0.162801,6142.468412
869,0.196432,5090.820233
870,2.341618,427.055139
871,0.193520,5167.424556
872,0.163775,6105.938025
873,0.159432,6272.266546
874,0.158520,6308.352258
875,2.168228,461.206109
876,0.170133,5877.754463
877,0.160163,6243.639292
878,0.157298,6357.359916
879,0.181453,5511.068982
880,2.250762,444.293977
881,0.210121,4759.162578
882,0.170793,5855.040897
883,0.194516,5140.965268
884,0.175719,5690.904228
885,3.509051,284.977334
886,0.210301,4755.089134
887,0.176112,5678.204779
888,0.164811,6067.556170
889,0.161943,6175.012196
890,2.226568,449.121698
891,0.379265,2636.678839
892,0.268087,3730.132382
893,0.217707,4593.329567
894,0.172104,5810.440199
895,2.264579,441.583182
896,0.215809,4633.727046
897,0.186184,5371.030808
898,0.164873,6065.274484
899,0.162727,6145.261696
900,2.263787,441.737672
901,0.208060,4806.305873
902,0.164167,6091.358190
903,0.159020,6288.517168
904,0.158840,6295.643415
905,2.502453,399.607905
906,0.201324,4967.117681
907,0.165604,6038.501485
908,0.235737,4242.015466
909,0.379681,2633.789945
910,2.675590,373.749341
911,0.294569,3394.790355
912,0.400526,2496.716817
913,0.202857,4929.580936
914,0.168296,5941.911870
915,2.422485,412.799254
916,0.206157,4850.672061
917,0.166142,6018.947647
918,0.168501,5934.682880
919,0.161695,6184.483132
920,2.303076,434.201911
921,0.213185,4690.761545
922,0.185425,5393.016044
923,0.178968,5587.591078
924,0.166518,6005.356778
925,2.192145,456.174204
926,0.180935,5526.846658
927,0.161211,6203.050660
928,0.166963,5989.350934
929,0.156630,6384.472962
930,2.187071,457.232527
931,0.183578,5447.275817
932,0.161777,6181.348399
933,0.184745,5412.866383
934,0.406035,2462.841873
935,4.205462,237.786003
936,0.237562,4209.427434
937,0.172911,5783.322056
938,0.164286,6086.945936
939,0.173929,5749.472486
940,3.072977,325.417340
941,0.220082,4543.760962
942,0.168675,5928.560842
943,0.185598,5387.989095
944,0.162689,6146.697072
945,2.466640,405.409788
946,0.216572,4617.402065
947,0.162639,6148.586747
948,0.158870,6294.454586
949,0.161117,6206.669687
950,2.295701,435.596796
951,0.247044,4047.861919
952,0.190776,5241.749486
953,0.172221,5806.492820
954,0.161934,6175.355392
955,4.633040,215.841003
956,0.272268,3672.851749
957,0.287322,3480.415701
958,0.190336,5253.866846
959,0.350237,2855.209472
960,2.337472,427.812611
961,0.185053,5403.857273
962,0.163024,6134.066150
963,0.160719,6222.039709
964,0.165991,6024.423011
965,2.355274,424.579051
966,0.216466,4619.663134
967,0.173790,5754.071005
968,0.194064,5152.939237
969,0.170802,5854.732380
970,2.288178,437.028937
971,0.223675,4470.772326
972,0.165981,6024.785969
973,0.161024,6210.254372
974,0.170597,5861.767792
975,2.525153,396.015608
976,0.211599,4725.920255
977,0.163389,6120.363060
978,0.191130,5232.041019
979,0.316151,3163.045507
980,4.488308,222.801109
981,0.231891,4312.370898
982,0.229369,4359.787068
983,0.463462,2157.674200
984,0.405808,2464.219532
985,2.678718,373.312906
986,0.199544,5011.426051
987,0.161495,6192.142172
988,0.155746,6420.710644
989,0.317666,3147.960436
990,2.603664,384.074136
991,0.235394,4248.196641
992,0.177495,5633.961520
993,0.176967,5650.771048
994,0.164732,6070.465969
995,2.405240,415.758926
996,0.207725,4814.057047
997,0.206656,4838.959430
998,0.192446,5196.262848
999,0.184879,5408.943147
1000,3.155175,316.939631
1001,0.230741,4333.863509
1002,0.197678,5058.731877
1003,0.174766,5721.936761
1004,0.534238,1871.824917
1005,2.491916,401.297636
1006,0.233463,4283.333976
1007,0.172559,5795.119350
1008,0.160235,6240.833775
1009,0.158681,6301.951714
1010,2.589282,386.207451
1011,0.263597,3793.669882
1012,0.465613,2147.706357
1013,0.180892,5528.160449
1014,0.163709,6108.399660
1015,2.387140,418.911333
1016,0.259231,3857.563332
1017,0.178336,5607.392787
1018,0.166336,6011.927664
1019,0.165535,6041.018516
1020,2.221185,450.210136
1021,0.232888,4293.909519
1022,0.177484,5634.310698
1023,0.187989,5319.460181
1024,0.168046,5950.751580
1025,2.197417,455.079760
1026,0.188954,5292.293362
1027,0.161168,6204.705649
1028,0.160399,6234.452833
1029,0.157386,6353.805294
1030,2.150565,464.994083
1031,0.291774,3427.310178
1032,0.185944,5377.963258
1033,0.162852,6140.544789
1034,0.157509,6348.843558
1035,2.560803,390.502510
1036,0.215845,4632.954203
1037,0.168834,5922.977599
1038,0.160082,6246.798516
1039,0.157199,6361.363622
1040,2.513321,397.879937
1041,0.546731,1829.053044
1042,0.298093,3354.657775
1043,0.466010,2145.876698
1044,0.732744,1364.733113
1045,2.541725,393.433593
1046,0.223293,4478.420730
1047,0.169319,5906.011729
1048,0.162928,6137.680448
1049,0.167230,5979.788315
1050,2.175041,459.761448
1051,0.172500,5797.101449
1052,0.164434,6081.467336
1053,0.158637,6303.699641
1054,0.280194,3568.955795
1055,2.995809,333.799651
1056,0.222802,4488.290051
1057,0.175268,5705.548075
1058,0.256053,3905.441452
1059,0.175049,5712.686162
1060,2.231460,448.137094
1061,0.234168,4270.438318
1062,0.179629,5567.029823
1063,0.199088,5022.904444
1064,0.168435,5937.008341
1065,2.540539,393.617260
1066,0.315232,3172.266775
1067,0.201524,4962.188126
1068,0.254832,3924.153952
1069,0.181635,5505.546838
1070,2.380591,420.063757
1071,0.201996,4950.593081
1072,0.162595,6150.250623
1073,0.160480,6231.306082
1074,0.159599,6265.703419
1075,2.279661,438.661713
1076,0.171870,5818.351079
1077,0.242856,4117.666436
1078,0.193054,5179.897852
1079,0.168503,5934.612440
1080,2.331203,428.963072
1081,0.207799,4812.342697
1082,0.171279,5838.427361
1083,0.165597,6038.756741
