group_name,run_name,method,fine_clarabel_solve_time_s,time_of_flight_s,zoh_coarse_dt_s,zoh_fine_dt_s,cgl_fine_search_delta_t_s,cgl_fine_nodes,set_avg_fine_clarabel_solve_time_s,set_std_error_fine_clarabel_solve_time_s
zoh_offset_limited_descent_moreglide_long,zoh_offset_limited_descent_moreglide_long_1,zoh,12.364239,12.075000,0.050000,0.025000,0.010000,6,,
zoh_offset_limited_descent_moreglide_long,set_1_avg,zoh,,12.075000,0.050000,0.025000,0.010000,6,12.364239,0.000000
