angle_rad,MoIM_00,MoIM_01,MoIM_02,MoIM_10,MoIM_11,MoIM_12,MoIM_20,MoIM_21,MoIM_22
0.3877551020408163,0.00019046232977639382,0.0,-4.375503029921585e-05,0.0,0.00020833333333333337,0.0,-4.375503029921586e-05,0.0,0.00010120433689027288
0.4285714285714284,0.00018674583750053758,0.0,-4.724846032167076e-05,0.0,0.00020833333333333337,0.0,-4.724846032167076e-05,0.0,0.00010492082916612911
0.46938775510204067,0.00018275686016338435,0.0,-5.042720660943363e-05,0.0,0.00020833333333333337,0.0,-5.042720660943363e-05,0.0,0.00010890980650328238
0.510204081632653,0.0001785219651128965,0.0,-5.327009810747615e-05,0.0,0.00020833333333333337,0.0,-5.327009810747615e-05,0.0,0.00011314470155377018
0.5510204081632653,0.00017406935755579295,0.0,-5.5758200617565465e-05,0.0,0.00020833333333333337,0.0,-5.5758200617565465e-05,0.0,0.00011759730911087377
0.5918367346938773,0.00016942869270550594,0.0,-5.787494290362652e-05,0.0,0.00020833333333333337,0.0,-5.787494290362652e-05,0.0,0.00012223797396116077
0.6326530612244896,0.000164630878272818,0.0,-5.9606227059327074e-05,0.0,0.00020833333333333337,0.0,-5.9606227059327074e-05,0.0,0.00012703578839384872
0.6734693877551019,0.00015970786861462799,0.0,-6.0940522402815955e-05,0.0,0.00020833333333333337,0.0,-6.0940522402815934e-05,0.0,0.00013195879805203876
0.7142857142857142,0.00015469245191185465,0.0,-6.186894227325775e-05,0.0,0.00020833333333333337,0.0,-6.186894227325774e-05,0.0,0.00013697421475481204
0.7551020408163265,0.0001496180317939142,0.0,-6.238530321768483e-05,0.0,0.00020833333333333337,0.0,-6.238530321768484e-05,0.0,0.00014204863487275252
0.7959183673469385,0.000144518404864193,0.0,-6.248616617397044e-05,0.0,0.00020833333333333337,0.0,-6.248616617397043e-05,0.0,0.00014714826180247374
0.8367346938775508,0.00013942753560823945,0.0,-6.217085937563662e-05,0.0,0.00020833333333333337,0.0,-6.217085937563661e-05,0.0,0.00015223913105842727
0.8775510204081631,0.00013437933018382858,0.0,-6.144148282594696e-05,0.0,0.00020833333333333337,0.0,-6.144148282594697e-05,0.0,0.00015728733648283816
0.9183673469387754,0.00012940741059950058,0.0,-6.030289431148523e-05,0.0,0.00020833333333333337,0.0,-6.0302894311485225e-05,0.0,0.00016225925606716616
0.9591836734693877,0.0001245448907855874,0.0,-5.876267704837249e-05,0.0,0.00020833333333333337,0.0,-5.8762677048372476e-05,0.0,0.00016712177588107933
1.0,0.00011982415604913697,0.0,-5.683108917660512e-05,0.0,0.00020833333333333337,0.0,-5.683108917660512e-05,0.0,0.00017184251061752977
