Iteration,x,y,z,vx,vy,vz,theta_x,theta_y,theta_z,omega_x,omega_y,omega_z,thrust,a,b
333,-0.015270,0.161976,0.001297,-0.036676,0.347760,0.003699,0.000078,-0.000056,0.000107,0.000210,-0.000054,0.000299,0.000001,0.000000,0.000000
334,-0.015296,0.162121,0.001305,-0.036638,0.347025,0.003714,0.000080,-0.000054,0.000112,0.000216,-0.000054,0.000312,0.000001,0.000000,0.000000
335,-0.015323,0.162265,0.001313,-0.036600,0.346289,0.003729,0.000081,-0.000056,0.000117,0.000220,-0.000054,0.000330,0.000001,0.000000,0.000000
336,-0.015350,0.162409,0.001321,-0.036564,0.345554,0.003744,0.000079,-0.000047,0.000116,0.000217,-0.000042,0.000336,0.000001,0.000000,0.000000
337,-0.015377,0.162553,0.001329,-0.036530,0.344823,0.003760,0.000088,-0.000046,0.000114,0.000229,-0.000023,0.000330,0.000001,0.000000,0.000000
338,-0.015405,0.162696,0.001337,-0.036498,0.344093,0.003776,0.000082,-0.000049,0.000114,0.000234,-0.000027,0.000325,0.000001,0.000000,0.000000
339,-0.015431,0.162839,0.001346,-0.036462,0.343365,0.003792,0.000084,-0.000051,0.000115,0.000227,-0.000036,0.000325,0.000001,0.000000,0.000000
340,-0.015455,0.162981,0.001354,-0.036420,0.342638,0.003809,0.000092,-0.000046,0.000116,0.000245,-0.000030,0.000328,0.000001,0.000000,0.000000
341,-0.015478,0.163122,0.001363,-0.036373,0.341909,0.003826,0.000094,-0.000046,0.000117,0.000261,-0.000020,0.000330,0.000001,0.000000,0.000000
342,-0.015501,0.163262,0.001371,-0.036323,0.341181,0.003843,0.000092,-0.000049,0.000108,0.000260,-0.000025,0.000315,0.000001,0.000000,0.000000
343,-0.015522,0.163403,0.001380,-0.036271,0.340456,0.003860,0.000093,-0.000046,0.000107,0.000257,-0.000026,0.000295,0.000001,0.000000,0.000000
344,-0.015544,0.163542,0.001388,-0.036218,0.339732,0.003877,0.000100,-0.000050,0.000099,0.000271,-0.000028,0.000277,0.000001,0.000000,0.000000
345,-0.015567,0.163681,0.001397,-0.036167,0.339007,0.003895,0.000099,-0.000047,0.000105,0.000282,-0.000029,0.000273,0.000001,0.000000,0.000000
346,-0.015590,0.163819,0.001407,-0.036118,0.338282,0.003913,0.000098,-0.000040,0.000104,0.000277,-0.000009,0.000282,0.000001,0.000000,0.000000
347,-0.015613,0.163956,0.001416,-0.036070,0.337560,0.003932,0.000099,-0.000036,0.000107,0.000274,0.000011,0.000284,0.000001,0.000000,0.000000
348,-0.015635,0.164092,0.001425,-0.036022,0.336837,0.003951,0.000096,-0.000028,0.000111,0.000270,0.000032,0.000296,0.000001,0.000000,0.000000
349,-0.015657,0.164228,0.001434,-0.035972,0.336115,0.003969,0.000095,-0.000026,0.000111,0.000263,0.000050,0.000302,0.000001,0.000000,0.000000
350,-0.015678,0.164363,0.001443,-0.035919,0.335394,0.003986,0.000096,-0.000027,0.000107,0.000262,0.000051,0.000293,0.000001,0.000000,0.000000
351,-0.015698,0.164498,0.001451,-0.035863,0.334674,0.004004,0.000094,-0.000022,0.000111,0.000259,0.000057,0.000291,0.000001,0.000000,0.000000
352,-0.015717,0.164633,0.001460,-0.035803,0.333957,0.004022,0.000091,-0.000020,0.000100,0.000249,0.000069,0.000278,0.000001,0.000000,0.000000
353,-0.015735,0.164769,0.001470,-0.035739,0.333245,0.004040,0.000096,-0.000029,0.000098,0.000252,0.000058,0.000254,0.000001,0.000000,0.000000
354,-0.015753,0.164904,0.001479,-0.035674,0.332535,0.004059,0.000092,-0.000031,0.000104,0.000252,0.000038,0.000260,0.000001,0.000000,0.000000
355,-0.015770,0.165037,0.001489,-0.035608,0.331823,0.004079,0.000088,-0.000031,0.000101,0.000237,0.000032,0.000263,0.000001,0.000000,0.000000
356,-0.015787,0.165168,0.001498,-0.035542,0.331109,0.004099,0.000089,-0.000029,0.000097,0.000232,0.000035,0.000250,0.000001,0.000000,0.000000
357,-0.015804,0.165299,0.001508,-0.035475,0.330393,0.004119,0.000095,-0.000032,0.000091,0.000244,0.000034,0.000232,0.000001,0.000000,0.000000
358,-0.015820,0.165429,0.001518,-0.035406,0.329678,0.004139,0.000091,-0.000027,0.000096,0.000247,0.000038,0.000231,0.000001,0.000000,0.000000
359,-0.015838,0.165558,0.001528,-0.035340,0.328964,0.004159,0.000089,-0.000029,0.000095,0.000235,0.000043,0.000237,0.000001,0.000000,0.000000
360,-0.015856,0.165688,0.001537,-0.035277,0.328251,0.004179,0.000099,-0.000028,0.000095,0.000246,0.000041,0.000234,0.000001,0.000000,0.000000
361,-0.015875,0.165817,0.001547,-0.035217,0.327542,0.004199,0.000101,-0.000028,0.000093,0.000267,0.000043,0.000228,0.000001,0.000000,0.000000
362,-0.015894,0.165946,0.001557,-0.035159,0.326834,0.004218,0.000097,-0.000028,0.000094,0.000264,0.000043,0.000225,0.000001,0.000000,0.000000
363,-0.015914,0.166074,0.001567,-0.035102,0.326127,0.004238,0.000101,-0.000027,0.000097,0.000263,0.000044,0.000232,0.000001,0.000000,0.000000
364,-0.015932,0.166203,0.001576,-0.035044,0.325424,0.004257,0.000097,-0.000027,0.000090,0.000262,0.000046,0.000224,0.000001,0.000000,0.000000
365,-0.015950,0.166331,0.001586,-0.034983,0.324722,0.004277,0.000098,-0.000025,0.000094,0.000254,0.000050,0.000218,0.000001,0.000000,0.000000
366,-0.015969,0.166458,0.001596,-0.034923,0.324021,0.004297,0.000086,-0.000019,0.000093,0.000233,0.000064,0.000223,0.000001,0.000000,0.000000
367,-0.015987,0.166584,0.001606,-0.034864,0.323320,0.004317,0.000091,-0.000024,0.000092,0.000220,0.000065,0.000219,0.000001,0.000000,0.000000
368,-0.016005,0.166711,0.001616,-0.034805,0.322621,0.004338,0.000085,-0.000025,0.000099,0.000217,0.000054,0.000228,0.000001,0.000000,0.000000
369,-0.016024,0.166837,0.001627,-0.034746,0.321923,0.004359,0.000085,-0.000024,0.000102,0.000206,0.000053,0.000244,0.000001,0.000000,0.000000
370,-0.016044,0.166962,0.001637,-0.034690,0.321227,0.004379,0.000088,-0.000025,0.000104,0.000211,0.000053,0.000252,0.000001,0.000000,0.000000
371,-0.016063,0.167088,0.001647,-0.034635,0.320534,0.004400,0.000095,-0.000027,0.000106,0.000227,0.000047,0.000259,0.000001,0.000000,0.000000
372,-0.016082,0.167213,0.001657,-0.034580,0.319842,0.004421,0.000097,-0.000023,0.000110,0.000243,0.000051,0.000270,0.000001,0.000000,0.000000
373,-0.016100,0.167338,0.001668,-0.034523,0.319153,0.004442,0.000100,-0.000025,0.000117,0.000252,0.000055,0.000289,0.000001,0.000000,0.000000
374,-0.016117,0.167464,0.001678,-0.034462,0.318469,0.004463,0.000095,-0.000023,0.000113,0.000248,0.000055,0.000292,0.000001,0.000000,0.000000
375,-0.016135,0.167590,0.001689,-0.034401,0.317788,0.004485,0.000092,-0.000025,0.000113,0.000233,0.000054,0.000284,0.000001,0.000000,0.000000
376,-0.016151,0.167715,0.001700,-0.034339,0.317107,0.004507,0.000094,-0.000017,0.000115,0.000230,0.000064,0.000287,0.000001,0.000000,0.000000
377,-0.016169,0.167839,0.001711,-0.034277,0.316428,0.004530,0.000091,-0.000013,0.000118,0.000227,0.000085,0.000295,0.000001,0.000000,0.000000
378,-0.016187,0.167963,0.001722,-0.034218,0.315748,0.004552,0.000085,-0.000010,0.000120,0.000210,0.000098,0.000304,0.000001,0.000000,0.000000
379,-0.016206,0.168086,0.001733,-0.034163,0.315070,0.004575,0.000086,-0.000003,0.000120,0.000199,0.000116,0.000306,0.000001,0.000000,0.000000
380,-0.016226,0.168208,0.001744,-0.034111,0.314392,0.004599,0.000087,-0.000004,0.000120,0.000202,0.000125,0.000305,0.000001,0.000000,0.000000
381,-0.016246,0.168329,0.001755,-0.034060,0.313713,0.004622,0.000078,-0.000012,0.000126,0.000187,0.000109,0.000314,0.000001,0.000000,0.000000
382,-0.016264,0.168450,0.001766,-0.034007,0.313034,0.004645,0.000077,-0.000015,0.000118,0.000169,0.000089,0.000309,0.000001,0.000000,0.000000
383,-0.016283,0.168571,0.001778,-0.033953,0.312358,0.004668,0.000074,-0.000020,0.000124,0.000162,0.000075,0.000305,0.000001,0.000000,0.000000
384,-0.016301,0.168690,0.001789,-0.033897,0.311681,0.004692,0.000077,-0.000026,0.000133,0.000162,0.000056,0.000331,0.000001,0.000000,0.000000
385,-0.016318,0.168809,0.001801,-0.033839,0.311005,0.004717,0.000085,-0.000028,0.000124,0.000181,0.000041,0.000330,0.000001,0.000000,0.000000
386,-0.016334,0.168928,0.001813,-0.033778,0.310330,0.004741,0.000094,-0.000032,0.000119,0.000210,0.000029,0.000302,0.000002,0.000000,0.000000
387,-0.016350,0.169046,0.001824,-0.033714,0.309656,0.004766,0.000098,-0.000022,0.000126,0.000233,0.000040,0.000305,0.000002,0.000000,0.000000
388,-0.016366,0.169163,0.001836,-0.033650,0.308982,0.004790,0.000101,-0.000019,0.000129,0.000245,0.000062,0.000321,0.000002,0.000000,0.000000
389,-0.016380,0.169279,0.001848,-0.033585,0.308308,0.004814,0.000106,-0.000018,0.000130,0.000257,0.000070,0.000327,0.000002,0.000000,0.000000
390,-0.016395,0.169395,0.001860,-0.033519,0.307633,0.004839,0.000103,-0.000021,0.000128,0.000260,0.000067,0.000325,0.000002,0.000000,0.000000
391,-0.016410,0.169509,0.001871,-0.033452,0.306958,0.004863,0.000095,-0.000021,0.000122,0.000240,0.000060,0.000310,0.000002,0.000000,0.000000
392,-0.016426,0.169624,0.001883,-0.033388,0.306285,0.004887,0.000088,-0.000021,0.000127,0.000211,0.000060,0.000306,0.000002,0.000000,0.000000
393,-0.016442,0.169738,0.001895,-0.033326,0.305613,0.004910,0.000090,-0.000025,0.000122,0.000202,0.000053,0.000305,0.000002,0.000000,0.000000
394,-0.016457,0.169851,0.001906,-0.033264,0.304942,0.004934,0.000093,-0.000031,0.000122,0.000210,0.000035,0.000296,0.000002,0.000000,0.000000
395,-0.016473,0.169965,0.001918,-0.033201,0.304273,0.004957,0.000098,-0.000034,0.000122,0.000223,0.000020,0.000295,0.000002,0.000000,0.000000
396,-0.016487,0.170078,0.001929,-0.033136,0.303606,0.004980,0.000091,-0.000037,0.000122,0.000219,0.000008,0.000293,0.000002,0.000000,0.000000
397,-0.016501,0.170191,0.001941,-0.033070,0.302941,0.005003,0.000085,-0.000037,0.000122,0.000197,0.000004,0.000291,0.000002,0.000000,0.000000
398,-0.016515,0.170304,0.001953,-0.033003,0.302278,0.005027,0.000085,-0.000035,0.000126,0.000185,0.000008,0.000298,0.000002,0.000000,0.000000
399,-0.016531,0.170416,0.001965,-0.032939,0.301616,0.005051,0.000085,-0.000037,0.000127,0.000184,0.000007,0.000307,0.000002,0.000000,0.000000
400,-0.016545,0.170528,0.001977,-0.032875,0.300954,0.005076,0.000093,-0.000038,0.000128,0.000197,0.000001,0.000310,0.000002,0.000000,0.000000
401,-0.016561,0.170639,0.001989,-0.032813,0.300293,0.005101,0.000093,-0.000043,0.000124,0.000210,-0.000009,0.000303,0.000002,0.000000,0.000000
402,-0.016575,0.170750,0.002002,-0.032751,0.299634,0.005126,0.000103,-0.000048,0.000122,0.000228,-0.000026,0.000292,0.000002,0.000000,0.000000
403,-0.016590,0.170861,0.002015,-0.032687,0.298978,0.005152,0.000103,-0.000042,0.000120,0.000245,-0.000024,0.000283,0.000002,0.000000,0.000000
404,-0.016605,0.170972,0.002027,-0.032623,0.298324,0.005179,0.000110,-0.000045,0.000122,0.000255,-0.000019,0.000281,0.000002,0.000000,0.000000
405,-0.016620,0.171083,0.002040,-0.032561,0.297673,0.005205,0.000107,-0.000039,0.000117,0.000261,-0.000015,0.000275,0.000002,0.000000,0.000000
406,-0.016635,0.171193,0.002053,-0.032499,0.297022,0.005232,0.000106,-0.000035,0.000117,0.000253,0.000002,0.000265,0.000002,0.000000,0.000000
407,-0.016650,0.171302,0.002066,-0.032437,0.296372,0.005259,0.000101,-0.000035,0.000118,0.000242,0.000010,0.000265,0.000002,0.000000,0.000000
408,-0.016665,0.171412,0.002080,-0.032376,0.295724,0.005287,0.000099,-0.000031,0.000125,0.000228,0.000018,0.000278,0.000002,0.000000,0.000000
409,-0.016680,0.171521,0.002093,-0.032317,0.295078,0.005315,0.000094,-0.000034,0.000123,0.000216,0.000020,0.000286,0.000002,0.000000,0.000000
410,-0.016696,0.171630,0.002107,-0.032258,0.294433,0.005344,0.000104,-0.000037,0.000130,0.000224,0.000008,0.000295,0.000002,0.000000,0.000000
411,-0.016711,0.171739,0.002121,-0.032199,0.293789,0.005373,0.000109,-0.000042,0.000131,0.000248,-0.000005,0.000308,0.000002,0.000000,0.000000
412,-0.016726,0.171847,0.002135,-0.032140,0.293147,0.005403,0.000111,-0.000046,0.000132,0.000261,-0.000020,0.000310,0.000002,0.000000,0.000000
413,-0.016742,0.171956,0.002149,-0.032081,0.292508,0.005432,0.000109,-0.000050,0.000127,0.000260,-0.000035,0.000301,0.000002,0.000000,0.000000
414,-0.016758,0.172064,0.002163,-0.032024,0.291871,0.005462,0.000107,-0.000049,0.000124,0.000252,-0.000040,0.000288,0.000002,0.000000,0.000000
415,-0.016774,0.172173,0.002177,-0.031969,0.291236,0.005492,0.000104,-0.000054,0.000127,0.000244,-0.000046,0.000287,0.000002,0.000000,0.000000
416,-0.016790,0.172281,0.002191,-0.031914,0.290604,0.005522,0.000109,-0.000060,0.000130,0.000247,-0.000066,0.000295,0.000002,0.000000,0.000000
417,-0.016806,0.172390,0.002205,-0.031858,0.289975,0.005552,0.000117,-0.000067,0.000137,0.000268,-0.000088,0.000312,0.000002,0.000000,0.000000
418,-0.016822,0.172499,0.002219,-0.031801,0.289349,0.005582,0.000120,-0.000068,0.000138,0.000286,-0.000102,0.000326,0.000002,0.000000,0.000000
419,-0.016837,0.172608,0.002234,-0.031744,0.288726,0.005612,0.000125,-0.000068,0.000141,0.000299,-0.000104,0.000332,0.000002,0.000000,0.000000
420,-0.016852,0.172717,0.002248,-0.031687,0.288106,0.005643,0.000117,-0.000068,0.000136,0.000293,-0.000103,0.000326,0.000002,0.000000,0.000000
421,-0.016868,0.172826,0.002263,-0.031631,0.287490,0.005674,0.000115,-0.000070,0.000133,0.000275,-0.000107,0.000311,0.000003,0.000000,0.000000
422,-0.016884,0.172934,0.002278,-0.031575,0.286873,0.005705,0.000118,-0.000067,0.000138,0.000275,-0.000105,0.000314,0.000003,0.000000,0.000000
423,-0.016899,0.173041,0.002292,-0.031520,0.286255,0.005736,0.000117,-0.000069,0.000142,0.000276,-0.000101,0.000328,0.000003,0.000000,0.000000
424,-0.016917,0.173148,0.002307,-0.031468,0.285637,0.005767,0.000116,-0.000061,0.000143,0.000272,-0.000090,0.000336,0.000003,0.000000,0.000000
425,-0.016933,0.173254,0.002322,-0.031417,0.285020,0.005800,0.000111,-0.000064,0.000144,0.000261,-0.000081,0.000338,0.000003,0.000000,0.000000
426,-0.016951,0.173360,0.002338,-0.031368,0.284405,0.005833,0.000113,-0.000061,0.000147,0.000256,-0.000083,0.000344,0.000003,0.000000,0.000000
427,-0.016969,0.173466,0.002354,-0.031320,0.283792,0.005866,0.000112,-0.000068,0.000143,0.000255,-0.000089,0.000341,0.000003,0.000000,0.000000
428,-0.016985,0.173572,0.002369,-0.031271,0.283180,0.005900,0.000114,-0.000073,0.000136,0.000255,-0.000108,0.000320,0.000003,0.000000,0.000000
429,-0.017002,0.173677,0.002385,-0.031219,0.282568,0.005934,0.000118,-0.000062,0.000134,0.000266,-0.000098,0.000303,0.000003,0.000000,0.000000
430,-0.017018,0.173781,0.002401,-0.031169,0.281957,0.005968,0.000119,-0.000061,0.000134,0.000275,-0.000078,0.000300,0.000003,0.000000,0.000000
431,-0.017035,0.173886,0.002417,-0.031118,0.281349,0.006002,0.000122,-0.000062,0.000136,0.000281,-0.000078,0.000301,0.000003,0.000000,0.000000
432,-0.017053,0.173991,0.002433,-0.031070,0.280742,0.006037,0.000121,-0.000064,0.000140,0.000283,-0.000083,0.000309,0.000003,0.000000,0.000000
433,-0.017070,0.174095,0.002449,-0.031023,0.280138,0.006071,0.000118,-0.000069,0.000142,0.000274,-0.000093,0.000320,0.000003,0.000000,0.000000
434,-0.017087,0.174199,0.002465,-0.030975,0.279534,0.006106,0.000113,-0.000070,0.000144,0.000260,-0.000102,0.000326,0.000003,0.000000,0.000000
435,-0.017106,0.174302,0.002481,-0.030930,0.278931,0.006141,0.000119,-0.000068,0.000145,0.000261,-0.000102,0.000330,0.000003,0.000000,0.000000
436,-0.017125,0.174405,0.002498,-0.030888,0.278329,0.006176,0.000118,-0.000063,0.000147,0.000268,-0.000089,0.000335,0.000003,0.000000,0.000000
437,-0.017143,0.174507,0.002514,-0.030846,0.277727,0.006210,0.000116,-0.000066,0.000143,0.000262,-0.000086,0.000330,0.000003,0.000000,0.000000
438,-0.017162,0.174608,0.002530,-0.030804,0.277123,0.006244,0.000115,-0.000067,0.000143,0.000256,-0.000094,0.000322,0.000003,0.000000,0.000000
439,-0.017181,0.174709,0.002546,-0.030764,0.276520,0.006278,0.000115,-0.000064,0.000143,0.000253,-0.000089,0.000321,0.000003,0.000000,0.000000
440,-0.017201,0.174810,0.002562,-0.030725,0.275920,0.006312,0.000117,-0.000062,0.000137,0.000256,-0.000080,0.000308,0.000003,0.000000,0.000000
441,-0.017221,0.174910,0.002579,-0.030687,0.275320,0.006346,0.000112,-0.000063,0.000135,0.000250,-0.000078,0.000293,0.000003,0.000000,0.000000
442,-0.017240,0.175009,0.002595,-0.030648,0.274720,0.006381,0.000114,-0.000057,0.000139,0.000245,-0.000068,0.000296,0.000003,0.000000,0.000000
443,-0.017259,0.175109,0.002611,-0.030608,0.274122,0.006415,0.000116,-0.000050,0.000140,0.000251,-0.000045,0.000305,0.000004,0.000000,0.000000
444,-0.017278,0.175208,0.002628,-0.030569,0.273525,0.006449,0.000118,-0.000052,0.000139,0.000256,-0.000038,0.000304,0.000004,0.000000,0.000000
445,-0.017298,0.175306,0.002644,-0.030530,0.272928,0.006483,0.000118,-0.000054,0.000139,0.000257,-0.000044,0.000300,0.000004,0.000000,0.000000
446,-0.017317,0.175404,0.002661,-0.030491,0.272330,0.006517,0.000117,-0.000053,0.000141,0.000256,-0.000044,0.000303,0.000004,0.000000,0.000000
447,-0.017336,0.175500,0.002677,-0.030452,0.271732,0.006551,0.000122,-0.000057,0.000132,0.000263,-0.000050,0.000290,0.000004,0.000000,0.000000
448,-0.017354,0.175596,0.002694,-0.030411,0.271134,0.006586,0.000128,-0.000061,0.000133,0.000280,-0.000064,0.000274,0.000004,0.000000,0.000000
449,-0.017372,0.175691,0.002710,-0.030368,0.270536,0.006620,0.000122,-0.000068,0.000135,0.000279,-0.000082,0.000279,0.000004,0.000000,0.000000
450,-0.017388,0.175786,0.002727,-0.030322,0.269938,0.006654,0.000128,-0.000070,0.000126,0.000277,-0.000097,0.000266,0.000004,0.000000,0.000000
451,-0.017405,0.175881,0.002744,-0.030275,0.269341,0.006689,0.000125,-0.000069,0.000118,0.000283,-0.000099,0.000235,0.000004,0.000000,0.000000
452,-0.017422,0.175974,0.002761,-0.030230,0.268744,0.006723,0.000126,-0.000069,0.000119,0.000278,-0.000097,0.000223,0.000004,0.000000,0.000000
453,-0.017438,0.176067,0.002777,-0.030183,0.268147,0.006758,0.000125,-0.000072,0.000125,0.000277,-0.000102,0.000235,0.000004,0.000000,0.000000
454,-0.017455,0.176160,0.002794,-0.030135,0.267550,0.006792,0.000125,-0.000072,0.000121,0.000275,-0.000107,0.000237,0.000004,0.000000,0.000000
455,-0.017470,0.176252,0.002812,-0.030087,0.266955,0.006827,0.000126,-0.000076,0.000122,0.000275,-0.000113,0.000231,0.000004,0.000000,0.000000
456,-0.017486,0.176344,0.002829,-0.030036,0.266361,0.006862,0.000129,-0.000083,0.000117,0.000281,-0.000132,0.000222,0.000004,0.000000,0.000000
457,-0.017502,0.176436,0.002846,-0.029987,0.265768,0.006898,0.000137,-0.000084,0.000114,0.000300,-0.000145,0.000207,0.000004,0.000000,0.000000
458,-0.017517,0.176527,0.002864,-0.029937,0.265176,0.006935,0.000141,-0.000087,0.000120,0.000319,-0.000152,0.000213,0.000004,0.000000,0.000000
459,-0.017533,0.176618,0.002882,-0.029888,0.264586,0.006971,0.000142,-0.000088,0.000128,0.000326,-0.000158,0.000237,0.000004,0.000000,0.000000
460,-0.017548,0.176711,0.002900,-0.029840,0.263999,0.007008,0.000138,-0.000085,0.000130,0.000320,-0.000154,0.000253,0.000005,0.000000,0.000000
461,-0.017563,0.176803,0.002918,-0.029790,0.263416,0.007046,0.000144,-0.000080,0.000131,0.000321,-0.000139,0.000257,0.000005,0.000000,0.000000
462,-0.017578,0.176896,0.002936,-0.029738,0.262837,0.007084,0.000145,-0.000076,0.000131,0.000333,-0.000123,0.000257,0.000005,0.000000,0.000000
463,-0.017592,0.176988,0.002954,-0.029686,0.262260,0.007123,0.000153,-0.000077,0.000128,0.000347,-0.000117,0.000252,0.000005,0.000000,0.000000
464,-0.017608,0.177080,0.002973,-0.029637,0.261683,0.007162,0.000152,-0.000082,0.000124,0.000357,-0.000128,0.000240,0.000005,0.000000,0.000000
465,-0.017624,0.177172,0.002992,-0.029589,0.261108,0.007202,0.000156,-0.000084,0.000120,0.000361,-0.000141,0.000224,0.000005,0.000000,0.000000
466,-0.017640,0.177262,0.003011,-0.029542,0.260532,0.007242,0.000160,-0.000080,0.000122,0.000375,-0.000136,0.000219,0.000005,0.000000,0.000000
467,-0.017655,0.177351,0.003030,-0.029494,0.259954,0.007283,0.000163,-0.000083,0.000118,0.000386,-0.000133,0.000215,0.000005,0.000000,0.000000
468,-0.017669,0.177439,0.003049,-0.029444,0.259373,0.007322,0.000165,-0.000082,0.000118,0.000392,-0.000137,0.000208,0.000005,0.000000,0.000000
469,-0.017684,0.177527,0.003068,-0.029393,0.258794,0.007362,0.000169,-0.000082,0.000121,0.000400,-0.000136,0.000214,0.000005,0.000000,0.000000
470,-0.017698,0.177615,0.003087,-0.029342,0.258217,0.007400,0.000174,-0.000086,0.000125,0.000415,-0.000142,0.000225,0.000005,0.000000,0.000000
471,-0.017712,0.177703,0.003106,-0.029291,0.257641,0.007439,0.000174,-0.000085,0.000133,0.000422,-0.000146,0.000245,0.000005,0.000000,0.000000
472,-0.017727,0.177791,0.003125,-0.029239,0.257068,0.007478,0.000181,-0.000082,0.000137,0.000432,-0.000139,0.000263,0.000005,0.000000,0.000000
473,-0.017741,0.177879,0.003144,-0.029187,0.256496,0.007518,0.000181,-0.000083,0.000134,0.000443,-0.000135,0.000263,0.000005,0.000000,0.000000
474,-0.017755,0.177967,0.003164,-0.029136,0.255926,0.007559,0.000171,-0.000075,0.000131,0.000424,-0.000123,0.000252,0.000006,0.000000,0.000000
475,-0.017768,0.178054,0.003183,-0.029082,0.255357,0.007599,0.000168,-0.000075,0.000133,0.000400,-0.000109,0.000250,0.000006,0.000000,0.000000
476,-0.017781,0.178140,0.003203,-0.029027,0.254788,0.007640,0.000173,-0.000074,0.000132,0.000403,-0.000106,0.000252,0.000006,0.000000,0.000000
477,-0.017793,0.178227,0.003222,-0.028972,0.254222,0.007680,0.000170,-0.000070,0.000132,0.000405,-0.000097,0.000249,0.000006,0.000000,0.000000
478,-0.017805,0.178314,0.003242,-0.028914,0.253657,0.007721,0.000178,-0.000069,0.000136,0.000412,-0.000089,0.000254,0.000006,0.000000,0.000000
479,-0.017817,0.178400,0.003262,-0.028857,0.253093,0.007761,0.000182,-0.000065,0.000137,0.000431,-0.000080,0.000261,0.000006,0.000000,0.000000
480,-0.017831,0.178487,0.003282,-0.028803,0.252533,0.007802,0.000180,-0.000066,0.000135,0.000434,-0.000074,0.000259,0.000006,0.000000,0.000000
481,-0.017844,0.178573,0.003301,-0.028750,0.251973,0.007842,0.000175,-0.000063,0.000139,0.000421,-0.000071,0.000262,0.000006,0.000000,0.000000
482,-0.017857,0.178658,0.003321,-0.028697,0.251413,0.007883,0.000174,-0.000065,0.000145,0.000409,-0.000069,0.000278,0.000006,0.000000,0.000000
483,-0.017871,0.178744,0.003341,-0.028645,0.250855,0.007924,0.000177,-0.000056,0.000145,0.000410,-0.000057,0.000287,0.000006,0.000000,0.000000
484,-0.017885,0.178830,0.003361,-0.028595,0.250300,0.007965,0.000169,-0.000052,0.000150,0.000399,-0.000035,0.000295,0.000006,0.000000,0.000000
485,-0.017899,0.178916,0.003381,-0.028545,0.249747,0.008006,0.000173,-0.000050,0.000148,0.000391,-0.000024,0.000298,0.000007,0.000000,0.000000
486,-0.017911,0.179003,0.003402,-0.028493,0.249197,0.008047,0.000169,-0.000053,0.000144,0.000389,-0.000025,0.000287,0.000007,0.000000,0.000000
487,-0.017923,0.179088,0.003422,-0.028438,0.248649,0.008089,0.000165,-0.000052,0.000148,0.000375,-0.000028,0.000287,0.000007,0.000000,0.000000
488,-0.017933,0.179173,0.003443,-0.028379,0.248100,0.008132,0.000163,-0.000056,0.000148,0.000365,-0.000032,0.000294,0.000007,0.000000,0.000000
489,-0.017944,0.179259,0.003464,-0.028319,0.247553,0.008174,0.000167,-0.000058,0.000148,0.000366,-0.000043,0.000292,0.000007,0.000000,0.000000
490,-0.017954,0.179345,0.003485,-0.028257,0.247009,0.008217,0.000168,-0.000058,0.000150,0.000373,-0.000046,0.000293,0.000007,0.000000,0.000000
491,-0.017965,0.179431,0.003506,-0.028196,0.246468,0.008260,0.000166,-0.000057,0.000145,0.000371,-0.000044,0.000288,0.000007,0.000000,0.000000
492,-0.017974,0.179517,0.003527,-0.028135,0.245930,0.008303,0.000166,-0.000055,0.000145,0.000366,-0.000040,0.000280,0.000007,0.000000,0.000000
493,-0.017983,0.179601,0.003548,-0.028071,0.245391,0.008346,0.000175,-0.000058,0.000147,0.000380,-0.000041,0.000281,0.000007,0.000000,0.000000
494,-0.017992,0.179687,0.003569,-0.028006,0.244853,0.008389,0.000176,-0.000061,0.000141,0.000396,-0.000051,0.000273,0.000007,0.000000,0.000000
495,-0.018001,0.179772,0.003590,-0.027941,0.244319,0.008432,0.000168,-0.000058,0.000139,0.000383,-0.000050,0.000259,0.000008,0.000000,0.000000
496,-0.018010,0.179858,0.003612,-0.027877,0.243786,0.008476,0.000181,-0.000060,0.000140,0.000390,-0.000049,0.000258,0.000008,0.000000,0.000000
497,-0.018019,0.179943,0.003633,-0.027814,0.243255,0.008520,0.000185,-0.000052,0.000147,0.000417,-0.000039,0.000270,0.000008,0.000000,0.000000
498,-0.018029,0.180027,0.003655,-0.027752,0.242725,0.008564,0.000187,-0.000051,0.000151,0.000426,-0.000024,0.000286,0.000008,0.000000,0.000000
499,-0.018038,0.180112,0.003676,-0.027689,0.242196,0.008608,0.000189,-0.000052,0.000148,0.000432,-0.000024,0.000286,0.000008,0.000000,0.000000
500,-0.018047,0.180196,0.003698,-0.027626,0.241668,0.008652,0.000188,-0.000054,0.000147,0.000431,-0.000029,0.000279,0.000008,0.000000,0.000000
501,-0.018055,0.180280,0.003720,-0.027561,0.241140,0.008696,0.000188,-0.000049,0.000149,0.000428,-0.000024,0.000280,0.000008,0.000000,0.000000
502,-0.018063,0.180363,0.003742,-0.027496,0.240612,0.008740,0.000192,-0.000053,0.000148,0.000434,-0.000022,0.000281,0.000008,0.000000,0.000000
503,-0.018071,0.180447,0.003763,-0.027430,0.240087,0.008784,0.000189,-0.000062,0.000148,0.000433,-0.000043,0.000278,0.000008,0.000000,0.000000
504,-0.018080,0.180530,0.003785,-0.027365,0.239562,0.008828,0.000185,-0.000053,0.000149,0.000419,-0.000042,0.000279,0.000009,0.000000,0.000000
