Iteration,Latency (ms)
323,0.021695,46093.569947
324,0.021193,47185.391403
325,0.021955,45547.711228
326,0.023253,43005.203630
327,0.022296,44851.094367
328,0.021576,46347.793845
329,0.021030,47551.117451
330,0.021935,45589.240939
331,0.021552,46399.406088
332,0.022336,44770.773639
333,0.021559,46384.340647
334,0.021471,46574.449257
335,0.021238,47085.412939
336,0.021210,47147.571900
337,0.021830,45808.520385
338,0.020870,47915.668424
339,0.021031,47548.856450
340,0.021786,45901.037363
341,0.021808,45854.732208
342,0.021638,46214.992143
343,0.021333,46875.732433
344,0.021522,46464.083264
345,0.021559,46384.340647
346,0.021764,45947.436133
347,0.021718,46044.755502
348,0.022224,44996.400288
349,0.022369,44704.725289
350,0.021223,47118.691985
351,0.022948,43576.782290
352,0.022140,45167.118338
353,0.021644,46202.180743
354,0.022978,43519.888589
355,0.022823,43815.449327
356,0.021553,46397.253283
357,0.021454,46611.354526
358,0.022294,44855.117969
359,0.022867,43731.140945
360,0.034399,29070.612518
361,0.024468,40869.707373
362,0.023099,43291.917399
363,0.022522,44401.030104
364,0.022265,44913.541433
365,0.023128,43237.634037
366,0.021860,45745.654163
367,0.023338,42848.573143
368,0.021885,45693.397304
369,0.022912,43645.251397
370,0.021694,46095.694662
371,0.022762,43932.870574
372,0.023802,42013.276195
373,0.022757,43942.523180
374,0.021961,45535.267064
375,0.022640,44169.611307
376,0.022082,45285.753102
377,0.022033,45386.465756
378,0.022435,44573.211500
379,0.021978,45500.045500
380,0.021717,46046.875719
381,0.022506,44432.595752
382,0.023229,43049.636231
383,0.022437,44569.238312
384,0.023949,41755.396885
385,0.218417,4578.398202
386,0.029985,33350.008338
387,0.023521,42515.199184
388,0.022409,44624.927484
389,0.023183,43135.055860
390,0.034201,29238.911143
391,0.035562,28119.903268
392,0.036198,27625.835682
393,0.038125,26229.508197
394,0.038340,26082.420449
395,0.036066,27726.945045
396,0.037059,26983.998489
397,0.039815,25116.162250
398,0.038184,26188.979677
399,0.039475,25332.488917
400,0.040092,24942.631947
401,0.037685,26535.756932
402,0.037737,26499.191775
403,0.039162,25534.957357
404,0.038074,26264.642538
405,0.034904,28650.011460
406,0.022856,43752.187609
407,0.023033,43415.968393
408,0.024640,40584.415584
409,0.023736,42130.097742
410,0.022348,44746.733488
411,0.024960,40064.102564
412,0.024857,40230.116265
413,0.025125,39800.995025
414,0.024809,40307.952759
415,0.023214,43077.453261
416,0.024005,41657.987919
417,0.025827,38719.169861
418,0.023432,42676.681461
419,0.047787,20926.193316
420,0.026566,37642.098923
421,0.023663,42260.068461
422,0.022446,44551.367727
423,0.022230,44984.255511
424,0.027301,36628.694920
425,0.031146,32106.851602
426,0.031365,31882.671768
427,0.023582,42405.224324
428,0.021943,45572.619970
429,0.021479,46557.102286
430,0.021901,45660.015524
431,0.022572,44302.675882
432,0.022351,44740.727484
433,0.021478,46559.269951
434,0.021716,46048.996132
435,0.021617,46259.888051
436,0.021918,45624.600785
437,0.021665,46157.396723
438,0.022389,44664.790745
439,0.023606,42362.111328
440,0.022148,45150.803684
441,0.022276,44891.362902
442,0.021932,45595.476929
443,0.021565,46371.435196
444,0.022178,45089.728560
445,0.021950,45558.086560
446,0.022346,44750.738387
447,0.022746,43963.773850
448,0.023813,41993.868895
449,0.023510,42535.091450
450,0.023669,42249.355697
451,0.022337,44768.769307
452,0.022155,45136.538028
453,0.023107,43276.929069
454,0.021944,45570.543201
455,0.022794,43871.194174
456,0.022075,45300.113250
457,0.021627,46238.498174
458,0.021512,46485.682410
459,0.035898,27856.705109
460,0.023648,42286.874154
461,0.022154,45138.575427
462,0.022430,44583.147570
463,0.022914,43641.441913
464,0.022204,45036.930283
465,0.021661,46165.920318
466,0.022235,44974.139870
467,0.021769,45936.882723
468,0.022228,44988.303041
469,0.024047,41585.228927
470,0.022465,44513.687959
471,0.022252,44939.780694
472,0.021810,45850.527281
473,0.021840,45787.545788
474,0.021846,45774.970246
475,0.026562,37647.767487
476,0.022977,43521.782652
477,0.021657,46174.447061
478,0.021652,46185.109921
479,0.020799,48079.234579
480,0.022154,45138.575427
481,0.021189,47194.298929
482,0.021116,47357.454063
483,0.021206,47156.465151
484,0.020661,48400.367843
485,0.021883,45697.573459
486,0.020444,48914.106828
487,0.020825,48019.207683
488,0.020351,49137.634514
489,0.019919,50203.323460
490,0.020275,49321.824908
491,0.021112,47366.426677
492,0.020042,49895.220038
493,0.020922,47796.577765
494,0.021939,45580.928939
495,0.021687,46110.573154
496,0.021153,47274.618257
497,0.021465,46587.467971
498,0.021353,46831.826910
499,0.021313,46919.720358
500,0.020575,48602.673147
501,0.021190,47192.071732
502,0.021498,46515.954973
503,0.020803,48069.989905
504,0.021184,47205.438066
505,0.020865,47927.150731
506,0.020995,47630.388188
507,0.020794,48090.795422
508,0.020964,47700.820454
509,0.027898,35844.863431
510,0.022774,43909.721612
511,0.022759,43938.661628
512,0.021260,47036.688617
513,0.025617,39036.577273
514,0.022680,44091.710758
515,0.022998,43482.041917
516,0.021583,46332.761896
517,0.021121,47346.243076
518,0.021931,45597.555971
519,0.022066,45318.589685
520,0.021885,45693.397304
521,0.022283,44877.260692
522,0.020988,47646.274061
523,0.022538,44369.509273
524,0.022628,44193.035178
525,0.022982,43512.313985
526,0.022356,44730.721059
527,0.021693,46097.819573
528,0.022085,45279.601540
529,0.021680,46125.461255
530,0.022717,44019.896993
531,0.022759,43938.661628
532,0.037490,26673.779675
533,0.022766,43925.151542
534,0.022150,45146.726862
535,0.021379,46774.872538
536,0.021903,45655.846231
537,0.022301,44841.038518
538,0.021879,45705.928059
539,0.021735,46008.741661
540,0.021290,46970.408643
541,0.022784,43890.449438
542,0.022492,44460.252534
543,0.021855,45756.119881
544,0.022093,45263.205540
545,0.021883,45697.573459
546,0.021878,45708.017186
547,0.021402,46724.605177
548,0.022862,43740.705100
549,0.022359,44724.719352
550,0.020888,47874.377633
551,0.021981,45493.835585
552,0.027909,35830.735605
553,0.026209,38154.832310
554,0.027717,36078.940722
555,0.027498,36366.281184
556,0.027598,36234.509747
557,0.026568,37639.265282
558,0.027073,36937.169874
559,0.026523,37703.125589
560,0.027358,36552.379560
561,0.026975,37071.362373
562,0.027363,36545.700398
563,0.027120,36873.156342
564,0.026476,37770.055900
565,0.027480,36390.101892
566,0.028375,35242.290749
567,0.026705,37446.171129
568,0.027158,36821.562707
569,0.027999,35715.561270
570,0.022389,44664.790745
571,0.022096,45257.060101
572,0.021644,46202.180743
573,0.030666,32609.404552
574,0.022898,43671.936414
575,0.022808,43844.265170
576,0.022737,43981.176057
577,0.021683,46119.079463
578,0.021892,45678.786771
579,0.022449,44545.414050
580,0.022054,45343.248390
581,0.021626,46240.636271
582,0.021900,45662.100457
583,0.021803,45865.247902
584,0.026327,37983.818893
585,0.026816,37291.169451
586,0.035281,28343.867804
587,0.023970,41718.815186
588,0.021050,47505.938242
589,0.020976,47673.531655
590,0.021633,46225.673739
591,0.020147,49635.181417
592,0.020540,48685.491723
593,0.021485,46544.100535
594,0.021293,46963.790917
595,0.021646,46197.911854
596,0.021193,47185.391403
597,0.022266,44911.524297
598,0.021008,47600.913938
599,0.021553,46397.253283
600,0.020914,47814.860859
601,0.021188,47196.526336
602,0.021455,46609.182009
603,0.021612,46270.590413
604,0.021583,46332.761896
605,0.021425,46674.445741
606,0.021153,47274.618257
607,0.021792,45888.399413
608,0.022208,45028.818444
609,0.022194,45057.222673
610,0.021317,46910.916170
611,0.021981,45493.835585
612,0.021657,46174.447061
613,0.022241,44962.007104
614,0.020527,48716.324840
615,0.021359,46818.671286
616,0.021234,47094.282754
617,0.021712,46057.479735
618,0.021231,47100.937309
619,0.020581,48588.503960
620,0.021776,45922.116091
621,0.021178,47218.811975
622,0.021406,46715.874054
623,0.020971,47684.898193
624,0.021450,46620.046620
625,0.021115,47359.696898
626,0.021470,46576.618537
627,0.022475,44493.882091
628,0.021045,47517.224994
629,0.022072,45306.270388
630,0.022294,44855.117969
631,0.021785,45903.144365
632,0.022537,44371.478014
633,0.021873,45718.465688
634,0.021569,46362.835551
635,0.026438,37824.343748
636,0.021770,45934.772623
637,0.021168,47241.118670
638,0.021607,46281.297728
639,0.022376,44690.740079
640,0.021223,47118.691985
641,0.021109,47373.158368
642,0.027865,35887.313835
643,0.023434,42673.039174
644,0.022415,44612.982378
645,0.034123,29305.746857
646,0.024512,40796.344648
647,0.021840,45787.545788
648,0.022303,44837.017442
649,0.021309,46928.527852
650,0.021288,46974.821496
651,0.021212,47143.126532
652,0.021742,45993.928801
653,0.021111,47368.670361
654,0.021109,47373.158368
655,0.022083,45283.702396
656,0.021289,46972.614965
657,0.021530,46446.818393
658,0.021344,46851.574213
659,0.021030,47551.117451
660,0.021424,46676.624347
661,0.020730,48239.266763
662,0.021053,47499.168765
663,0.022095,45259.108396
664,0.021013,47589.587398
665,0.020941,47753.211403
666,0.021126,47335.037395
667,0.026750,37383.177570
668,0.023564,42437.616703
669,0.023154,43189.081800
670,0.022144,45158.959538
671,0.022474,44495.861885
672,0.022140,45167.118338
673,0.022621,44206.710579
674,0.022565,44316.419233
675,0.022300,44843.049327
676,0.021670,46146.746654
677,0.023169,43161.120463
678,0.022429,44585.135316
679,0.022227,44990.327080
680,0.022072,45306.270388
681,0.021951,45556.011116
682,0.022270,44903.457566
683,0.021999,45456.611664
684,0.021765,45945.325063
685,0.021548,46408.019306
686,0.021697,46089.321104
687,0.022645,44159.858688
688,0.023428,42683.967902
689,0.022138,45171.198844
690,0.021437,46648.318328
691,0.021447,46626.567818
692,0.022146,45154.881243
693,0.022869,43727.316455
694,0.022378,44686.745911
695,0.022174,45097.862361
696,0.021698,46087.196977
697,0.036072,27722.333112
698,0.024284,41179.377368
699,0.022167,45112.103577
700,0.021986,45483.489493
701,0.021284,46983.649690
702,0.022084,45281.651875
703,0.021203,47163.137292
704,0.021718,46044.755502
705,0.021187,47198.753953
706,0.022227,44990.327080
707,0.020845,47973.135044
708,0.020050,49875.311721
709,0.019979,50052.555183
710,0.022187,45071.438230
711,0.021303,46941.745294
712,0.020591,48564.906998
713,0.021842,45783.353173
714,0.021653,46182.976955
715,0.020654,48416.771570
716,0.020963,47703.095931
717,0.020462,48871.078096
718,0.020525,48721.071864
719,0.020487,48811.441402
720,0.020682,48351.223286
721,0.020454,48890.192627
722,0.021552,46399.406088
723,0.022660,44130.626655
724,0.021266,47023.417662
725,0.021439,46643.966603
726,0.021441,46639.615690
727,0.022177,45091.761735
728,0.021377,46779.248725
729,0.021156,47267.914540
730,0.025593,39073.184074
731,0.021778,45917.898797
732,0.023097,43295.666104
733,0.021266,47023.417662
734,0.022835,43792.423911
735,0.021250,47058.823529
736,0.021926,45607.954027
737,0.023661,42263.640590
738,0.023185,43131.334915
739,0.023399,42736.869097
740,0.021913,45635.011181
741,0.022122,45203.869451
742,0.023737,42128.322871
743,0.021844,45779.161326
744,0.022132,45183.444786
745,0.021732,46015.092950
746,0.022919,43631.921113
747,0.022430,44583.147570
748,0.022680,44091.710758
749,0.022212,45020.709526
750,0.022911,43647.156388
751,0.022119,45210.000452
752,0.022811,43838.498970
753,0.021468,46580.957704
754,0.022772,43913.578078
755,0.021987,45481.420840
756,0.035413,28238.217604
757,0.024012,41645.843745
758,0.022256,44931.703810
759,0.022180,45085.662759
760,0.021563,46375.736215
761,0.021935,45589.240939
762,0.021894,45674.614050
763,0.021226,47112.032413
764,0.021557,46388.644060
765,0.021081,47436.079882
766,0.021786,45901.037363
767,0.021478,46559.269951
768,0.021915,45630.846452
769,0.021126,47335.037395
770,0.021571,46358.536925
771,0.022204,45036.930283
772,0.022307,44828.977451
773,0.025207,39671.519816
774,0.022759,43938.661628
775,0.021004,47609.979052
776,0.021598,46300.583387
777,0.022015,45423.574835
778,0.021299,46950.561059
779,0.021091,47413.588735
780,0.021509,46492.166070
781,0.021308,46930.730242
782,0.020423,48964.402879
783,0.021912,45637.093830
784,0.020774,48137.094445
785,0.022462,44519.633158
786,0.020888,47874.377633
787,0.020850,47961.630695
788,0.020494,48794.769201
789,0.021080,47438.330171
790,0.021597,46302.727231
791,0.021053,47499.168765
792,0.020648,48430.840759
793,0.020890,47869.794160
794,0.022100,45248.868778
795,0.020692,48327.856176
796,0.020675,48367.593712
797,0.021525,46457.607433
798,0.021733,46012.975659
799,0.021403,46722.422090
800,0.021155,47270.148901
801,0.021651,46187.243083
802,0.020827,48014.596437
803,0.022584,44279.135671
804,0.021517,46474.880327
805,0.021155,47270.148901
806,0.021092,47411.340793
807,0.022960,43554.006969
808,0.020758,48174.197900
809,0.021843,45781.257153
810,0.021002,47614.512904
811,0.020982,47659.898961
812,0.021956,45545.636728
813,0.021511,46487.843429
814,0.021072,47456.340167
815,0.021528,46451.133408
816,0.031989,31260.745881
817,0.023760,42087.542088
818,0.021254,47049.967065
819,0.027882,35865.432896
820,0.102409,9764.766769
821,0.042573,23489.065840
822,0.022345,44752.741105
823,0.021682,46121.206531
824,0.022132,45183.444786
825,0.021446,46628.741957
826,0.022229,44986.279185
827,0.021363,46809.904976
828,0.021190,47192.071732
829,0.021647,46195.777706
830,0.021322,46899.915580
831,0.021148,47285.795347
832,0.021383,46766.122621
833,0.023467,42613.031065
834,0.021886,45691.309513
835,0.022184,45077.533357
836,0.022982,43512.313985
837,0.022677,44097.543767
838,0.090549,11043.744271
839,0.023150,43196.544276
840,0.025082,39869.228929
841,0.023779,42053.913117
842,0.023173,43153.670220
843,0.023188,43125.754701
844,0.022170,45105.999098
845,0.022963,43548.316858
846,0.022332,44778.792764
847,0.022571,44304.638696
848,0.023319,42883.485570
849,0.024390,41000.410004
850,0.023891,41856.766146
851,0.024203,41317.192084
852,0.022975,43525.571273
853,0.022396,44650.830505
854,0.023859,41912.904983
855,0.023734,42133.647931
856,0.023357,42813.717515
857,0.022915,43639.537421
858,0.022189,45067.375727
859,0.022968,43538.836642
860,0.024009,41651.047524
861,0.024035,41605.991263
862,0.023269,42975.632816
863,0.023203,43097.875275
864,0.039108,25570.215813
865,0.025593,39073.184074
866,0.023562,42441.218912
867,0.023643,42295.816944
868,0.023497,42558.624505
869,0.022761,43934.800756
870,0.022696,44060.627423
871,0.020746,48202.063048
872,0.024718,40456.347601
873,0.022117,45214.088710
874,0.034740,28785.261946
875,0.024911,40142.908755
876,0.022347,44748.735848
877,0.022323,44796.846302
878,0.021435,46652.670865
879,0.108088,9251.720820
880,0.023117,43258.208245
881,0.022534,44377.385284
882,0.021890,45682.960256
883,0.020759,48171.877258
884,0.022096,45257.060101
885,0.020990,47641.734159
886,0.021322,46899.915580
887,0.021868,45728.918968
888,0.021253,47052.180869
889,0.021428,46667.911144
890,0.021387,46757.375976
891,0.021357,46823.055673
892,0.021920,45620.437956
893,0.021001,47616.780153
894,0.020584,48581.422464
895,0.021800,45871.559633
896,0.021317,46910.916170
897,0.020382,49062.898636
898,0.021632,46227.810651
899,0.020574,48605.035482
900,0.020927,47785.157930
901,0.022487,44470.138302
902,0.021728,46023.564065
903,0.021118,47352.969031
904,0.020886,47878.961984
905,0.021158,47263.446451
906,0.022509,44426.673775
907,0.021263,47030.052203
908,0.022363,44716.719581
909,0.021764,45947.436133
910,0.022035,45382.346267
911,0.022638,44173.513561
912,0.021091,47413.588735
913,0.020918,47805.717564
914,0.021770,45934.772623
915,0.021386,46759.562330
916,0.021544,46416.635722
917,0.020995,47630.388188
918,0.020985,47653.085537
919,0.025599,39064.025939
920,0.021811,45848.425107
921,0.022043,45365.875788
922,0.021431,46661.378377
923,0.021441,46639.615690
924,0.020961,47707.647536
925,0.021320,46904.315197
926,0.060874,16427.374577
927,0.023214,43077.453261
928,0.022227,44990.327080
929,0.022481,44482.007028
930,0.021545,46414.481318
931,0.021652,46185.109921
932,0.022368,44706.723891
933,0.022279,44885.318012
934,0.021633,46225.673739
935,0.021568,46364.985163
936,0.021884,45695.485286
937,0.021863,45739.377030
938,0.022063,45324.751847
939,0.022392,44658.806717
940,0.022210,45024.763620
941,0.021416,46694.060516
942,0.022778,43902.010712
943,0.021438,46646.142364
944,0.021551,46401.559092
945,0.020897,47853.758913
946,0.021143,47296.977723
947,0.020967,47693.995326
948,0.021104,47384.382108
949,0.020637,48456.655522
950,0.020998,47623.583198
951,0.026953,37101.621341
952,0.023228,43051.489582
953,0.021889,45685.047284
954,0.022252,44939.780694
955,0.021876,45712.196014
956,0.022215,45014.629755
957,0.021823,45823.214040
958,0.021782,45909.466532
959,0.022724,44006.336913
960,0.021685,46114.825917
961,0.022140,45167.118338
962,0.021927,45605.874037
963,0.022124,45199.783041
964,0.021617,46259.888051
965,0.021937,45585.084560
966,0.022034,45384.405918
967,0.021572,46356.387910
968,0.021535,46436.034363
969,0.022039,45374.109533
970,0.021937,45585.084560
971,0.022157,45132.463781
972,0.021971,45514.541896
973,0.021539,46427.410743
974,0.022824,43813.529618
975,0.034796,28738.935510
976,0.022686,44080.049370
977,0.021280,46992.481203
978,0.021947,45564.314029
979,0.020927,47785.157930
980,0.021342,46855.964764
981,0.021273,47007.944343
982,0.021587,46324.176588
983,0.020995,47630.388188
984,0.021560,46382.189239
985,0.021352,46834.020232
986,0.021458,46602.665672
987,0.021934,45591.319413
988,0.021344,46851.574213
989,0.022306,44830.987178
990,0.022173,45099.896270
991,0.022225,44994.375703
992,0.021218,47129.795457
993,0.021437,46648.318328
994,0.021899,45664.185579
995,0.020521,48730.568686
996,0.021193,47185.391403
997,0.020833,48000.768012
998,0.021028,47555.640099
999,0.022225,44994.375703
1000,0.021200,47169.811321
1001,0.022117,45214.088710
1002,0.020955,47721.307564
1003,0.043443,23018.668140
1004,0.022424,44595.076704
1005,0.021606,46283.439785
1006,0.021312,46921.921922
1007,0.021275,47003.525264
1008,0.021182,47209.895194
1009,0.020980,47664.442326
1010,0.022256,44931.703810
1011,0.021201,47167.586435
1012,0.020907,47830.870044
1013,0.021622,46249.190639
1014,0.020906,47833.157945
1015,0.020717,48269.537095
1016,0.020515,48744.820863
1017,0.021355,46827.440880
1018,0.021049,47508.195164
1019,0.021307,46932.932839
1020,0.020304,49251.379039
1021,0.021760,45955.882353
1022,0.021457,46604.837582
1023,0.021886,45691.309513
1024,0.022735,43985.045085
1025,0.025789,38776.222420
1026,0.023463,42620.295785
1027,0.022084,45281.651875
1028,0.022039,45374.109533
1029,0.021665,46157.396723
1030,0.022249,44945.840262
1031,0.022488,44468.160797
1032,0.020539,48687.862116
1033,0.020837,47991.553487
1034,0.020725,48250.904704
1035,0.026632,37548.813457
1036,0.023074,43338.822918
1037,0.021403,46722.422090
1038,0.021296,46957.175056
1039,0.021508,46494.327692
1040,0.021703,46076.579275
1041,0.021331,46880.127514
1042,0.022186,45073.469756
1043,0.021213,47140.904163
1044,0.022157,45132.463781
1045,0.021679,46127.588911
1046,0.021887,45689.221913
1047,0.020656,48412.083656
1048,0.021205,47158.688988
1049,0.022303,44837.017442
1050,0.021473,46570.111303
1051,0.022317,44808.890084
1052,0.021304,46939.541870
1053,0.021581,46337.055743
1054,0.020923,47794.293361
1055,0.021624,46244.913060
1056,0.022144,45158.959538
1057,0.021587,46324.176588
1058,0.021658,46172.315080
1059,0.028127,35553.027340
1060,0.024729,40438.351733
1061,0.021485,46544.100535
1062,0.020537,48692.603594
1063,0.020816,48039.969254
1064,0.020958,47714.476572
1065,0.020841,47982.342498
1066,0.020310,49236.829148
1067,0.019855,50365.147318
