time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,q_x,q_y,q_z,q_w
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000000,0.000000000,0.000000000,0.000000,0.000000,0.000000,1.000000
0.010000,-0.013946,-0.006892,11.125661,-0.000735,0.000607,0.000887,-0.000002120,0.000022076,-0.000044241,-0.000001,0.000002,0.000000,1.000000
0.020000,-0.001949,-0.004128,1.158314,-0.000017,0.001169,-0.000679,-0.000002235,0.000022048,-0.000044205,-0.000003,0.000005,0.000000,1.000000
0.030000,0.354957,-0.152936,9.255230,-0.001718,-0.001373,0.001200,-0.000001779,0.000022163,-0.000044421,-0.000011,-0.000004,0.000008,1.000000
0.040000,-0.357042,0.403493,9.316897,0.001252,0.002090,-0.001728,-0.000001905,0.000021966,-0.000044190,-0.000006,0.000001,0.000004,1.000000
0.050000,-0.658624,-1.150133,9.273963,-0.007822,0.006021,0.004137,-0.000001908,0.000022160,-0.000044271,-0.000045,0.000033,0.000020,1.000000
0.060000,1.109745,-0.152343,9.468241,-0.009611,-0.000419,0.007430,-0.000002053,0.000022083,-0.000044450,-0.000093,0.000027,0.000057,1.000000
0.070000,0.677769,1.139830,9.254400,-0.002164,-0.006140,0.005411,-0.000001976,0.000022040,-0.000044476,-0.000102,-0.000005,0.000081,1.000000
0.080000,1.322207,0.289822,9.668218,0.000125,-0.016329,0.005492,-0.000001962,0.000022279,-0.000044404,-0.000098,-0.000088,0.000110,1.000000
0.090000,-1.614317,-0.154585,9.145106,0.000561,-0.005433,0.002532,-0.000002054,0.000022092,-0.000044334,-0.000100,-0.000114,0.000125,1.000000
0.100000,-1.226217,0.152810,10.290518,-0.000076,0.005134,-0.000575,-0.000002218,0.000022033,-0.000044118,-0.000097,-0.000087,0.000119,1.000000
0.110000,-1.961684,-0.286182,9.920147,-0.001473,0.021593,-0.003074,-0.000002153,0.000022111,-0.000044090,-0.000105,0.000020,0.000098,1.000000
0.120000,-0.980426,0.598145,9.330630,0.002892,0.029504,-0.009777,-0.000001744,0.000021930,-0.000044370,-0.000092,0.000171,0.000045,1.000000
0.130000,1.631192,0.914859,9.130140,0.010398,0.020092,-0.011605,-0.000002252,0.000021997,-0.000044172,-0.000044,0.000270,-0.000017,1.000000
0.140000,2.428769,-0.250015,10.306997,0.008090,0.001743,-0.005647,-0.000001906,0.000022104,-0.000044326,-0.000004,0.000278,-0.000052,1.000000
0.150000,-0.918748,0.134745,9.730448,0.007872,0.008627,-0.009382,-0.000002130,0.000021807,-0.000044209,0.000041,0.000318,-0.000100,1.000000
0.160000,0.484161,-0.402398,10.429377,0.006632,0.005262,-0.007146,-0.000002006,0.000022201,-0.000044241,0.000071,0.000342,-0.000133,1.000000
0.170000,0.489801,-0.402812,10.414873,0.002286,0.001654,-0.004123,-0.000002016,0.000022054,-0.000044192,0.000084,0.000347,-0.000150,1.000000
0.180000,0.411422,-0.746991,9.313086,-0.004832,-0.002093,0.001471,-0.000001941,0.000021940,-0.000044373,0.000068,0.000337,-0.000143,1.000000
0.190000,-0.553358,-0.313233,9.296734,-0.006969,0.000658,0.001374,-0.000001927,0.000021977,-0.000044262,0.000035,0.000347,-0.000135,1.000000
0.200000,0.171874,-0.093557,9.240539,-0.007471,0.000618,0.003611,-0.000001934,0.000022136,-0.000044274,-0.000003,0.000354,-0.000122,1.000000
0.210000,0.059613,0.338115,9.350220,-0.004477,0.002384,0.001474,-0.000001955,0.000021901,-0.000044469,-0.000032,0.000359,-0.000115,1.000000
0.220000,1.022705,0.893399,9.283403,0.000676,-0.006607,-0.000631,-0.000002200,0.000022001,-0.000044325,-0.000028,0.000327,-0.000116,1.000000
0.230000,0.800057,1.303142,9.343302,0.011532,-0.013900,-0.004030,-0.000002014,0.000022070,-0.000044110,0.000027,0.000262,-0.000138,1.000000
0.240000,-0.048945,0.196936,9.365959,0.013540,-0.012451,-0.006298,-0.000001929,0.000022015,-0.000044454,0.000093,0.000198,-0.000167,1.000000
0.250000,-0.112351,-0.666157,9.318469,0.009529,-0.011906,-0.002318,-0.000001923,0.000022224,-0.000044165,0.000135,0.000137,-0.000181,1.000000
0.260000,-0.024182,-0.390622,9.513315,0.005577,-0.012262,-0.001211,-0.000001987,0.000022022,-0.000044144,0.000161,0.000078,-0.000185,1.000000
0.270000,-2.051245,0.676558,9.603932,0.010664,0.003230,-0.008161,-0.000002209,0.000021861,-0.000044139,0.000211,0.000095,-0.000230,1.000000
0.280000,-0.894585,0.917554,9.706156,0.017408,0.011336,-0.016767,-0.000002162,0.000021811,-0.000044164,0.000297,0.000154,-0.000313,1.000000
0.290000,-0.915459,2.458777,10.073463,0.035756,0.020144,-0.032112,-0.000002039,0.000022029,-0.000044311,0.000479,0.000254,-0.000472,1.000000
0.300000,0.341560,-0.809675,9.299773,0.030959,0.019258,-0.029592,-0.000002185,0.000022223,-0.000044290,0.000639,0.000349,-0.000614,1.000000
0.310000,1.731060,0.491472,9.681412,0.035473,0.007310,-0.026263,-0.000002210,0.000021985,-0.000044405,0.000817,0.000383,-0.000746,0.999999
0.320000,-0.711367,-1.668025,9.308928,0.024982,0.010953,-0.021555,-0.000001709,0.000022245,-0.000044431,0.000937,0.000442,-0.000855,0.999999
0.330000,-0.568529,-0.452304,10.391574,0.020006,0.016026,-0.020222,-0.000001876,0.000021845,-0.000044527,0.001035,0.000527,-0.000959,0.999999
0.340000,-0.137552,-1.311565,9.241664,0.009448,0.019926,-0.014912,-0.000001903,0.000021808,-0.000044171,0.001080,0.000622,-0.001031,0.999999
0.350000,0.873922,-1.187892,9.198755,-0.000655,0.013771,-0.005483,-0.000001953,0.000021977,-0.000044320,0.001077,0.000689,-0.001061,0.999999
0.360000,0.956957,0.417929,9.541311,0.001154,0.006688,-0.003981,-0.000001753,0.000022107,-0.000044620,0.001081,0.000720,-0.001082,0.999999
0.370000,-1.601629,-1.044500,9.297164,-0.007723,0.018674,-0.002554,-0.000002183,0.000021686,-0.000044262,0.001044,0.000809,-0.001095,0.999999
0.380000,1.258611,1.293142,9.833329,0.000434,0.009413,-0.005018,-0.000001854,0.000022054,-0.000044416,0.001048,0.000857,-0.001124,0.999998
0.390000,-0.777390,-2.200164,9.998973,-0.016532,0.014492,0.002391,-0.000001811,0.000021895,-0.000044296,0.000969,0.000932,-0.001115,0.999998
0.400000,-0.339290,1.112725,9.865398,-0.010301,0.017922,-0.003721,-0.000002044,0.000022028,-0.000044260,0.000923,0.001024,-0.001135,0.999998
0.410000,0.330902,1.393746,9.889777,0.001126,0.016120,-0.009251,-0.000002242,0.000022122,-0.000044250,0.000927,0.001108,-0.001186,0.999998
0.420000,-1.052038,0.551737,9.519003,0.005027,0.025063,-0.015297,-0.000001982,0.000021913,-0.000044205,0.000954,0.001232,-0.001260,0.999998
0.430000,-0.407872,0.843304,9.357560,0.011902,0.029037,-0.021580,-0.000001630,0.000022144,-0.000044370,0.001014,0.001379,-0.001363,0.999998
0.440000,1.593069,0.515501,9.403520,0.016137,0.018398,-0.020863,-0.000001956,0.000021894,-0.000044654,0.001097,0.001471,-0.001467,0.999997
0.450000,0.296033,-0.990427,9.313792,0.009878,0.015229,-0.016055,-0.000002048,0.000021897,-0.000044373,0.001144,0.001550,-0.001549,0.999997
0.460000,1.117130,0.862285,10.499727,0.015467,0.007709,-0.017663,-0.000002001,0.000021638,-0.000044323,0.001221,0.001589,-0.001634,0.999997
0.470000,1.606620,0.454714,10.234231,0.018889,-0.004820,-0.016553,-0.000002040,0.000021926,-0.000044503,0.001316,0.001567,-0.001714,0.999996
0.480000,0.115003,1.279682,10.152943,0.029839,-0.006050,-0.020104,-0.000001768,0.000021838,-0.000044390,0.001462,0.001536,-0.001818,0.999996
0.490000,0.754950,-0.126479,9.317361,0.028661,-0.012472,-0.019526,-0.000001916,0.000021871,-0.000044455,0.001608,0.001475,-0.001915,0.999996
0.500000,0.848102,-1.057545,9.265402,0.022906,-0.019071,-0.012710,-0.000002075,0.000021859,-0.000044383,0.001715,0.001379,-0.001979,0.999996
0.510000,-0.720918,-0.182937,9.519283,0.020431,-0.014421,-0.014621,-0.000001972,0.000021766,-0.000044690,0.001812,0.001306,-0.002046,0.999995
0.520000,-2.554228,-0.178028,9.562374,0.017860,0.005109,-0.018956,-0.000001651,0.000021870,-0.000044504,0.001902,0.001329,-0.002139,0.999995
0.530000,-0.205883,-0.723600,10.464457,0.011045,0.007731,-0.015697,-0.000001749,0.000021702,-0.000044341,0.001963,0.001368,-0.002215,0.999995
0.540000,0.453508,1.044771,10.074122,0.018718,0.004880,-0.018577,-0.000002066,0.000021915,-0.000044587,0.002062,0.001393,-0.002310,0.999994
0.550000,0.764181,-0.367479,9.871062,0.017414,-0.001241,-0.016061,-0.000002047,0.000021840,-0.000044328,0.002148,0.001391,-0.002392,0.999994
0.560000,-1.270405,0.263577,10.456542,0.018960,0.009670,-0.020088,-0.000001954,0.000021731,-0.000044246,0.002244,0.001436,-0.002494,0.999993
0.570000,1.367947,-0.534800,9.706795,0.014624,-0.000409,-0.015503,-0.000001682,0.000021860,-0.000044455,0.002320,0.001434,-0.002568,0.999993
0.580000,0.851843,0.544701,10.258801,0.018402,-0.008363,-0.014265,-0.000001571,0.000021633,-0.000044304,0.002412,0.001398,-0.002640,0.999993
0.590000,-1.178505,-1.724164,10.245983,0.006001,0.001181,-0.009048,-0.000002013,0.000021866,-0.000044461,0.002440,0.001405,-0.002686,0.999992
0.600000,-0.211264,-1.359428,9.528155,-0.006516,0.003769,-0.002879,-0.000002057,0.000021756,-0.000044526,0.002409,0.001424,-0.002698,0.999992
0.610000,1.422167,-1.584967,9.560866,-0.020440,-0.006652,0.010362,-0.000002058,0.000021646,-0.000044476,0.002312,0.001392,-0.002647,0.999993
0.620000,1.052401,0.010975,10.397916,-0.021491,-0.015020,0.014153,-0.000001932,0.000021945,-0.000044565,0.002206,0.001319,-0.002574,0.999993
0.630000,1.925825,0.582521,9.363134,-0.017273,-0.028442,0.016978,-0.000001984,0.000022106,-0.000044307,0.002116,0.001172,-0.002488,0.999994
0.640000,2.011246,1.193796,9.931364,-0.008906,-0.045262,0.017679,-0.000001760,0.000021619,-0.000044472,0.002067,0.000942,-0.002400,0.999995
0.650000,-2.022885,-1.186893,10.170596,-0.018192,-0.033085,0.018386,-0.000002185,0.000021820,-0.000044301,0.001973,0.000779,-0.002305,0.999995
0.660000,-1.676387,-0.595334,10.592617,-0.024395,-0.018209,0.016475,-0.000002146,0.000021964,-0.000044459,0.001851,0.000682,-0.002215,0.999996
0.670000,-0.303866,0.981249,10.023317,-0.018600,-0.016472,0.012005,-0.000001973,0.000021926,-0.000044465,0.001760,0.000603,-0.002155,0.999996
0.680000,-1.713170,0.454907,9.739773,-0.013994,-0.002165,0.006113,-0.000002086,0.000021620,-0.000044260,0.001686,0.000590,-0.002123,0.999996
0.690000,0.331235,0.111700,9.206556,-0.013092,-0.003293,0.005558,-0.000001927,0.000021681,-0.000044287,0.001617,0.000573,-0.002094,0.999996
0.700000,-1.247665,0.987239,9.294028,-0.004869,0.006772,-0.002314,-0.000002272,0.000021881,-0.000044308,0.001586,0.000606,-0.002101,0.999996
0.710000,-0.637527,-1.758036,10.548124,-0.019155,0.013014,0.005577,-0.000002209,0.000022007,-0.000044482,0.001491,0.000668,-0.002072,0.999997
0.720000,-0.251319,-0.158104,10.038869,-0.021161,0.014187,0.006189,-0.000002034,0.000021917,-0.000044394,0.001384,0.000747,-0.002041,0.999997
0.730000,0.191116,0.755659,10.281938,-0.015320,0.015494,0.002498,-0.000001896,0.000022161,-0.000044510,0.001305,0.000826,-0.002027,0.999997
0.740000,2.028780,1.448183,9.584502,-0.004434,0.002018,-0.000331,-0.000002221,0.000021713,-0.000044367,0.001281,0.000832,-0.002029,0.999997
0.750000,-0.140845,1.471038,9.126785,0.007115,0.000383,-0.006269,-0.000002335,0.000021822,-0.000044418,0.001316,0.000843,-0.002060,0.999997
0.760000,-1.834780,0.740846,9.371928,0.014258,0.015749,-0.013026,-0.000001994,0.000021834,-0.000044290,0.001386,0.000926,-0.002128,0.999996
0.770000,-2.295075,-2.110720,8.999487,-0.001610,0.035417,-0.007379,-0.000002020,0.000021881,-0.000044304,0.001379,0.001103,-0.002162,0.999996
0.780000,1.614193,0.210826,9.721240,-0.001594,0.026337,-0.003586,-0.000001947,0.000022032,-0.000044512,0.001375,0.001232,-0.002177,0.999996
0.790000,1.866386,0.179397,10.594809,0.001765,0.011841,0.000545,-0.000002037,0.000021975,-0.000044240,0.001377,0.001293,-0.002174,0.999996
0.800000,-0.857433,0.560876,10.540593,0.004194,0.018183,-0.002580,-0.000002144,0.000021718,-0.000044553,0.001401,0.001384,-0.002192,0.999996
0.810000,-0.925061,0.711173,9.314247,0.010479,0.026478,-0.010286,-0.000001806,0.000022164,-0.000044799,0.001453,0.001514,-0.002239,0.999995
0.820000,-0.350246,-1.972789,9.252366,-0.003860,0.029568,-0.000303,-0.000001745,0.000022051,-0.000044291,0.001434,0.001663,-0.002242,0.999995
0.830000,2.345903,0.415981,10.179173,-0.002900,0.013030,0.004971,-0.000001887,0.000021772,-0.000044065,0.001423,0.001730,-0.002215,0.999995
0.840000,1.998565,0.856314,10.568065,0.004628,-0.002033,0.007115,-0.000001804,0.000021886,-0.000044434,0.001444,0.001718,-0.002181,0.999995
0.850000,-1.793311,0.591982,9.339680,0.008055,0.008453,0.001205,-0.000001874,0.000021734,-0.000044458,0.001489,0.001767,-0.002175,0.999995
0.860000,0.158248,-0.533371,9.542408,0.005721,0.009206,0.003448,-0.000001980,0.000021907,-0.000044244,0.001516,0.001814,-0.002154,0.999995
0.870000,-1.315528,1.100698,10.373134,0.013840,0.021282,-0.003495,-0.000002065,0.000021668,-0.000044272,0.001583,0.001911,-0.002175,0.999995
0.880000,-0.885733,0.404590,10.267006,0.015853,0.027607,-0.009111,-0.000001870,0.000021587,-0.000044516,0.001668,0.002048,-0.002218,0.999994
0.890000,-0.474981,-1.902748,9.880280,0.004510,0.031648,-0.000354,-0.000002111,0.000021874,-0.000044568,0.001683,0.002207,-0.002220,0.999994
0.900000,1.868332,-2.236023,9.817574,-0.016414,0.018130,0.018603,-0.000002027,0.000022092,-0.000044497,0.001607,0.002302,-0.002134,0.999994
0.910000,-0.912599,1.506091,10.169326,-0.005043,0.025856,0.008938,-0.000001944,0.000022051,-0.000044548,0.001581,0.002429,-0.002087,0.999994
0.920000,0.880623,0.640988,9.223167,0.000568,0.020171,0.007522,-0.000001677,0.000021949,-0.000044288,0.001580,0.002527,-0.002050,0.999993
0.930000,-0.432009,0.552774,10.218330,0.003370,0.022968,0.005116,-0.000001854,0.000021766,-0.000044731,0.001599,0.002640,-0.002029,0.999993
0.940000,2.114907,0.020107,9.968307,0.004083,0.007388,0.008386,-0.000001839,0.000022124,-0.000044360,0.001620,0.002677,-0.001988,0.999993
0.950000,-0.605703,-1.041755,10.279352,-0.003892,0.010819,0.011400,-0.000001731,0.000021825,-0.000044323,0.001599,0.002732,-0.001932,0.999993
0.960000,0.166102,0.050029,9.293366,-0.004518,0.009760,0.010421,-0.000002157,0.000021977,-0.000044221,0.001578,0.002781,-0.001873,0.999993
0.970000,0.003274,0.252382,10.361885,-0.002703,0.011004,0.009908,-0.000001826,0.000021908,-0.000044472,0.001564,0.002830,-0.001819,0.999993
0.980000,1.434968,1.598777,9.842309,0.008933,-0.000732,0.006505,-0.000001995,0.000021961,-0.000044133,0.001609,0.002825,-0.001786,0.999993
0.990000,2.552028,0.527301,9.722213,0.013574,-0.019863,0.008218,-0.000002041,0.000022035,-0.000044371,0.001677,0.002722,-0.001745,0.999993
1.000000,0.361640,-0.393846,9.128371,0.010946,-0.025334,0.010855,-0.000001771,0.000021779,-0.000044431,0.001733,0.002598,-0.001692,0.999994
1.010000,-0.616398,-1.236584,9.615950,0.000990,-0.020450,0.014824,-0.000001842,0.000021914,-0.000044404,0.001742,0.002493,-0.001618,0.999994
1.020000,0.194969,-0.797086,10.567595,-0.005022,-0.023444,0.020292,-0.000001999,0.000021713,-0.000044430,0.001715,0.002381,-0.001519,0.999995
1.030000,0.945758,-0.986358,10.528439,-0.012805,-0.029346,0.027344,-0.000001947,0.000021891,-0.000044088,0.001646,0.002233,-0.001382,0.999995
1.040000,-1.743201,-1.273255,10.229598,-0.025034,-0.016681,0.029622,-0.000002088,0.000021912,-0.000044443,0.001524,0.002147,-0.001238,0.999996
1.050000,-2.257708,-0.438640,9.483120,-0.029585,0.000683,0.025602,-0.000001783,0.000021963,-0.000044269,0.001378,0.002150,-0.001113,0.999996
1.060000,-0.834643,2.227239,9.077000,-0.013047,0.007999,0.009605,-0.000001929,0.000021993,-0.000044551,0.001311,0.002192,-0.001063,0.999996
1.070000,0.791987,-0.435816,9.239910,-0.016542,0.003709,0.013307,-0.000002124,0.000022054,-0.000044271,0.001230,0.002211,-0.001000,0.999996
1.080000,0.006609,-1.469742,10.320573,-0.027508,0.003997,0.018712,-0.000001711,0.000021913,-0.000044156,0.001090,0.002231,-0.000904,0.999997
1.090000,0.221471,1.319546,9.605537,-0.019803,0.003032,0.013044,-0.000001690,0.000021974,-0.000044507,0.000994,0.002246,-0.000833,0.999997
1.100000,-0.606769,-1.710743,9.949666,-0.031704,0.008012,0.020648,-0.000002267,0.000021907,-0.000044371,0.000833,0.002287,-0.000729,0.999997
1.110000,0.269408,1.016811,10.449786,-0.025708,0.006482,0.017107,-0.000001790,0.000022147,-0.000044142,0.000703,0.002322,-0.000644,0.999997
1.120000,0.799952,-1.140527,10.624785,-0.035293,0.001544,0.024661,-0.000001691,0.000021796,-0.000044442,0.000530,0.002330,-0.000525,0.999997
1.130000,2.336567,-0.451060,9.643161,-0.038827,-0.015589,0.032892,-0.000001829,0.000021791,-0.000044376,0.000335,0.002252,-0.000362,0.999997
1.140000,-1.175390,-0.955596,10.256517,-0.047056,-0.008163,0.033767,-0.000001477,0.000022002,-0.000044388,0.000099,0.002212,-0.000192,0.999998
1.150000,-0.809019,2.173954,10.109767,-0.032190,-0.001217,0.020704,-0.000001669,0.000021948,-0.000044291,-0.000062,0.002207,-0.000088,0.999998
1.160000,2.182893,-0.404596,9.936937,-0.034969,-0.016407,0.025481,-0.000001667,0.000021982,-0.000044674,-0.000236,0.002123,0.000040,0.999998
1.170000,-1.547932,0.376487,9.927805,-0.032027,-0.005585,0.019769,-0.000001716,0.000022126,-0.000044112,-0.000399,0.002093,0.000144,0.999998
1.180000,-1.823464,2.598269,10.120045,-0.012754,0.008434,0.003625,-0.000001839,0.000022115,-0.000044148,-0.000464,0.002137,0.000157,0.999998
1.190000,-0.341616,0.795429,10.394543,-0.006123,0.013047,-0.002501,-0.000001837,0.000021989,-0.000044411,-0.000491,0.002203,0.000140,0.999997
1.200000,0.803909,0.314966,10.861940,-0.001024,0.008099,-0.003865,-0.000001817,0.000022188,-0.000044156,-0.000502,0.002244,0.000120,0.999997
1.210000,0.859146,-0.667556,9.624297,-0.006270,0.001488,0.001367,-0.000002060,0.000022134,-0.000044417,-0.000535,0.002254,0.000121,0.999997
1.220000,0.084607,0.917675,9.496234,0.000685,0.001665,-0.003223,-0.000001897,0.000022135,-0.000044143,-0.000532,0.002262,0.000103,0.999997
1.230000,0.238303,-0.412127,9.297056,-0.001317,0.000195,-0.001830,-0.000001618,0.000021908,-0.000044301,-0.000541,0.002262,0.000093,0.999997
1.240000,0.642031,-1.961735,9.690251,-0.017144,-0.004697,0.007891,-0.000001960,0.000021928,-0.000044220,-0.000624,0.002239,0.000137,0.999997
1.250000,-0.282166,-1.289788,9.921429,-0.027162,-0.002774,0.013616,-0.000002052,0.000021944,-0.000044337,-0.000760,0.002227,0.000207,0.999997
1.260000,1.230171,-1.421537,10.097657,-0.039930,-0.010866,0.024700,-0.000001737,0.000021697,-0.000043951,-0.000956,0.002170,0.000332,0.999997
1.270000,-0.424842,1.137667,9.790187,-0.032714,-0.009455,0.018477,-0.000001697,0.000022160,-0.000044110,-0.001116,0.002127,0.000432,0.999997
1.280000,-1.667456,0.751274,10.210391,-0.024956,0.004565,0.013242,-0.000001978,0.000022140,-0.000044259,-0.001248,0.002148,0.000498,0.999997
1.290000,-1.584582,2.615141,9.623182,-0.006564,0.018492,-0.004948,-0.000001740,0.000022190,-0.000044413,-0.001281,0.002236,0.000474,0.999997
1.300000,-0.034649,-0.600784,10.299053,-0.009681,0.019313,-0.003937,-0.000001982,0.000021921,-0.000044229,-0.001329,0.002332,0.000460,0.999996
1.310000,1.067655,1.890843,10.068257,0.004752,0.013130,-0.008999,-0.000001599,0.000022156,-0.000044262,-0.001306,0.002393,0.000414,0.999996
1.320000,1.833517,0.761070,9.632311,0.011294,-0.001532,-0.010818,-0.000001852,0.000021974,-0.000044063,-0.001248,0.002388,0.000361,0.999996
1.330000,-0.670149,0.018015,9.017254,0.013196,0.003804,-0.012312,-0.000001752,0.000022091,-0.000044188,-0.001183,0.002404,0.000300,0.999996
1.340000,0.078362,-0.245179,9.095950,0.011164,0.002925,-0.011437,-0.000001498,0.000022279,-0.000044456,-0.001126,0.002420,0.000243,0.999996
1.350000,2.728326,-0.454329,10.162897,0.008667,-0.016673,-0.003003,-0.000001713,0.000022084,-0.000044249,-0.001084,0.002337,0.000228,0.999997
1.360000,0.166344,-0.929437,10.539642,0.001364,-0.019781,0.000114,-0.000001860,0.000021874,-0.000044340,-0.001076,0.002240,0.000233,0.999997
1.370000,1.943566,1.103010,9.992705,0.010735,-0.034280,0.001603,-0.000001817,0.000022209,-0.000044591,-0.001029,0.002070,0.000240,0.999997
1.380000,-0.447064,1.131149,9.657384,0.017227,-0.033238,-0.003362,-0.000001988,0.000022054,-0.000044481,-0.000936,0.001909,0.000221,0.999998
1.390000,-2.742884,-0.124808,9.836733,0.018113,-0.011806,-0.008031,-0.000002040,0.000021830,-0.000044217,-0.000843,0.001850,0.000180,0.999998
1.400000,-1.968948,-2.650410,9.837313,-0.001279,0.004256,0.002855,-0.000001947,0.000021922,-0.000044296,-0.000848,0.001869,0.000191,0.999998
1.410000,1.364357,-0.060359,10.241794,-0.002653,-0.005358,0.008202,-0.000001712,0.000022078,-0.000044125,-0.000865,0.001847,0.000230,0.999998
1.420000,-0.111513,-2.606361,9.772587,-0.024081,-0.004256,0.019051,-0.000001841,0.000022042,-0.000044208,-0.000982,0.001829,0.000322,0.999998
1.430000,0.857864,-0.165694,9.059037,-0.027219,-0.010113,0.021825,-0.000001753,0.000022171,-0.000044349,-0.001116,0.001781,0.000438,0.999998
1.440000,1.772243,1.724320,9.186426,-0.016032,-0.023073,0.021088,-0.000001702,0.000022123,-0.000044452,-0.001191,0.001668,0.000542,0.999998
1.450000,1.879376,-0.249500,10.221710,-0.016653,-0.037581,0.023283,-0.000001831,0.000021721,-0.000044521,-0.001275,0.001480,0.000665,0.999998
1.460000,-0.613518,0.629762,9.761360,-0.012236,-0.033236,0.020102,-0.000002163,0.000022153,-0.000044039,-0.001337,0.001311,0.000771,0.999998
1.470000,-1.117201,-1.465161,10.142185,-0.023195,-0.026614,0.025960,-0.000001839,0.000022166,-0.000044038,-0.001454,0.001183,0.000902,0.999998
1.480000,-0.114707,1.712127,10.692278,-0.012169,-0.023656,0.017393,-0.000001892,0.000022024,-0.000044369,-0.001514,0.001065,0.000989,0.999998
1.490000,0.951937,2.558060,9.682164,0.007746,-0.031308,0.006722,-0.000001804,0.000022184,-0.000044061,-0.001477,0.000912,0.001023,0.999998
1.500000,-1.008142,1.573699,9.286238,0.020793,-0.024371,-0.001493,-0.000001893,0.000022184,-0.000044099,-0.001372,0.000796,0.001016,0.999998
1.510000,-0.679037,-0.651772,10.394941,0.018170,-0.018858,-0.000319,-0.000001790,0.000021971,-0.000044160,-0.001285,0.000708,0.001015,0.999998
1.520000,-0.062198,0.192419,10.344270,0.019723,-0.015607,-0.000046,-0.000001835,0.000021939,-0.000044232,-0.001189,0.000626,0.001007,0.999999
1.530000,0.498199,-1.448010,10.265541,0.009920,-0.020267,0.006615,-0.000001820,0.000021906,-0.000044578,-0.001145,0.000528,0.001037,0.999999
1.540000,1.304559,0.102148,8.979207,0.008612,-0.028805,0.010482,-0.000002114,0.000022084,-0.000044284,-0.001102,0.000381,0.001085,0.999999
1.550000,1.527226,2.609361,9.820872,0.028278,-0.040423,0.003262,-0.000001928,0.000022376,-0.000044317,-0.000961,0.000176,0.001100,0.999999
1.560000,-1.295092,1.754537,10.321692,0.042050,-0.033101,-0.006530,-0.000002148,0.000022077,-0.000044176,-0.000744,0.000017,0.001069,0.999999
1.570000,0.274619,0.275940,10.630191,0.046440,-0.033008,-0.009024,-0.000001843,0.000022054,-0.000044488,-0.000510,-0.000150,0.001029,0.999999
1.580000,2.023248,-1.584409,10.346492,0.035243,-0.048834,0.003143,-0.000002011,0.000022091,-0.000044202,-0.000330,-0.000391,0.001043,0.999999
1.590000,-1.504257,-2.392328,10.334763,0.017098,-0.037879,0.007961,-0.000001976,0.000021970,-0.000044251,-0.000243,-0.000581,0.001084,0.999999
1.600000,0.180287,-0.918834,10.768331,0.008988,-0.038475,0.015146,-0.000001989,0.000021719,-0.000044213,-0.000199,-0.000775,0.001155,0.999999
1.610000,0.986535,-2.461649,10.041794,-0.010508,-0.046485,0.029233,-0.000002059,0.000022002,-0.000044439,-0.000253,-0.001004,0.001299,0.999999
1.620000,-0.704506,-0.716738,10.250677,-0.017293,-0.041281,0.030604,-0.000002223,0.000022036,-0.000044129,-0.000344,-0.001209,0.001452,0.999998
1.630000,-1.870388,0.823416,9.220194,-0.013717,-0.027102,0.023168,-0.000001814,0.000022177,-0.000044347,-0.000412,-0.001341,0.001562,0.999998
1.640000,-1.324888,-1.063726,10.384354,-0.021185,-0.015387,0.024684,-0.000002173,0.000021909,-0.000044120,-0.000523,-0.001416,0.001687,0.999997
1.650000,0.845480,0.370960,10.392981,-0.021272,-0.020020,0.026150,-0.000002086,0.000022040,-0.000044342,-0.000626,-0.001514,0.001815,0.999997
1.660000,-2.354128,0.894029,9.524707,-0.014020,-0.001206,0.017556,-0.000002209,0.000021956,-0.000044174,-0.000698,-0.001520,0.001900,0.999997
1.670000,-1.098133,1.190622,10.114144,-0.005396,0.010333,0.007700,-0.000002009,0.000021893,-0.000044103,-0.000726,-0.001472,0.001935,0.999997
1.680000,1.143075,0.295346,8.944787,-0.002578,0.002824,0.006741,-0.000001952,0.000022045,-0.000044274,-0.000741,-0.001458,0.001969,0.999997
1.690000,-0.457103,1.387134,9.090933,0.006353,0.007036,0.000347,-0.000002135,0.000022027,-0.000044211,-0.000704,-0.001423,0.001969,0.999997
1.700000,0.922951,-0.867115,9.893742,0.000668,0.001770,0.004601,-0.000002180,0.000022062,-0.000044065,-0.000696,-0.001416,0.001994,0.999997
1.710000,-0.043914,0.167871,9.455504,0.002052,0.002042,0.004569,-0.000002064,0.000021970,-0.000044384,-0.000684,-0.001405,0.002016,0.999997
1.720000,0.137480,0.114582,8.989842,0.003880,0.002368,0.005438,-0.000001908,0.000022237,-0.000044382,-0.000668,-0.001394,0.002035,0.999997
1.730000,1.035763,0.148041,8.977087,0.004635,-0.005502,0.005765,-0.000002191,0.000022234,-0.000044238,-0.000646,-0.001418,0.002061,0.999997
1.740000,-0.494390,0.010945,9.029292,0.004907,-0.002232,0.005006,-0.000002159,0.000022118,-0.000044345,-0.000622,-0.001424,0.002082,0.999997
1.750000,-0.573136,1.863947,9.384049,0.019577,0.003960,-0.007736,-0.000002114,0.000021908,-0.000044471,-0.000529,-0.001404,0.002048,0.999997
1.760000,0.559615,1.830872,9.138034,0.033503,0.000356,-0.015616,-0.000002097,0.000022007,-0.000044331,-0.000361,-0.001400,0.001970,0.999997
