time,x,y,z,vx,vy,vz,att_x,att_y,att_z,thrust,gimbal_a,gimbal_b
7.800000000000000711e+00,8.909758577810643621e-01,7.071701962091204052e+00,-5.831554828380295596e+00,7.187046957050122753e-01,5.308475300069959602e+00,4.330036724477170917e-01,3.670186202971292277e-01,7.238820905413878570e-02,2.997392087285434825e-01,1.499847628654280385e+01,-2.520149175531322672e-01,0.000000000000000000e+00
7.900000000000000355e+00,9.811251145890944603e-01,7.555222184026025189e+00,-5.702640499094521864e+00,9.014925680803010932e-01,4.835202219348209596e+00,1.289143292857737322e+00,5.571438987602573834e-01,2.224479558207392849e-02,2.864439139511258947e-01,1.499865901938207635e+01,-2.614894833184570611e-01,0.000000000000000000e+00
8.000000000000000000e+00,1.077752051082226714e+00,7.927235061341002975e+00,-5.537525404980200072e+00,9.662693649313233157e-01,3.720128773149777857e+00,1.651150941143214146e+00,7.567361978242591602e-01,-2.666518731796974073e-02,2.615248236310069863e-01,1.358239671417036121e+01,-2.551119348190387659e-01,0.000000000000000000e+00
8.099999999999999645e+00,1.190220868865062176e+00,8.192033866805681797e+00,-5.322746457185711044e+00,1.124688177828353952e+00,2.647988054646792655e+00,2.147789477944888503e+00,9.631673900256576548e-01,-7.008549167031663529e-02,2.263917470547069377e-01,1.456909780799606224e+01,-2.617667733136835317e-01,0.000000000000000000e+00
8.200000000000001066e+00,1.303553267670910065e+00,8.342076912062101002e+00,-5.128094213143980618e+00,1.133323988058479781e+00,1.500430452564185835e+00,1.946522440417305155e+00,1.178556471716290632e+00,-1.062699378027198716e-01,1.815931723761166627e-01,1.225121708775963469e+01,-2.617814999528822462e-01,0.000000000000000000e+00
8.300000000000000711e+00,1.423117325192630123e+00,8.381864329408919900e+00,-4.961019465702910303e+00,1.195640575217199908e+00,3.978741734681807696e-01,1.670747474410706035e+00,1.400584424210931767e+00,-1.323644596540070051e-01,1.297075318512888598e-01,1.214792295299660196e+01,-2.606446490169337382e-01,0.000000000000000000e+00
8.400000000000000355e+00,1.545676490679220194e+00,8.343791515983788543e+00,-4.858173693113949199e+00,1.225591654865901603e+00,-3.807281342513061384e-01,1.028457725889608820e+00,1.627265845736650673e+00,-1.468178951250882491e-01,7.336944063628432489e-02,8.524900595906673928e+00,-2.617609063246857937e-01,0.000000000000000000e+00
8.500000000000000000e+00,1.665422244739017676e+00,8.257972918720758670e+00,-4.844335865725994061e+00,1.197457540597975711e+00,-8.581859726303061597e-01,1.383782738795513723e-01,1.856949572547927252e+00,-1.487542656453435530e-01,1.501540901123216837e-02,5.476999217366371298e+00,-2.617585669412458294e-01,0.000000000000000000e+00
8.599999999999999645e+00,1.781874366284504241e+00,8.183667837975173498e+00,-4.924326100690795016e+00,1.164521215454865644e+00,-7.430508074558486165e-01,-7.999023496480053286e-01,2.086764753267744243e+00,-1.380402965163123330e-01,-4.219849342833970757e-02,-5.759263267277891408e-09,-2.616337381655478023e-01,0.000000000000000000e+00
8.700000000000001066e+00,1.896911227354429075e+00,8.119381674922523828e+00,-5.094635412848269596e+00,1.150368610699248340e+00,-6.428616305264932551e-01,-1.703093121574744018e+00,2.315568158562769874e+00,-1.153714501836951012e-01,-9.530402548024741183e-02,-9.643610013466826236e-09,-2.615408345009247459e-01,0.000000000000000000e+00
8.800000000000000711e+00,2.008815118986853943e+00,8.070597704581834009e+00,-5.344210248444911215e+00,1.119038916324250676e+00,-4.878397034068909788e-01,-2.495748355966411758e+00,2.542497068842746621e+00,-8.189444202693052510e-02,-1.419490539744944768e-01,-9.788550877027880776e-09,-2.614635541803221885e-01,0.000000000000000000e+00
8.900000000000000355e+00,2.109474850413792790e+00,8.047886115863757794e+00,-5.633540840712740305e+00,1.006597314269387811e+00,-2.271158871807638091e-01,-2.893305922678287789e+00,2.766408285382110588e+00,-3.866847070321144386e-02,-1.804626066629852477e-01,-9.822711162075698166e-09,-2.613961270936072112e-01,0.000000000000000000e+00
9.000000000000000000e+00,2.199339615204273013e+00,8.041197638387480140e+00,-5.951151861589676351e+00,8.986476479048017829e-01,-6.688477476277812639e-02,-3.176110208769360899e+00,2.987652564891516871e+00,1.241066409732560771e-02,-2.090542479404621234e-01,-9.822724522643746211e-09,-2.613359081739239365e-01,0.000000000000000000e+00
9.099999999999999645e+00,2.281854901494706933e+00,8.043159927177597979e+00,-6.277603460544120217e+00,8.251528629043402008e-01,1.962288790117677761e-02,-3.264515989544434671e+00,-3.075518371349952318e+00,6.899053272239297208e-02,-2.263086259884100615e-01,-9.807056901879344104e-09,-2.612808583104478943e-01,0.000000000000000000e+00
9.200000000000001066e+00,2.365233843423338200e+00,8.039603566096888088e+00,-6.621560324458847013e+00,8.337894192863115617e-01,-3.556361080709629502e-02,-3.439568639147264850e+00,-2.854790841224140507e+00,1.278952883399449014e-01,-2.313099612771034319e-01,-9.809035270103874543e-09,-2.612297922881427481e-01,0.000000000000000000e+00
9.300000000000000711e+00,2.440680565995845708e+00,8.019577644407643646e+00,-6.963467047708168600e+00,7.544672257250746306e-01,-2.002592168924449134e-01,-3.419067232493218089e+00,-2.630743600590355502e+00,1.876929050640685492e-01,-2.230885412813318758e-01,-9.802200193925317914e-09,-2.611818545062656316e-01,0.000000000000000000e+00
