time,x,y,z,vx,vy,vz,att_x,att_y,att_z,thrust,gimbal_a,gimbal_b
9.400000000000000355e+00,2.516369791861398308e+00,7.961435942593620751e+00,-7.319968468229355985e+00,7.568922586555243415e-01,-5.814170181402260607e-01,-3.565014205211875176e+00,-2.402105666908958437e+00,2.445747551797534669e-01,-2.015623698695447885e-01,-9.829268775000902388e-09,-2.611369056992760007e-01,0.000000000000000000e+00
9.500000000000000000e+00,2.589889458523046528e+00,7.864120484043002790e+00,-7.706931971732482900e+00,7.351966666164843067e-01,-9.731545855061802808e-01,-3.869635035031267822e+00,-2.166735273357222713e+00,2.958275831252472621e-01,-1.666770184488367834e-01,1.403600763501614175e-02,-2.617707739975566050e-01,0.000000000000000000e+00
9.600000000000001421e+00,2.652729570870816289e+00,7.765790527429426326e+00,-8.121535573019409426e+00,6.284011234776981647e-01,-9.832995661357619710e-01,-4.146036012869267040e+00,-1.919740039238921003e+00,3.391409516409904512e-01,-1.173425579430452531e-01,-9.707859157474545209e-09,-2.616973727741417344e-01,0.000000000000000000e+00
9.700000000000001066e+00,2.705559396586751930e+00,7.677184077965766740e+00,-8.564387893658789608e+00,5.282982571593582977e-01,-8.860644946365922037e-01,-4.428523206393802703e+00,-1.660092580255394967e+00,3.701090679921639204e-01,-5.407367721523161780e-02,2.708594866600800080e-02,-2.555358513310533319e-01,0.000000000000000000e+00
9.800000000000000711e+00,2.751864645063625048e+00,7.609721143506852137e+00,-9.047933071964724405e+00,4.630524847687303436e-01,-6.746293445891460294e-01,-4.835451783059354192e+00,-1.390694137902662719e+00,3.838380964433176779e-01,1.964869175117567313e-02,1.777586300557101179e-02,-2.598873474013558282e-01,0.000000000000000000e+00
9.900000000000000355e+00,2.789264570896017315e+00,7.654157925480604696e+00,-9.547524518279944417e+00,3.739992583239219459e-01,4.443678197375218186e-01,-4.995914463152206331e+00,-1.111165957666822912e+00,3.767725572444662330e-01,9.869446289972083619e-02,6.372183178901903666e+00,-2.617829765784169815e-01,0.000000000000000000e+00
1.000000000000000000e+01,2.823596478880881833e+00,7.875617768122157081e+00,-1.006605430996097894e+01,3.433190798486435158e-01,2.214598426415522958e+00,-5.185297916810352348e+00,-8.283587747990505123e-01,3.480815548442970364e-01,1.734581869365012796e-01,1.453113628378026512e+01,-2.617867179586911286e-01,0.000000000000000000e+00
1.010000000000000142e+01,2.858167942071792922e+00,8.233864378921587956e+00,-1.052755266144108681e+01,3.457146319091099484e-01,3.582466107994306093e+00,-4.614983514801084930e+00,-5.424087343860432009e-01,2.980024842902695426e-01,2.376324052931895470e-01,1.476529376538641714e+01,-2.608301038023388418e-01,0.000000000000000000e+00
1.020000000000000107e+01,2.898481118425439984e+00,8.666399745270561894e+00,-1.088875887926786135e+01,4.031317635364725094e-01,4.325353663489743816e+00,-3.612062178267736900e+00,-2.546262033670266267e-01,2.289262910295764009e-01,2.845857174833006376e-01,1.243223391304371006e+01,-2.615945850774317183e-01,0.000000000000000000e+00
1.030000000000000071e+01,2.954938319826195592e+00,9.165101727909380713e+00,-1.110358798426772609e+01,5.645720140075540794e-01,4.987019826388194410e+00,-2.148291049998656277e+00,3.317509974331055156e-02,1.471746612138753463e-01,3.087079393893559787e-01,1.499883652292899860e+01,-2.615810740166399917e-01,0.000000000000000000e+00
1.040000000000000036e+01,3.029110883490770068e+00,9.664082788002403390e+00,-1.117310000880398668e+01,7.417256366457435357e-01,4.989810600930227658e+00,-6.951202453626008637e-01,3.233217452302217798e-01,5.988553107204608317e-02,3.072696979268807471e-01,1.496037934527915603e+01,-2.616084972394989161e-01,0.000000000000000000e+00
1.050000000000000000e+01,3.106866086298934349e+00,1.005445078217071320e+01,-1.113952187356647983e+01,7.775520280816419216e-01,3.903679941683099841e+00,3.357813523750601270e-01,6.241531366150063764e-01,-2.703710263119818435e-02,2.780302624604164552e-01,1.499788975160364757e+01,-2.617971272438776031e-01,0.000000000000000000e+00
1.060000000000000142e+01,3.201565424618842304e+00,1.036393786951507323e+01,-1.102414117966863571e+01,9.469933831990784423e-01,3.094870873443599901e+00,1.153806938978438890e+00,9.325877426221930167e-01,-1.012744394614857324e-01,2.232371491809211628e-01,1.499869252351795090e+01,-2.617794165636570525e-01,0.000000000000000000e+00
1.070000000000000107e+01,3.309459340993414322e+00,1.054584732337738018e+01,-1.087165386113495025e+01,1.078939163745721297e+00,1.819094538623065471e+00,1.524873185336862225e+00,1.251034285907669963e+00,-1.551936570034160301e-01,1.477924144444134891e-01,1.324706199800908024e+01,-2.616889660473589174e-01,0.000000000000000000e+00
1.080000000000000071e+01,3.422203056586456071e+00,1.060094602543984443e+01,-1.074252461344067022e+01,1.127437155930417934e+00,5.509870206246365587e-01,1.291292476942797807e+00,1.578866618189775473e+00,-1.829547965028899270e-01,5.871380011478694039e-02,1.281686792984188727e+01,-2.616660103076255961e-01,0.000000000000000000e+00
1.090000000000000036e+01,3.531152977480702226e+00,1.056157953181837250e+01,-1.069247707595580188e+01,1.089499208942459330e+00,-3.936649362147244258e-01,5.004753748486798770e-01,1.912023379517197474e+00,-1.811639091339263263e-01,-3.509295448680840174e-02,9.116491250934448232e+00,-2.617492264452981332e-01,0.000000000000000000e+00
1.100000000000000000e+01,3.638867370583493521e+00,1.050205399532136674e+01,-1.073960505031730328e+01,1.077143931027912949e+00,-5.952553649700548233e-01,-4.712797436150220065e-01,2.243752228381661773e+00,-1.499848753443249194e-01,-1.227808769709811398e-01,2.240155858084572404e+00,-2.617993974798255574e-01,0.000000000000000000e+00
1.110000000000000142e+01,3.743363364815317063e+00,1.044958439425386487e+01,-1.087695235652429204e+01,1.044959942318237189e+00,-5.246960106750140351e-01,-1.373473062069886286e+00,2.570253471749659013e+00,-9.298721971984758028e-02,-1.953322642034130974e-01,-9.597327701066924104e-09,-2.616622009981342534e-01,0.000000000000000000e+00
1.120000000000000107e+01,3.840945587472179401e+00,1.040865205744385058e+01,-1.108836394764926325e+01,9.758222265686213870e-01,-4.093233681001474666e-01,-2.114115911249708990e+00,2.890852441427131492e+00,-1.607424280463498611e-02,-2.461052591254165867e-01,-9.925773514503369223e-09,-2.616130926360773490e-01,0.000000000000000000e+00
1.130000000000000071e+01,3.936843080024029273e+00,1.037512780740583374e+01,-1.136474067122076725e+01,9.589749255184973897e-01,-3.352425003801738357e-01,-2.763767235715042236e+00,-3.074806360135309280e+00,7.260162624520805075e-02,-2.706137929611167614e-01,-9.802600432815876345e-09,-2.615233118402100487e-01,0.000000000000000000e+00
1.140000000000000036e+01,4.028553147606625195e+00,1.034025296005384575e+01,-1.167561890154991566e+01,9.171006758259627745e-01,-3.487484735198813079e-01,-3.108782303291491189e+00,-2.755433584952231119e+00,1.648995529467092158e-01,-2.665142295479600576e-01,-9.778547573936907848e-09,-2.614481321626750954e-01,0.000000000000000000e+00
1.150000000000000000e+01,4.110385913764309507e+00,1.029754486192767082e+01,-1.201643168987902932e+01,8.183276615768471096e-01,-4.270809812617573642e-01,-3.408127883291140581e+00,-2.427486544121753909e+00,2.524920669136514473e-01,-2.323084125240446329e-01,-9.812222044622160611e-09,-2.613823117405990604e-01,0.000000000000000000e+00
1.160000000000000142e+01,4.186157734475972170e+00,1.022768279838176220e+01,-1.238804165941567881e+01,7.577182071166248534e-01,-6.986206354590875911e-01,-3.716099695366493982e+00,-2.085988137262134501e+00,3.253105214377465249e-01,-1.687810989669677464e-01,-9.798594002627845485e-09,-2.613230285321287427e-01,0.000000000000000000e+00
1.170000000000000107e+01,4.250697125845979585e+00,1.015895017890368912e+01,-1.279489697092072653e+01,6.453939137000717086e-01,-6.873261947807258743e-01,-4.068553115050477231e+00,-1.726725175495973597e+00,3.740211611413095660e-01,-7.882854472754129149e-02,-8.046054670360698168e-09,-2.612678634766451014e-01,0.000000000000000000e+00
1.180000000000000071e+01,4.308700935744502303e+00,1.009888236035307330e+01,-1.325626081344982410e+01,5.800380989852230718e-01,-6.006781855061621433e-01,-4.613638425290981893e+00,-1.355414969830418315e+00,3.887324713692832390e-01,2.780219745635058304e-02,-9.412974460261275366e-09,-2.612173264804791284e-01,0.000000000000000000e+00
1.190000000000000036e+01,4.365568540152144905e+00,1.017185920532669030e+01,-1.380203753915671427e+01,5.686760440764291324e-01,7.297684497361730527e-01,-5.457767257068894651e+00,-9.830934881704987971e-01,3.657303021983653313e-01,1.331859176448235427e-01,7.922373876146318494e+00,-2.617771597498683156e-01,0.000000000000000000e+00
1.200000000000000000e+01,4.415831476697388069e+00,1.042821926079207451e+01,-1.426801337839709838e+01,5.026293654524324195e-01,2.563600554653838959e+00,-4.659758392403844596e+00,-6.082605461109662492e-01,3.046847047703957756e-01,2.243339906509587423e-01,1.494962385833356677e+01,-2.617000462527630522e-01,0.000000000000000000e+00
1.210000000000000142e+01,4.478485687657232539e+00,1.085531486762823228e+01,-1.464922595730546995e+01,6.265421095984474720e-01,4.270956068361577707e+00,-3.812125789083720573e+00,-2.434025980591676686e-01,2.154461920204866487e-01,2.845626009046522964e-01,1.499969633222688259e+01,-2.617836718795253370e-01,0.000000000000000000e+00
1.220000000000000107e+01,4.540964606722043051e+00,1.128639040395360205e+01,-1.487701433614452995e+01,6.247891906481054525e-01,4.310755363253689687e+00,-2.277883788390602682e+00,1.223807187202266972e-01,1.056433669406589004e-01,3.071957974239414857e-01,1.499981534912864589e+01,-2.617818787064847830e-01,0.000000000000000000e+00
1.230000000000000071e+01,4.626108690900128551e+00,1.172795064157803679e+01,-1.494341588066223458e+01,8.514408417808504437e-01,4.415602376244353700e+00,-6.640154451770383659e-01,4.873990734954805615e-01,-5.437846008488955718e-03,2.881382083476436984e-01,1.499977366840873039e+01,-2.617367888645526497e-01,0.000000000000000000e+00
1.240000000000000036e+01,4.714893129443203712e+00,1.205932549857621972e+01,-1.493013578903185667e+01,8.878443854307510597e-01,3.313748569981822101e+00,1.328009163037835449e-01,8.635209396878578136e-01,-1.042214085867816387e-01,2.280026667291305265e-01,1.142680700726249121e+01,-2.617987835698802890e-01,0.000000000000000000e+00
1.250000000000000000e+01,4.806261812850885384e+00,1.225190858666416460e+01,-1.487709041553548239e+01,9.136868340768126151e-01,1.925830880879457530e+00,5.304537349637461485e-01,1.254795809331462397e+00,-1.741225991908650350e-01,1.334046686527043668e-01,1.306665155829196578e+01,-2.617278992488233924e-01,0.000000000000000000e+00
1.260000000000000142e+01,4.895037392353324357e+00,1.229457808030567456e+01,-1.484208879092854794e+01,8.877557950243931684e-01,4.266949364151011448e-01,3.500162460693375666e-01,1.659378516154966787e+00,-2.027615826491071527e-01,1.760287509954309992e-02,1.398046918695924745e+01,-2.617653616148902240e-01,0.000000000000000000e+00
1.270000000000000107e+01,4.982428854451817379e+00,1.225575817005389823e+01,-1.488963291815006151e+01,8.739146209849283364e-01,-3.881991025177569110e-01,-4.754412722151289961e-01,2.067454340250635347e+00,-1.846688561083271729e-01,-1.000737356497422154e-01,7.860076019392946201e+00,-2.617184559819459855e-01,0.000000000000000000e+00
1.280000000000000071e+01,5.066763648057038161e+00,1.222151623411215660e+01,-1.502919508135120807e+01,8.433479360522120327e-01,-3.424193594174079758e-01,-1.395621632011470048e+00,2.468605714004493468e+00,-1.230668316518688243e-01,-2.004331279169606905e-01,-9.352388003632133098e-09,-2.616061531843819066e-01,0.000000000000000000e+00
1.290000000000000036e+01,5.151330413832964972e+00,1.219600410469201002e+01,-1.525318008561802330e+01,8.456676577592704414e-01,-2.551212942014572382e-01,-2.239850042668144248e+00,2.860006686877019533e+00,-2.862252937529263797e-02,-2.685673622241846470e-01,-9.922997468665791028e-09,-2.615646407600835666e-01,0.000000000000000000e+00
1.300000000000000000e+01,5.230653131657314603e+00,1.218138174971795529e+01,-1.552375848013169879e+01,7.932271782434969776e-01,-1.462235497405534046e-01,-2.705783945136754465e+00,-3.037708088983232191e+00,8.460871062529751185e-02,-2.962163547134946673e-01,-9.803605605416065630e-09,-2.614830387129816747e-01,0.000000000000000000e+00
1.310000000000000142e+01,5.312172645227498435e+00,1.216102986012849385e+01,-1.584316172300369985e+01,8.151951357018367705e-01,-2.035188958946060889e-01,-3.194032428720007477e+00,-2.648592847632440517e+00,1.995795341220987229e-01,-2.795150577792728797e-01,1.326454115684080685e-05,-2.373605750825523719e-01,0.000000000000000000e+00
1.320000000000000107e+01,5.395112098676833057e+00,1.210560179067803510e+01,-1.619251107403042411e+01,8.293945344933465469e-01,-5.542806945045881672e-01,-3.493493510267251967e+00,-2.246087389695680336e+00,2.994106258833222345e-01,-2.186285152153475686e-01,-9.836108887003398934e-09,-2.373588326474876942e-01,0.000000000000000000e+00
1.330000000000000071e+01,5.470012859652486625e+00,1.202529819032525005e+01,-1.657892217812327829e+01,7.490076097565333546e-01,-8.030360035278427677e-01,-3.864111040928531082e+00,-1.822407257969511640e+00,3.682645812823639453e-01,-1.178969689502480100e-01,-9.539546690524986042e-09,-2.373560793723478446e-01,0.000000000000000000e+00
1.340000000000000036e+01,5.535285596127436314e+00,1.195275661029141823e+01,-1.701117112569018985e+01,6.527273647495006603e-01,-7.254158003383199826e-01,-4.322489475669109460e+00,-1.380606240908861970e+00,3.904908633920904926e-01,9.612093885358163892e-03,5.644545825226516406e-02,-2.599064427183432335e-01,0.000000000000000000e+00
1.350000000000000000e+01,5.599515775381330940e+00,1.200807026094104302e+01,-1.752065887072629735e+01,6.423017925389497007e-01,5.531365064962461275e-01,-5.094877450361072313e+00,-9.374532678906425387e-01,3.588804140080898986e-01,1.357558301490842667e-01,7.066967579903686847e+00,-2.617775573632908359e-01,0.000000000000000000e+00
1.360000000000000142e+01,5.657745585522986786e+00,1.224984811763333248e+01,-1.793655572664083309e+01,5.822981014165554692e-01,2.417778566922899941e+00,-4.158968559145347577e+00,-4.978939034983125289e-01,2.758439839894979428e-01,2.364885385183917443e-01,1.499860746538687906e+01,-2.617880710734570848e-01,0.000000000000000000e+00
1.370000000000000107e+01,5.726802969598420390e+00,1.262606905080705388e+01,-1.827646515992240239e+01,6.905738407543376978e-01,3.762209331737218498e+00,-3.399094332815701947e+00,-7.384194893895221212e-02,1.592459050014516375e-01,2.897795883468837208e-01,1.499737890994333966e+01,-2.616922997648770122e-01,0.000000000000000000e+00
1.380000000000000071e+01,5.804560051408255816e+00,1.301331091064259837e+01,-1.844196714971690909e+01,7.775708180983584850e-01,3.872418598355446662e+00,-1.655019897945077201e+00,3.470447552613126763e-01,2.810208739089192775e-02,2.884826216681545819e-01,1.499998990155173750e+01,-2.617980588774923012e-01,0.000000000000000000e+00
1.390000000000000036e+01,5.883806201475886510e+00,1.331331037568066122e+01,-1.848142827746698913e+01,7.924615006763068292e-01,2.999994650380621852e+00,-3.946112775008165929e-01,7.780205870222516307e-01,-9.330290231324145367e-02,2.314486959970783742e-01,1.498044235990138162e+01,-2.616884177856778071e-01,0.000000000000000000e+00
1.400000000000000000e+01,5.971930189817602930e+00,1.349560603216683141e+01,-1.844747104929706438e+01,8.812398834171648598e-01,1.822956564861707207e+00,3.395722816992376991e-01,1.225667645576603570e+00,-1.791515874417086707e-01,1.273384337840966218e-01,1.499951686825801289e+01,-2.617183556758382879e-01,0.000000000000000000e+00
1.410000000000000142e+01,6.059047007091128201e+00,1.353279591967812401e+01,-1.842209662589734620e+01,8.711681727352483806e-01,3.718988751129259640e-01,2.537442339971963667e-01,1.689359688802865911e+00,-2.112819668907051085e-01,-5.375069421236995486e-03,1.429798859271281586e+01,-2.617711440694340808e-01,0.000000000000000000e+00
1.420000000000000107e+01,6.142938273438276475e+00,1.349446074022475983e+01,-1.848211277771642713e+01,8.389126634714823005e-01,-3.833517945336498700e-01,-6.001615181908234176e-01,2.155714160294716741e+00,-1.821392316828869262e-01,-1.384599602402279417e-01,7.331439655536738265e+00,-2.616938130585238498e-01,0.000000000000000000e+00
1.430000000000000071e+01,6.223389090903664211e+00,1.346103051722941224e+01,-1.863257513747977612e+01,8.045081746538818024e-01,-3.343022299534729180e-01,-1.504623597633492516e+00,2.611052979095326965e+00,-9.842863108388599791e-02,-2.436610382783548356e-01,-9.477167132190894657e-09,-2.615876765594163378e-01,0.000000000000000000e+00
1.440000000000000036e+01,6.298689098393595032e+00,1.343392173064992967e+01,-1.886110456456334816e+01,7.530000748993078696e-01,-2.710878657948279091e-01,-2.285294270835710684e+00,3.053910228949408001e+00,2.201415867631983936e-02,-3.016907275876345440e-01,-9.928429970985157097e-09,-2.615484047876488471e-01,0.000000000000000000e+00
1.450000000000000000e+01,6.371013992442907892e+00,1.341139609796360155e+01,-1.913315627688000120e+01,7.232489404931292665e-01,-2.252563268632764848e-01,-2.720517123166530382e+00,-2.788369161624362214e+00,1.557672228951636484e-01,-3.031399785691655802e-01,-9.813777672154003296e-09,-2.614696836752664066e-01,0.000000000000000000e+00
1.460000000000000142e+01,6.419856020081741832e+00,1.340286756082378083e+01,-1.958630771156119721e+01,4.884202763883437326e-01,-8.528537139821393276e-02,-4.531514346811977845e+00,-2.330175422660357931e+00,2.779454606971156760e-01,-2.442778126801729843e-01,1.341305142484346646e+01,-2.614742353589867840e-01,0.000000000000000000e+00
1.470000000000000107e+01,6.469497106120230434e+00,1.330505021963847945e+01,-2.005431057513653315e+01,4.964108603848867429e-01,-9.781734118530140965e-01,-4.680028635753375355e+00,-1.848982421412312727e+00,3.611245381873549043e-01,-1.327189910643805093e-01,-8.878644517866936257e-09,-2.614044376563611771e-01,0.000000000000000000e+00
1.480000000000000071e+01,6.511400901215752768e+00,1.321792504437926219e+01,-2.054458174068546938e+01,4.190379509552246695e-01,-8.712517525921729122e-01,-4.902711655489373932e+00,-1.343417261911012961e+00,3.837726819430169467e-01,1.386777959812276334e-02,-9.838217472188437490e-09,-2.613428604573954650e-01,0.000000000000000000e+00
1.490000000000000036e+01,6.546124026376782368e+00,1.326477510815793082e+01,-2.104397651600688235e+01,3.472312516102931679e-01,4.685006377866779426e-01,-4.993947753214119878e+00,-8.322416640285678069e-01,3.346882755057376535e-01,1.566426974526393401e-01,9.101230864514047170e+00,-2.555601020739260432e-01,0.000000000000000000e+00
1.500000000000000000e+01,6.586743705795913506e+00,1.349502955845609975e+01,-2.149252938539487801e+01,4.061967941913088853e-01,2.302544502981681784e+00,-4.485528693879945905e+00,-3.380268587948116465e-01,2.253404682907362844e-01,2.546143456561090757e-01,1.499936123715825964e+01,-2.617875575603121341e-01,0.000000000000000000e+00
1.510000000000000142e+01,6.637449849828096049e+00,1.381701254150970826e+01,-2.179552724112216922e+01,5.070614403218232091e-01,3.219829830536079740e+00,-3.029978557272908102e+00,1.411961350770028489e-01,8.206085238839966323e-02,2.868863092378463597e-01,1.499972008250322020e+01,-2.617802178902978727e-01,0.000000000000000000e+00
1.520000000000000107e+01,6.700621238504864685e+00,1.411047660653718516e+01,-2.190988675373554884e+01,6.317138867676894698e-01,2.934640650274772167e+00,-1.143595126133799322e+00,6.214479980975472495e-01,-6.180371044383137225e-02,2.477614539124649018e-01,1.499998467903674282e+01,-2.617977191709939810e-01,0.000000000000000000e+00
1.530000000000000071e+01,6.767722820924563010e+00,1.429256336836422925e+01,-2.192471737134918541e+01,6.710158241969859105e-01,1.820867618270433308e+00,-1.483061761363488884e-01,1.119078627235362999e+00,-1.711673191625451285e-01,1.435852788422972981e-01,1.493791907350541948e+01,-2.617294591581629803e-01,0.000000000000000000e+00
1.540000000000000036e+01,6.832833666496129332e+00,1.433291427396517648e+01,-2.192780880019664025e+01,6.511084557156618935e-01,4.035090560094718448e-01,-3.091428847454941176e-02,1.637371161533667907e+00,-2.168118736324489149e-01,-2.514520534728092657e-03,1.499253496798464624e+01,-2.617785308861367843e-01,0.000000000000000000e+00
1.550000000000000000e+01,6.893288703467584710e+00,1.429044244364819605e+01,-2.201022226350449174e+01,6.045503697145563349e-01,-4.247183031698072986e-01,-8.241346330785173091e-01,2.160035598792595213e+00,-1.855806793908101326e-01,-1.523482752389268557e-01,8.212991976030208363e+00,-2.617387639483753636e-01,0.000000000000000000e+00
1.560000000000000142e+01,6.953089173834476000e+00,1.425296743542090638e+01,-2.218347263519858359e+01,5.980047036689090101e-01,-3.747500822729014636e-01,-1.732503716940933192e+00,2.668545856544362938e+00,-8.662175366808888555e-02,-2.657917234182061161e-01,-9.337469174679454031e-09,-2.616208790339249468e-01,0.000000000000000000e+00
1.570000000000000107e+01,7.010270268092371637e+00,1.422259062790703510e+01,-2.243255832513089487e+01,5.718109425789533740e-01,-3.037680751387137890e-01,-2.490856899323098173e+00,-3.120540754968845309e+00,5.380237714931990212e-02,-3.172871040566216938e-01,-9.790893029480553676e-09,-2.615299081386882607e-01,0.000000000000000000e+00
1.580000000000000071e+01,7.069303934621375518e+00,1.419064865962564070e+01,-2.273178785775996857e+01,5.903366652900363665e-01,-3.194196828139485023e-01,-2.992295326290741020e+00,-2.624121176212561579e+00,2.014912963828900949e-01,-2.963526212293011719e-01,2.474352657149200699e-04,-1.719450868604857907e-01,0.000000000000000000e+00
1.590000000000000036e+01,7.129078386297542202e+00,1.412492230411726979e+01,-2.306682737715524922e+01,5.977445167616640687e-01,-6.572635550837169216e-01,-3.350395193952818929e+00,-2.105793698474282660e+00,3.206522240963771697e-01,-2.039526200422207836e-01,-9.678337454336522395e-09,-1.719430712429274311e-01,0.000000000000000000e+00
1.600000000000000000e+01,7.186417691991557888e+00,1.403438008797325764e+01,-2.347103342886881094e+01,5.733930569401547439e-01,-9.054221614401158913e-01,-4.042060517135617204e+00,-1.559912809888342355e+00,3.784331229494379834e-01,-5.761227803075170267e-02,-9.531507280662195491e-09,-1.719412889324337390e-01,0.000000000000000000e+00
1.610000000000000142e+01,7.242869630316552509e+00,1.399705404197808889e+01,-2.395843412369577763e+01,5.645193832499464381e-01,-3.732604599516948785e-01,-4.874006948269650863e+00,-1.005784206899218880e+00,3.548509871523379822e-01,1.014117299965287267e-01,1.835398650687369626e+00,-2.617316305322003323e-01,0.000000000000000000e+00
1.619999999999999929e+01,7.304224492144285819e+00,1.416767289465384216e+01,-2.443100151744338788e+01,6.135486182773348673e-01,1.706188526757524082e+00,-4.725673937476110531e+00,-4.667887093513269914e-01,2.557904824914489783e-01,2.224049366950262008e-01,1.468259935055853660e+01,-2.617880794521784682e-01,0.000000000000000000e+00
1.630000000000000071e+01,7.380832961814706827e+00,1.448308425256154131e+01,-2.479582803569630300e+01,7.660846967042131972e-01,3.154113579076998075e+00,-3.648265182529166761e+00,4.930919574068082234e-02,1.110307038114795031e-01,2.728805949028939581e-01,1.499956605214655880e+01,-2.617877450279016416e-01,0.000000000000000000e+00
1.640000000000000213e+01,7.481987048462119816e+00,1.482634522277567513e+01,-2.495179528074858766e+01,1.011540866474129663e+00,3.432609702141330210e+00,-1.559672450522856746e+00,5.589221396073640324e-01,-4.001411654951270158e-02,2.444627260597364571e-01,1.500000014992227904e+01,-2.617993977916802661e-01,0.000000000000000000e+00
1.650000000000000000e+01,7.594928352964796403e+00,1.508592552610902970e+01,-2.499618779332704221e+01,1.129413045026765872e+00,2.595803033333544008e+00,-4.439251257845457932e-01,1.082988505327644679e+00,-1.573726325273157034e-01,1.440690532705083959e-01,1.499135225424585549e+01,-2.617129874525074840e-01,0.000000000000000000e+00
1.660000000000000142e+01,7.709717821775218027e+00,1.518570293317262632e+01,-2.500954293509182946e+01,1.147894688104220018e+00,9.977740706359612410e-01,-1.335514176478888593e-01,1.628431995890023964e+00,-2.077952055157337163e-01,-3.648764578436028330e-03,1.499899090864790807e+01,-2.616918594845654145e-01,0.000000000000000000e+00
1.669999999999999929e+01,7.819926593973708151e+00,1.517803802691015314e+01,-2.509881591557294556e+01,1.102087721984905455e+00,-7.664906262472692688e-02,-8.927298048111662609e-01,2.179170260011708216e+00,-1.756148766588121468e-01,-1.563614867507516493e-01,9.770602297494367150e+00,-2.617106786370963500e-01,0.000000000000000000e+00
1.680000000000000071e+01,7.924726635572981515e+00,1.517259463892614413e+01,-2.527704872066087205e+01,1.048000415992735190e+00,-5.443387984009660785e-02,-1.782328050879268488e+00,2.714625941290481403e+00,-7.077731068261949865e-02,-2.692603049449902031e-01,2.348701407618842413e-02,-2.229167195217526820e-02,0.000000000000000000e+00
1.690000000000000213e+01,8.024854621950829880e+00,1.517684463173446829e+01,-2.551965203528673953e+01,1.001279863778487877e+00,4.249992808324458415e-02,-2.426033146258670392e+00,-3.047163270163982141e+00,7.611347048342498312e-02,-3.137111741028518752e-01,-9.782859283083730113e-09,-2.229147862578550673e-02,0.000000000000000000e+00
1.700000000000000000e+01,8.123691048572453610e+00,1.517605346446122638e+01,-2.580617101174966876e+01,9.883642662162309689e-01,-7.911672732425462096e-03,-2.865189764629281211e+00,-2.519934757510828405e+00,2.255736405376436160e-01,-2.788521443091733776e-01,-9.812034066895061987e-09,-7.019253851727345894e-02,0.000000000000000000e+00
1.710000000000000142e+01,8.219907101790978388e+00,1.514916421704164051e+01,-2.614400321413059203e+01,9.621605321852541026e-01,-2.688924741958588216e-01,-3.378322023809241514e+00,-1.966326234053637823e+00,3.364824121072942376e-01,-1.684023362844656035e-01,-9.809432308869259674e-09,-7.019131795765863602e-02,0.000000000000000000e+00
1.719999999999999929e+01,8.314765246197117321e+00,1.510074221535647965e+01,-2.656561885813960089e+01,9.485814440613894449e-01,-4.842200168516017089e-01,-4.216156440090101931e+00,-1.387976152657401485e+00,3.730004314725292591e-01,-9.106700195560755648e-03,-9.653143206098941426e-09,-7.019011526033443193e-02,0.000000000000000000e+00
1.730000000000000071e+01,8.407239460157098776e+00,1.510727087673112479e+01,-2.705927018309409604e+01,9.247421395998106641e-01,6.528661374644723070e-02,-4.936513249544955961e+00,-8.104674897568766578e-01,3.206642811050848252e-01,1.463279487632571374e-01,2.238103625399910257e+00,-2.617450606907754107e-01,0.000000000000000000e+00
1.740000000000000213e+01,8.514448469146143950e+00,1.534658733460286406e+01,-2.747705231901608869e+01,1.072090089890445963e+00,2.393164578717396740e+00,-4.177821359219917596e+00,-2.561561927555446871e-01,1.967943652328103532e-01,2.451407843006291887e-01,1.499921969225930596e+01,-2.617878533877023850e-01,0.000000000000000000e+00
1.750000000000000000e+01,8.612398093089234763e+00,1.562924873199899345e+01,-2.774554665075169169e+01,9.794962394309028042e-01,2.826613973961288995e+00,-2.684943317356030867e+00,2.838984399587190510e-01,3.637948352996955848e-02,2.618992626821666225e-01,1.499998791630655859e+01,-2.617985883640387978e-01,0.000000000000000000e+00
1.760000000000000142e+01,8.723440185287318016e+00,1.586929546674774727e+01,-2.784370683060308949e+01,1.110420921980836972e+00,2.400467347487530656e+00,-9.816017985139646740e-01,8.287354935551057844e-01,-1.104698308459559630e-01,1.922893386980158437e-01,1.500000014980951057e+01,-2.617993977018449603e-01,0.000000000000000000e+00
1.769999999999999929e+01,8.825660332879017744e+00,1.598790444881278638e+01,-2.788731828438030291e+01,1.022201475917005720e+00,1.186089820650390925e+00,-4.361145377721413752e-01,1.397326276332130579e+00,-1.992072862327822769e-01,5.299972074943223171e-02,1.499943228841988052e+01,-2.617753164090268481e-01,0.000000000000000000e+00
1.780000000000000071e+01,8.921770029057956464e+00,1.595487399848323129e+01,-2.796060809346092313e+01,9.610969617893926342e-01,-3.303045032955564952e-01,-7.328980908061907273e-01,1.981748419350117807e+00,-1.989716710579845227e-01,-1.136451976306013245e-01,1.499612586670030367e+01,-2.617674953948087579e-01,0.000000000000000000e+00
1.790000000000000213e+01,9.017272163179193001e+00,1.592587846597038315e+01,-2.812622685451285065e+01,9.550213412123679246e-01,-2.899553251284746058e-01,-1.656187610519282760e+00,2.554893050963580325e+00,-1.099387126392261660e-01,-2.518431753735299039e-01,-6.518627064012395476e-09,-2.616410272588705621e-01,0.000000000000000000e+00
