time,x ang vel,y ang vel,z ang vel,x accel,y accel,z accel,x mag,y mag,z mag
0,0,-0.0047124,0,-4.62E-05,0,-1.09E-10,5.00E-05,0,0
0.001,0.005292,-0.0087381,-0.0025293,-0.00033377,-0.00013132,15.005,5.00E-05,0,-2.36E-10
0.002,0.010579,-0.01276,-0.005056,-0.00064991,-0.00039354,14.986,5.00E-05,1.26E-10,-6.73E-10
0.003,0.01586,-0.016777,-0.00758,-0.0010651,-0.00078622,14.967,5.00E-05,3.79E-10,-1.31E-09
0.004,0.021136,-0.020791,-0.010101,-0.0015791,-0.001309,14.948,5.00E-05,7.58E-10,-2.15E-09
0.005,0.026406,-0.0248,-0.01262,-0.0021916,-0.0019613,14.929,5.00E-05,1.26E-09,-3.19E-09
0.006,0.03167,-0.028805,-0.015136,-0.0029021,-0.0027428,14.91,5.00E-05,1.89E-09,-4.43E-09
0.007,0.036929,-0.032806,-0.017649,-0.0037105,-0.0036531,14.891,5.00E-05,2.65E-09,-5.87E-09
0.008,0.042182,-0.036803,-0.020159,-0.0046164,-0.0046917,14.872,5.00E-05,3.53E-09,-7.51E-09
0.009,0.04743,-0.040796,-0.022667,-0.0056195,-0.0058582,14.854,5.00E-05,4.54E-09,-9.35E-09
0.01,0.052671,-0.044785,-0.025171,-0.0067194,-0.0071521,14.835,5.00E-05,5.67E-09,-1.14E-08
0.011,0.057907,-0.048769,-0.027673,-0.0079159,-0.008573,14.816,5.00E-05,6.93E-09,-1.36E-08
0.012,0.063136,-0.052749,-0.030171,-0.0092087,-0.010121,14.797,5.00E-05,8.31E-09,-1.61E-08
0.013,0.06836,-0.056725,-0.032666,-0.010597,-0.011794,14.778,5.00E-05,9.82E-09,-1.87E-08
0.014,0.073577,-0.060697,-0.035159,-0.012082,-0.013594,14.76,5.00E-05,1.15E-08,-2.15E-08
0.015,0.078789,-0.064664,-0.037648,-0.013662,-0.015518,14.741,5.00E-05,1.32E-08,-2.46E-08
0.016,0.083994,-0.068627,-0.040134,-0.015337,-0.017568,14.722,5.00E-05,1.51E-08,-2.78E-08
0.017,0.089193,-0.072586,-0.042617,-0.017106,-0.019741,14.703,5.00E-05,1.71E-08,-3.12E-08
0.018,0.094385,-0.076541,-0.045097,-0.01897,-0.022039,14.685,5.00E-05,1.92E-08,-3.49E-08
0.019,0.099571,-0.080491,-0.047573,-0.020928,-0.024461,14.666,5.00E-05,2.15E-08,-3.87E-08
0.02,0.10475,-0.084437,-0.050046,-0.02298,-0.027005,14.648,5.00E-05,2.38E-08,-4.27E-08
0.021,0.10992,-0.088379,-0.052516,-0.025126,-0.029672,14.629,5.00E-05,2.63E-08,-4.70E-08
0.022,0.11509,-0.092316,-0.054982,-0.027365,-0.032461,14.61,5.00E-05,2.90E-08,-5.14E-08
0.023,0.12025,-0.096249,-0.057445,-0.029697,-0.035372,14.592,5.00E-05,3.17E-08,-5.60E-08
0.024,0.1254,-0.10018,-0.059904,-0.032121,-0.038404,14.573,5.00E-05,3.46E-08,-6.08E-08
0.025,0.13055,-0.1041,-0.06236,-0.034638,-0.041556,14.555,5.00E-05,3.76E-08,-6.58E-08
0.026,0.13569,-0.10802,-0.064813,-0.037247,-0.04483,14.536,5.00E-05,4.07E-08,-7.10E-08
0.027,0.14082,-0.11194,-0.067261,-0.039948,-0.048223,14.518,5.00E-05,4.39E-08,-7.64E-08
0.028,0.14595,-0.11585,-0.069706,-0.042741,-0.051735,14.499,5.00E-05,4.73E-08,-8.20E-08
0.029,0.15107,-0.11975,-0.072148,-0.045624,-0.055367,14.481,5.00E-05,5.07E-08,-8.78E-08
0.03,0.15618,-0.12366,-0.074586,-0.048599,-0.059117,14.463,5.00E-05,5.43E-08,-9.38E-08
0.031,0.16129,-0.12755,-0.07702,-0.051665,-0.062985,14.444,5.00E-05,5.80E-08,-1.00E-07
0.032,0.16638,-0.13145,-0.07945,-0.05482,-0.066971,14.426,5.00E-05,6.19E-08,-1.06E-07
0.033,0.17147,-0.13534,-0.081876,-0.058066,-0.071074,14.408,5.00E-05,6.58E-08,-1.13E-07
0.034,0.17656,-0.13922,-0.084299,-0.061402,-0.075294,14.389,5.00E-05,6.99E-08,-1.20E-07
0.035,0.18163,-0.1431,-0.086718,-0.064827,-0.07963,14.371,5.00E-05,7.41E-08,-1.27E-07
0.036,0.1867,-0.14698,-0.089132,-0.068342,-0.084081,14.353,5.00E-05,7.84E-08,-1.34E-07
0.037,0.19176,-0.15085,-0.091543,-0.071946,-0.088649,14.334,5.00E-05,8.28E-08,-1.41E-07
0.038,0.19682,-0.15471,-0.09395,-0.075638,-0.093331,14.316,5.00E-05,8.74E-08,-1.49E-07
0.039,0.20186,-0.15857,-0.096353,-0.079419,-0.098127,14.298,5.00E-05,9.20E-08,-1.57E-07
0.04,0.2069,-0.16243,-0.098751,-0.083288,-0.10304,14.28,5.00E-05,9.68E-08,-1.65E-07
0.041,0.21193,-0.16628,-0.10115,-0.087245,-0.10806,14.262,5.00E-05,1.02E-07,-1.73E-07
0.042,0.21696,-0.17013,-0.10354,-0.09129,-0.1132,14.243,5.00E-05,1.07E-07,-1.81E-07
0.043,0.22197,-0.17397,-0.10592,-0.095422,-0.11845,14.225,5.00E-05,1.12E-07,-1.90E-07
0.044,0.22698,-0.17781,-0.1083,-0.099641,-0.12381,14.207,5.00E-05,1.17E-07,-1.98E-07
0.045,0.23198,-0.18165,-0.11068,-0.10395,-0.12928,14.189,5.00E-05,1.23E-07,-2.07E-07
0.046,0.23697,-0.18547,-0.11306,-0.10834,-0.13487,14.171,5.00E-05,1.28E-07,-2.16E-07
0.047,0.24196,-0.1893,-0.11542,-0.11282,-0.14056,14.153,5.00E-05,1.34E-07,-2.26E-07
0.048,0.24693,-0.19312,-0.11779,-0.11738,-0.14637,14.135,5.00E-05,1.39E-07,-2.35E-07
0.049,0.2519,-0.19693,-0.12015,-0.12204,-0.15228,14.117,5.00E-05,1.45E-07,-2.45E-07
0.05,0.25686,-0.20074,-0.12251,-0.12677,-0.15831,14.099,5.00E-05,1.51E-07,-2.55E-07
0.051,0.26181,-0.20455,-0.12486,-0.13159,-0.16444,14.081,5.00E-05,1.57E-07,-2.65E-07
0.052,0.26676,-0.20835,-0.1272,-0.1365,-0.17068,14.063,5.00E-05,1.63E-07,-2.75E-07
0.053,0.27169,-0.21215,-0.12955,-0.14149,-0.17703,14.045,5.00E-05,1.70E-07,-2.86E-07
0.054,0.27662,-0.21594,-0.13188,-0.14657,-0.18349,14.027,5.00E-05,1.76E-07,-2.96E-07
0.055,0.28154,-0.21973,-0.13422,-0.15173,-0.19005,14.009,5.00E-05,1.83E-07,-3.07E-07
0.056,0.28645,-0.22351,-0.13655,-0.15697,-0.19672,13.991,5.00E-05,1.89E-07,-3.18E-07
0.057,0.29135,-0.22729,-0.13887,-0.1623,-0.2035,13.973,5.00E-05,1.96E-07,-3.29E-07
0.058,0.29624,-0.23106,-0.14119,-0.16771,-0.21038,13.955,5.00E-05,2.03E-07,-3.41E-07
0.059,0.30112,-0.23482,-0.1435,-0.17321,-0.21737,13.938,5.00E-05,2.10E-07,-3.52E-07
0.06,0.306,-0.23859,-0.14581,-0.17879,-0.22446,13.92,5.00E-05,2.17E-07,-3.64E-07
0.061,0.31087,-0.24235,-0.14812,-0.18445,-0.23165,13.902,5.00E-05,2.24E-07,-3.76E-07
0.062,0.31573,-0.2461,-0.15042,-0.19019,-0.23895,13.884,5.00E-05,2.31E-07,-3.88E-07
0.063,0.32057,-0.24985,-0.15271,-0.19602,-0.24635,13.866,5.00E-05,2.39E-07,-4.01E-07
0.064,0.32542,-0.25359,-0.155,-0.20192,-0.25386,13.849,5.00E-05,2.46E-07,-4.13E-07
0.065,0.33025,-0.25733,-0.15729,-0.20791,-0.26146,13.831,5.00E-05,2.54E-07,-4.26E-07
0.066,0.33507,-0.26106,-0.15957,-0.21398,-0.26917,13.813,5.00E-05,2.61E-07,-4.39E-07
0.067,0.33988,-0.26479,-0.16184,-0.22014,-0.27698,13.795,5.00E-05,2.69E-07,-4.52E-07
0.068,0.34469,-0.26851,-0.16411,-0.22637,-0.28489,13.778,5.00E-05,2.77E-07,-4.65E-07
0.069,0.34948,-0.27223,-0.16638,-0.23268,-0.2929,13.76,5.00E-05,2.85E-07,-4.79E-07
0.07,0.35427,-0.27594,-0.16864,-0.23908,-0.30101,13.742,5.00E-05,2.93E-07,-4.93E-07
0.071,0.35905,-0.27965,-0.17089,-0.24555,-0.30922,13.725,5.00E-05,3.02E-07,-5.07E-07
0.072,0.36381,-0.28336,-0.17314,-0.25211,-0.31753,13.707,5.00E-05,3.10E-07,-5.21E-07
0.073,0.36857,-0.28706,-0.17539,-0.25874,-0.32594,13.689,5.00E-05,3.18E-07,-5.35E-07
0.074,0.37332,-0.29075,-0.17763,-0.26546,-0.33444,13.672,5.00E-05,3.27E-07,-5.49E-07
0.075,0.37806,-0.29444,-0.17986,-0.27225,-0.34304,13.654,5.00E-05,3.36E-07,-5.64E-07
0.076,0.38279,-0.29812,-0.18209,-0.27912,-0.35174,13.636,5.00E-05,3.44E-07,-5.79E-07
0.077,0.38751,-0.3018,-0.18431,-0.28608,-0.36054,13.619,5.00E-05,3.53E-07,-5.94E-07
0.078,0.39222,-0.30547,-0.18653,-0.29311,-0.36943,13.601,5.00E-05,3.62E-07,-6.09E-07
0.079,0.39692,-0.30914,-0.18874,-0.30021,-0.37841,13.584,5.00E-05,3.71E-07,-6.25E-07
0.08,0.40162,-0.3128,-0.19095,-0.3074,-0.38749,13.566,5.00E-05,3.81E-07,-6.40E-07
0.081,0.4063,-0.31646,-0.19315,-0.31467,-0.39667,13.549,5.00E-05,3.90E-07,-6.56E-07
0.082,0.41097,-0.32011,-0.19535,-0.32201,-0.40594,13.531,5.00E-05,3.99E-07,-6.72E-07
0.083,0.41563,-0.32376,-0.19754,-0.32943,-0.4153,13.514,5.00E-05,4.09E-07,-6.88E-07
0.084,0.42029,-0.3274,-0.19972,-0.33693,-0.42476,13.496,5.00E-05,4.18E-07,-7.05E-07
0.085,0.42493,-0.33104,-0.2019,-0.3445,-0.4343,13.479,5.00E-05,4.28E-07,-7.21E-07
0.086,0.42956,-0.33467,-0.20407,-0.35215,-0.44394,13.461,5.00E-05,4.38E-07,-7.38E-07
0.087,0.43419,-0.3383,-0.20624,-0.35988,-0.45367,13.444,5.00E-05,4.48E-07,-7.55E-07
0.088,0.4388,-0.34192,-0.2084,-0.36768,-0.4635,13.426,5.00E-05,4.58E-07,-7.72E-07
0.089,0.4434,-0.34554,-0.21056,-0.37556,-0.47341,13.409,5.00E-05,4.68E-07,-7.89E-07
0.09,0.44799,-0.34915,-0.21271,-0.38352,-0.48341,13.391,5.00E-05,4.78E-07,-8.07E-07
0.091,0.45258,-0.35276,-0.21485,-0.39155,-0.4935,13.374,5.00E-05,4.88E-07,-8.24E-07
0.092,0.45715,-0.35636,-0.21699,-0.39966,-0.50369,13.357,5.00E-05,4.99E-07,-8.42E-07
0.093,0.46171,-0.35995,-0.21913,-0.40784,-0.51396,13.339,5.00E-05,5.09E-07,-8.60E-07
0.094,0.46626,-0.36354,-0.22125,-0.41609,-0.52431,13.322,5.00E-05,5.20E-07,-8.78E-07
0.095,0.4708,-0.36713,-0.22338,-0.42443,-0.53476,13.304,5.00E-05,5.30E-07,-8.97E-07
0.096,0.47533,-0.37071,-0.22549,-0.43283,-0.54529,13.287,5.00E-05,5.41E-07,-9.15E-07
0.097,0.47986,-0.37428,-0.2276,-0.44131,-0.55591,13.27,5.00E-05,5.52E-07,-9.34E-07
0.098,0.48437,-0.37785,-0.2297,-0.44987,-0.56661,13.252,5.00E-05,5.63E-07,-9.53E-07
0.099,0.48886,-0.38141,-0.2318,-0.4585,-0.5774,13.235,5.00E-05,5.74E-07,-9.72E-07
0.1,0.49335,-0.38497,-0.23389,-0.4672,-0.58828,13.218,5.00E-05,5.85E-07,-9.92E-07
0.101,0.49783,-0.38852,-0.23598,-0.47597,-0.59924,13.2,5.00E-05,5.96E-07,-1.01E-06
0.102,0.5023,-0.39207,-0.23806,-0.48482,-0.61028,13.183,5.00E-05,6.07E-07,-1.03E-06
0.103,0.50676,-0.39561,-0.24013,-0.49374,-0.62141,13.166,5.00E-05,6.19E-07,-1.05E-06
0.104,0.5112,-0.39915,-0.2422,-0.50274,-0.63262,13.148,5.00E-05,6.30E-07,-1.07E-06
0.105,0.51564,-0.40268,-0.24426,-0.5118,-0.64391,13.131,5.00E-05,6.42E-07,-1.09E-06
0.106,0.52006,-0.40621,-0.24631,-0.52094,-0.65529,13.114,5.00E-05,6.53E-07,-1.11E-06
0.107,0.52448,-0.40973,-0.24836,-0.53015,-0.66674,13.097,5.00E-05,6.65E-07,-1.13E-06
0.108,0.52888,-0.41324,-0.2504,-0.53943,-0.67828,13.079,5.00E-05,6.77E-07,-1.15E-06
0.109,0.53327,-0.41675,-0.25244,-0.54879,-0.6899,13.062,5.00E-05,6.89E-07,-1.17E-06
0.11,0.53765,-0.42025,-0.25447,-0.55821,-0.7016,13.045,5.00E-05,7.01E-07,-1.20E-06
0.111,0.54202,-0.42375,-0.25649,-0.56771,-0.71338,13.028,5.00E-05,7.13E-07,-1.22E-06
0.112,0.54638,-0.42724,-0.25851,-0.57728,-0.72523,13.01,5.00E-05,7.25E-07,-1.24E-06
0.113,0.55073,-0.43073,-0.26052,-0.58692,-0.73717,12.993,5.00E-05,7.37E-07,-1.26E-06
0.114,0.55506,-0.43421,-0.26252,-0.59663,-0.74918,12.976,5.00E-05,7.50E-07,-1.28E-06
0.115,0.55939,-0.43769,-0.26452,-0.60641,-0.76127,12.959,5.00E-05,7.62E-07,-1.30E-06
0.116,0.5637,-0.44116,-0.26651,-0.61625,-0.77344,12.941,5.00E-05,7.74E-07,-1.33E-06
0.117,0.56801,-0.44462,-0.2685,-0.62617,-0.78568,12.924,5.00E-05,7.87E-07,-1.35E-06
0.118,0.5723,-0.44808,-0.27047,-0.63616,-0.798,12.907,5.00E-05,8.00E-07,-1.37E-06
0.119,0.57658,-0.45153,-0.27244,-0.64622,-0.8104,12.89,5.00E-05,8.12E-07,-1.39E-06
0.12,0.58085,-0.45498,-0.27441,-0.65635,-0.82287,12.872,5.00E-05,8.25E-07,-1.42E-06
0.121,0.5851,-0.45842,-0.27637,-0.66654,-0.83542,12.855,5.00E-05,8.38E-07,-1.44E-06
0.122,0.58935,-0.46186,-0.27832,-0.67681,-0.84804,12.838,5.00E-05,8.51E-07,-1.46E-06
0.123,0.59358,-0.46529,-0.28026,-0.68714,-0.86073,12.821,5.00E-05,8.64E-07,-1.49E-06
0.124,0.59781,-0.46871,-0.2822,-0.69755,-0.8735,12.804,5.00E-05,8.77E-07,-1.51E-06
0.125,0.60202,-0.47213,-0.28413,-0.70802,-0.88633,12.786,5.00E-05,8.90E-07,-1.54E-06
0.126,0.60622,-0.47554,-0.28606,-0.71855,-0.89925,12.769,5.00E-05,9.04E-07,-1.56E-06
0.127,0.6104,-0.47895,-0.28798,-0.72916,-0.91223,12.752,5.00E-05,9.17E-07,-1.58E-06
0.128,0.61458,-0.48235,-0.28989,-0.73983,-0.92528,12.735,5.00E-05,9.30E-07,-1.61E-06
0.129,0.61874,-0.48574,-0.29179,-0.75057,-0.93841,12.718,5.00E-05,9.44E-07,-1.63E-06
0.13,0.6229,-0.48913,-0.29369,-0.76138,-0.9516,12.701,5.00E-05,9.57E-07,-1.66E-06
0.131,0.62704,-0.49252,-0.29558,-0.77225,-0.96486,12.683,5.00E-05,9.71E-07,-1.68E-06
0.132,0.63117,-0.4959,-0.29746,-0.7832,-0.97819,12.666,5.00E-05,9.85E-07,-1.71E-06
0.133,0.63528,-0.49927,-0.29934,-0.7942,-0.9916,12.649,5.00E-05,9.99E-07,-1.73E-06
0.134,0.63939,-0.50263,-0.30121,-0.80528,-1.0051,12.632,5.00E-05,1.01E-06,-1.76E-06
0.135,0.64348,-0.50599,-0.30307,-0.81642,-1.0186,12.615,5.00E-05,1.03E-06,-1.78E-06
0.136,0.64756,-0.50935,-0.30493,-0.82762,-1.0322,12.597,5.00E-05,1.04E-06,-1.81E-06
0.137,0.65163,-0.5127,-0.30678,-0.83889,-1.0459,12.58,5.00E-05,1.05E-06,-1.84E-06
0.138,0.65569,-0.51604,-0.30862,-0.85023,-1.0596,12.563,5.00E-05,1.07E-06,-1.86E-06
0.139,0.65973,-0.51937,-0.31045,-0.86163,-1.0734,12.546,5.00E-05,1.08E-06,-1.89E-06
0.14,0.66376,-0.5227,-0.31228,-0.87309,-1.0873,12.529,5.00E-05,1.10E-06,-1.92E-06
0.141,0.66778,-0.52603,-0.3141,-0.88462,-1.1012,12.512,5.00E-05,1.11E-06,-1.94E-06
0.142,0.67179,-0.52935,-0.31592,-0.89622,-1.1152,12.494,4.99E-05,1.13E-06,-1.97E-06
0.143,0.67579,-0.53266,-0.31772,-0.90788,-1.1293,12.477,4.99E-05,1.14E-06,-2.00E-06
0.144,0.67977,-0.53597,-0.31952,-0.9196,-1.1434,12.46,4.99E-05,1.15E-06,-2.02E-06
0.145,0.68374,-0.53927,-0.32132,-0.93139,-1.1576,12.443,4.99E-05,1.17E-06,-2.05E-06
0.146,0.6877,-0.54256,-0.3231,-0.94324,-1.1718,12.426,4.99E-05,1.18E-06,-2.08E-06
0.147,0.69165,-0.54585,-0.32488,-0.95516,-1.1861,12.408,4.99E-05,1.20E-06,-2.11E-06
0.148,0.69558,-0.54913,-0.32665,-0.96713,-1.2005,12.391,4.99E-05,1.21E-06,-2.14E-06
0.149,0.6995,-0.5524,-0.32841,-0.97917,-1.2149,12.374,4.99E-05,1.23E-06,-2.16E-06
0.15,0.70341,-0.55567,-0.33017,-0.99128,-1.2294,12.357,4.99E-05,1.24E-06,-2.19E-06
0.151,0.70731,-0.55894,-0.33192,-1.0034,-1.244,12.34,4.99E-05,1.26E-06,-2.22E-06
0.152,0.71119,-0.56219,-0.33366,-1.0157,-1.2586,12.323,4.99E-05,1.27E-06,-2.25E-06
0.153,0.71507,-0.56545,-0.33539,-1.028,-1.2732,12.305,4.99E-05,1.29E-06,-2.28E-06
0.154,0.71892,-0.56869,-0.33712,-1.0403,-1.288,12.288,4.99E-05,1.30E-06,-2.31E-06
0.155,0.72277,-0.57193,-0.33884,-1.0527,-1.3027,12.271,4.99E-05,1.32E-06,-2.34E-06
0.156,0.7266,-0.57516,-0.34055,-1.0652,-1.3176,12.254,4.99E-05,1.33E-06,-2.37E-06
0.157,0.73043,-0.57839,-0.34226,-1.0777,-1.3325,12.236,4.99E-05,1.35E-06,-2.40E-06
0.158,0.73423,-0.58161,-0.34395,-1.0903,-1.3474,12.219,4.99E-05,1.36E-06,-2.43E-06
0.159,0.73803,-0.58482,-0.34564,-1.103,-1.3624,12.202,4.99E-05,1.38E-06,-2.46E-06
0.16,0.74181,-0.58803,-0.34733,-1.1157,-1.3775,12.185,4.99E-05,1.39E-06,-2.49E-06
0.161,0.74558,-0.59123,-0.349,-1.1285,-1.3926,12.168,4.99E-05,1.41E-06,-2.52E-06
0.162,0.74934,-0.59442,-0.35067,-1.1413,-1.4078,12.15,4.99E-05,1.43E-06,-2.55E-06
0.163,0.75308,-0.59761,-0.35233,-1.1542,-1.423,12.133,4.99E-05,1.44E-06,-2.58E-06
0.164,0.75681,-0.60079,-0.35398,-1.1672,-1.4383,12.116,4.99E-05,1.46E-06,-2.61E-06
0.165,0.76053,-0.60396,-0.35562,-1.1802,-1.4536,12.098,4.99E-05,1.47E-06,-2.64E-06
0.166,0.76424,-0.60713,-0.35726,-1.1933,-1.469,12.081,4.99E-05,1.49E-06,-2.67E-06
0.167,0.76793,-0.6103,-0.35889,-1.2064,-1.4844,12.064,4.99E-05,1.50E-06,-2.70E-06
0.168,0.77161,-0.61345,-0.36051,-1.2196,-1.4999,12.047,4.99E-05,1.52E-06,-2.74E-06
0.169,0.77527,-0.6166,-0.36213,-1.2329,-1.5154,12.029,4.99E-05,1.54E-06,-2.77E-06
0.17,0.77893,-0.61974,-0.36374,-1.2462,-1.531,12.012,4.99E-05,1.55E-06,-2.80E-06
0.171,0.78257,-0.62288,-0.36533,-1.2596,-1.5467,11.995,4.99E-05,1.57E-06,-2.83E-06
0.172,0.78619,-0.62601,-0.36693,-1.273,-1.5623,11.977,4.99E-05,1.58E-06,-2.86E-06
0.173,0.78981,-0.62913,-0.36851,-1.2865,-1.5781,11.96,4.99E-05,1.60E-06,-2.90E-06
0.174,0.79341,-0.63225,-0.37009,-1.3,-1.5939,11.943,4.99E-05,1.62E-06,-2.93E-06
0.175,0.79699,-0.63536,-0.37165,-1.3136,-1.6097,11.925,4.99E-05,1.63E-06,-2.96E-06
0.176,0.80057,-0.63846,-0.37321,-1.3273,-1.6256,11.908,4.99E-05,1.65E-06,-2.99E-06
0.177,0.80413,-0.64156,-0.37477,-1.341,-1.6415,11.891,4.99E-05,1.66E-06,-3.03E-06
0.178,0.80768,-0.64465,-0.37631,-1.3548,-1.6574,11.873,4.99E-05,1.68E-06,-3.06E-06
0.179,0.81121,-0.64773,-0.37785,-1.3686,-1.6735,11.856,4.99E-05,1.70E-06,-3.09E-06
0.18,0.81473,-0.65081,-0.37938,-1.3825,-1.6895,11.839,4.99E-05,1.71E-06,-3.13E-06
0.181,0.81824,-0.65388,-0.3809,-1.3964,-1.7056,11.821,4.99E-05,1.73E-06,-3.16E-06
0.182,0.82173,-0.65694,-0.38242,-1.4104,-1.7218,11.804,4.99E-05,1.75E-06,-3.20E-06
0.183,0.82521,-0.66,-0.38392,-1.4245,-1.7379,11.786,4.99E-05,1.76E-06,-3.23E-06
0.184,0.82868,-0.66305,-0.38542,-1.4386,-1.7542,11.769,4.99E-05,1.78E-06,-3.26E-06
0.185,0.83213,-0.66609,-0.38691,-1.4527,-1.7705,11.752,4.99E-05,1.80E-06,-3.30E-06
0.186,0.83557,-0.66913,-0.38839,-1.467,-1.7868,11.734,4.99E-05,1.81E-06,-3.33E-06
0.187,0.839,-0.67216,-0.38987,-1.4812,-1.8031,11.717,4.99E-05,1.83E-06,-3.37E-06
0.188,0.84241,-0.67518,-0.39133,-1.4956,-1.8195,11.699,4.99E-05,1.85E-06,-3.40E-06
0.189,0.84581,-0.6782,-0.39279,-1.5099,-1.836,11.682,4.98E-05,1.86E-06,-3.44E-06
0.19,0.8492,-0.68121,-0.39424,-1.5244,-1.8524,11.664,4.98E-05,1.88E-06,-3.47E-06
0.191,0.85257,-0.68421,-0.39569,-1.5389,-1.869,11.647,4.98E-05,1.90E-06,-3.51E-06
0.192,0.85593,-0.6872,-0.39712,-1.5534,-1.8855,11.629,4.98E-05,1.91E-06,-3.55E-06
0.193,0.85928,-0.69019,-0.39855,-1.568,-1.9021,11.612,4.98E-05,1.93E-06,-3.58E-06
0.194,0.86261,-0.69317,-0.39997,-1.5827,-1.9188,11.594,4.98E-05,1.95E-06,-3.62E-06
0.195,0.86592,-0.69615,-0.40138,-1.5974,-1.9354,11.577,4.98E-05,1.96E-06,-3.65E-06
0.196,0.86923,-0.69912,-0.40278,-1.6121,-1.9522,11.559,4.98E-05,1.98E-06,-3.69E-06
0.197,0.87252,-0.70208,-0.40418,-1.6269,-1.9689,11.542,4.98E-05,2.00E-06,-3.73E-06
0.198,0.8758,-0.70503,-0.40557,-1.6418,-1.9857,11.524,4.98E-05,2.01E-06,-3.76E-06
0.199,0.87906,-0.70798,-0.40694,-1.6567,-2.0025,11.506,4.98E-05,2.03E-06,-3.80E-06
0.2,0.88231,-0.71092,-0.40832,-1.6717,-2.0194,11.489,4.98E-05,2.05E-06,-3.84E-06
0.201,0.88554,-0.71385,-0.40968,-1.6867,-2.0362,11.471,4.98E-05,2.06E-06,-3.87E-06
0.202,0.88876,-0.71677,-0.41103,-1.7017,-2.0532,11.454,4.98E-05,2.08E-06,-3.91E-06
0.203,0.89197,-0.71969,-0.41238,-1.7169,-2.0701,11.436,4.98E-05,2.10E-06,-3.95E-06
0.204,0.89516,-0.7226,-0.41372,-1.732,-2.0871,11.418,4.98E-05,2.11E-06,-3.99E-06
0.205,0.89834,-0.72551,-0.41505,-1.7473,-2.1042,11.401,4.98E-05,2.13E-06,-4.03E-06
0.206,0.90151,-0.7284,-0.41637,-1.7625,-2.1212,11.383,4.98E-05,2.15E-06,-4.06E-06
0.207,0.90466,-0.73129,-0.41769,-1.7778,-2.1383,11.365,4.98E-05,2.17E-06,-4.10E-06
0.208,0.9078,-0.73418,-0.41899,-1.7932,-2.1554,11.348,4.98E-05,2.18E-06,-4.14E-06
0.209,0.91092,-0.73705,-0.42029,-1.8086,-2.1726,11.33,4.98E-05,2.20E-06,-4.18E-06
0.21,0.91403,-0.73992,-0.42158,-1.8241,-2.1898,11.312,4.98E-05,2.22E-06,-4.22E-06
0.211,0.91713,-0.74278,-0.42286,-1.8396,-2.207,11.294,4.98E-05,2.23E-06,-4.26E-06
0.212,0.92021,-0.74563,-0.42414,-1.8552,-2.2242,11.277,4.98E-05,2.25E-06,-4.29E-06
0.213,0.92328,-0.74848,-0.4254,-1.8708,-2.2415,11.259,4.98E-05,2.27E-06,-4.33E-06
0.214,0.92633,-0.75132,-0.42666,-1.8865,-2.2588,11.241,4.98E-05,2.29E-06,-4.37E-06
0.215,0.92937,-0.75415,-0.42791,-1.9022,-2.2761,11.223,4.98E-05,2.30E-06,-4.41E-06
0.216,0.9324,-0.75698,-0.42915,-1.918,-2.2935,11.205,4.97E-05,2.32E-06,-4.45E-06
0.217,0.93541,-0.75979,-0.43038,-1.9338,-2.3108,11.187,4.97E-05,2.34E-06,-4.49E-06
0.218,0.93841,-0.7626,-0.43161,-1.9496,-2.3283,11.17,4.97E-05,2.35E-06,-4.53E-06
0.219,0.94139,-0.76541,-0.43283,-1.9655,-2.3457,11.152,4.97E-05,2.37E-06,-4.57E-06
0.22,0.94436,-0.7682,-0.43403,-1.9815,-2.3632,11.134,4.97E-05,2.39E-06,-4.61E-06
0.221,0.94732,-0.77099,-0.43523,-1.9975,-2.3806,11.116,4.97E-05,2.41E-06,-4.65E-06
0.222,0.95026,-0.77377,-0.43643,-2.0135,-2.3982,11.098,4.97E-05,2.42E-06,-4.69E-06
0.223,0.95319,-0.77654,-0.43761,-2.0296,-2.4157,11.08,4.97E-05,2.44E-06,-4.73E-06
0.224,0.9561,-0.77931,-0.43878,-2.0458,-2.4333,11.062,4.97E-05,2.46E-06,-4.78E-06
0.225,0.959,-0.78206,-0.43995,-2.062,-2.4508,11.044,4.97E-05,2.47E-06,-4.82E-06
0.226,0.96188,-0.78481,-0.44111,-2.0782,-2.4684,11.026,4.97E-05,2.49E-06,-4.86E-06
0.227,0.96475,-0.78756,-0.44226,-2.0945,-2.4861,11.008,4.97E-05,2.51E-06,-4.90E-06
0.228,0.96761,-0.79029,-0.4434,-2.1108,-2.5037,10.99,4.97E-05,2.53E-06,-4.94E-06
0.229,0.97045,-0.79302,-0.44454,-2.1272,-2.5214,10.972,4.97E-05,2.54E-06,-4.98E-06
0.23,0.97327,-0.79574,-0.44566,-2.1436,-2.5391,10.954,4.97E-05,2.56E-06,-5.02E-06
0.231,0.97609,-0.79845,-0.44678,-2.16,-2.5568,10.936,4.97E-05,2.58E-06,-5.07E-06
0.232,0.97889,-0.80116,-0.44789,-2.1765,-2.5745,10.918,4.97E-05,2.59E-06,-5.11E-06
0.233,0.98167,-0.80385,-0.44899,-2.1931,-2.5923,10.899,4.97E-05,2.61E-06,-5.15E-06
0.234,0.98444,-0.80654,-0.45008,-2.2097,-2.6101,10.881,4.97E-05,2.63E-06,-5.19E-06
0.235,0.9872,-0.80922,-0.45117,-2.2263,-2.6279,10.863,4.97E-05,2.65E-06,-5.24E-06
