time,x,y,z,vx,vy,vz,thrust,a,b,xac,yac,zac,vxac,vyac,vzac
11.521,0,0,13.4818,0,0,0.681966,6.48869,0,0,-0.0261847,0.30795,12.917,-4.68055e-18,5.31473e-17,0.00215943
11.522,0,0,13.4825,0,0,0.681429,6.48862,0,0,-0.0261847,0.30795,12.918,-4.6675e-18,5.29998e-17,0.00215871
11.523,0,0,13.4832,0,0,0.680891,6.48854,0,0,-0.0261847,0.30795,12.919,-4.65449e-18,5.28527e-17,0.00215799
11.524,0,0,13.4839,0,0,0.680354,6.48847,0,0,-0.0261847,0.30795,12.9199,-4.64151e-18,5.2706e-17,0.00215727
11.525,0,0,13.4845,0,0,0.679816,6.48839,0,0,-0.0261847,0.30795,12.9209,-4.62856e-18,5.25598e-17,0.00215655
11.526,0,0,13.4852,0,0,0.679279,6.48832,0,0,-0.0261847,0.30795,12.9219,-4.61566e-18,5.24139e-17,0.00215583
11.527,0,0,13.4859,0,0,0.678741,6.48824,0,0,-0.0261847,0.30795,12.9228,-4.60279e-18,5.22685e-17,0.0021551
11.528,0,0,13.4866,0,0,0.678203,6.48817,0,0,-0.0261847,0.30795,12.9238,-4.58995e-18,5.21235e-17,0.00215438
11.529,0,0,13.4873,0,0,0.677665,6.48809,0,0,-0.0261847,0.30795,12.9248,-4.57716e-18,5.19788e-17,0.00215366
11.53,0,0,13.4879,0,0,0.677127,6.48802,0,0,-0.0261847,0.30795,12.9257,-4.56439e-18,5.18346e-17,0.00215294
11.531,0,0,13.4886,0,0,0.676589,6.48794,0,0,-0.0261847,0.30795,12.9267,-4.55167e-18,5.16908e-17,0.00215221
11.532,0,0,13.4893,0,0,0.676051,6.48787,0,0,-0.0261847,0.30795,12.9277,-4.53898e-18,5.15474e-17,0.00215149
11.533,0,0,13.49,0,0,0.675512,6.4878,0,0,-0.0261847,0.30795,12.9286,-4.52632e-18,5.14044e-17,0.00215077
11.534,0,0,13.4906,0,0,0.674974,6.48772,0,0,-0.0261847,0.30795,12.9296,-4.51371e-18,5.12618e-17,0.00215004
11.535,0,0,13.4913,0,0,0.674435,6.48765,0,0,-0.0261847,0.30795,12.9305,-4.50112e-18,5.11195e-17,0.00214932
11.536,0,0,13.492,0,0,0.673897,6.48758,0,0,-0.0261847,0.30795,12.9315,-4.48858e-18,5.09777e-17,0.00214859
11.537,0,0,13.4927,0,0,0.673358,6.4875,0,0,-0.0261847,0.30795,12.9325,-4.47606e-18,5.08363e-17,0.00214786
11.538,0,0,13.4933,0,0,0.672819,6.48743,0,0,-0.0261847,0.30795,12.9334,-4.46359e-18,5.06953e-17,0.00214714
11.539,0,0,13.494,0,0,0.67228,6.48736,0,0,-0.0261847,0.30795,12.9344,-4.45114e-18,5.05547e-17,0.00214641
11.54,0,0,13.4947,0,0,0.671741,6.48728,0,0,-0.0261847,0.30795,12.9353,-4.43874e-18,5.04144e-17,0.00214568
11.541,0,0,13.4954,0,0,0.671202,6.48721,0,0,-0.0261847,0.30795,12.9363,-4.42637e-18,5.02746e-17,0.00214496
11.542,0,0,13.496,0,0,0.670662,6.48714,0,0,-0.0261847,0.30795,12.9373,-4.41403e-18,5.01351e-17,0.00214423
11.543,0,0,13.4967,0,0,0.670123,6.48707,0,0,-0.0261847,0.30795,12.9382,-4.40173e-18,4.99961e-17,0.0021435
11.544,0,0,13.4974,0,0,0.669583,6.48699,0,0,-0.0261847,0.30795,12.9392,-4.38946e-18,4.98574e-17,0.00214277
11.545,0,0,13.498,0,0,0.669044,6.48692,0,0,-0.0261847,0.30795,12.9401,-4.37723e-18,4.97191e-17,0.00214204
11.546,0,0,13.4987,0,0,0.668504,6.48685,0,0,-0.0261847,0.30795,12.9411,-4.36503e-18,4.95812e-17,0.00214131
11.547,0,0,13.4994,0,0,0.667964,6.48678,0,0,-0.0261847,0.30795,12.9421,-4.35286e-18,4.94437e-17,0.00214058
11.548,0,0,13.5,0,0,0.667424,6.48671,0,0,-0.0261847,0.30795,12.943,-4.34073e-18,4.93066e-17,0.00213985
11.549,0,0,13.5007,0,0,0.666884,6.48664,0,0,-0.0261847,0.30795,12.944,-4.32864e-18,4.91698e-17,0.00213912
11.55,0,0,13.5014,0,0,0.666344,6.48656,0,0,-0.0261847,0.30795,12.9449,-4.31657e-18,4.90334e-17,0.00213839
11.551,0,0,13.502,0,0,0.665804,6.48649,0,0,-0.0261847,0.30795,12.9459,-4.30455e-18,4.88975e-17,0.00213765
11.552,0,0,13.5027,0,0,0.665264,6.48642,0,0,-0.0261847,0.30795,12.9468,-4.29255e-18,4.87619e-17,0.00213692
11.553,0,0,13.5034,0,0,0.664723,6.48635,0,0,-0.0261847,0.30795,12.9478,-4.28059e-18,4.86266e-17,0.00213619
11.554,0,0,13.504,0,0,0.664183,6.48628,0,0,-0.0261847,0.30795,12.9487,-4.26866e-18,4.84918e-17,0.00213546
11.555,0,0,13.5047,0,0,0.663642,6.48621,0,0,-0.0261847,0.30795,12.9497,-4.25677e-18,4.83573e-17,0.00213472
11.556,0,0,13.5054,0,0,0.663101,6.48614,0,0,-0.0261847,0.30795,12.9506,-4.24491e-18,4.82232e-17,0.00213399
11.557,0,0,13.506,0,0,0.66256,6.48607,0,0,-0.0261847,0.30795,12.9516,-4.23308e-18,4.80895e-17,0.00213325
11.558,0,0,13.5067,0,0,0.662019,6.486,0,0,-0.0261847,0.30795,12.9526,-4.22129e-18,4.79562e-17,0.00213252
11.559,0,0,13.5073,0,0,0.661478,6.48593,0,0,-0.0261847,0.30795,12.9535,-4.20953e-18,4.78232e-17,0.00213178
11.56,0,0,13.508,0,0,0.660937,6.48586,0,0,-0.0261847,0.30795,12.9545,-4.1978e-18,4.76906e-17,0.00213105
11.561,0,0,13.5087,0,0,0.660396,6.48579,0,0,-0.0261847,0.30795,12.9554,-4.18611e-18,4.75584e-17,0.00213031
11.562,0,0,13.5093,0,0,0.659855,6.48572,0,0,-0.0261847,0.30795,12.9564,-4.17445e-18,4.74265e-17,0.00212957
11.563,0,0,13.51,0,0,0.659313,6.48565,0,0,-0.0261847,0.30795,12.9573,-4.16282e-18,4.7295e-17,0.00212883
11.564,0,0,13.5106,0,0,0.658772,6.48558,0,0,-0.0261847,0.30795,12.9583,-4.15122e-18,4.71639e-17,0.0021281
11.565,0,0,13.5113,0,0,0.65823,6.48551,0,0,-0.0261847,0.30795,12.9592,-4.13966e-18,4.70332e-17,0.00212736
11.566,0,0,13.512,0,0,0.657688,6.48544,0,0,-0.0261847,0.30795,12.9602,-4.12813e-18,4.69028e-17,0.00212662
11.567,0,0,13.5126,0,0,0.657147,6.48538,0,0,-0.0261847,0.30795,12.9611,-4.11663e-18,4.67727e-17,0.00212588
11.568,0,0,13.5133,0,0,0.656605,6.48531,0,0,-0.0261847,0.30795,12.962,-4.10517e-18,4.66431e-17,0.00212514
11.569,0,0,13.5139,0,0,0.656063,6.48524,0,0,-0.0261847,0.30795,12.963,-4.09373e-18,4.65138e-17,0.0021244
11.57,0,0,13.5146,0,0,0.655521,6.48517,0,0,-0.0261847,0.30795,12.9639,-4.08233e-18,4.63848e-17,0.00212366
11.571,0,0,13.5152,0,0,0.654978,6.4851,0,0,-0.0261847,0.30795,12.9649,-4.07096e-18,4.62563e-17,0.00212292
11.572,0,0,13.5159,0,0,0.654436,6.48503,0,0,-0.0261847,0.30795,12.9658,-4.05962e-18,4.6128e-17,0.00212218
11.573,0,0,13.5165,0,0,0.653894,6.48497,0,0,-0.0261847,0.30795,12.9668,-4.04832e-18,4.60002e-17,0.00212144
11.574,0,0,13.5172,0,0,0.653351,6.4849,0,0,-0.0261847,0.30795,12.9677,-4.03704e-18,4.58727e-17,0.00212069
11.575,0,0,13.5179,0,0,0.652808,6.48483,0,0,-0.0261847,0.30795,12.9687,-4.0258e-18,4.57455e-17,0.00211995
11.576,0,0,13.5185,0,0,0.652266,6.48476,0,0,-0.0261847,0.30795,12.9696,-4.01459e-18,4.56187e-17,0.00211921
11.577,0,0,13.5192,0,0,0.651723,6.4847,0,0,-0.0261847,0.30795,12.9706,-4.00341e-18,4.54923e-17,0.00211846
11.578,0,0,13.5198,0,0,0.65118,6.48463,0,0,-0.0261847,0.30795,12.9715,-3.99226e-18,4.53662e-17,0.00211772
11.579,0,0,13.5205,0,0,0.650637,6.48456,0,0,-0.0261847,0.30795,12.9724,-3.98115e-18,4.52405e-17,0.00211698
11.58,0,0,13.5211,0,0,0.650094,6.4845,0,0,-0.0261847,0.30795,12.9734,-3.97006e-18,4.51151e-17,0.00211623
11.581,0,0,13.5218,0,0,0.649551,6.48443,0,0,-0.0261847,0.30795,12.9743,-3.95901e-18,4.49901e-17,0.00211549
11.582,0,0,13.5224,0,0,0.649008,6.48436,0,0,-0.0261847,0.30795,12.9753,-3.94799e-18,4.48654e-17,0.00211474
11.583,0,0,13.5231,0,0,0.648464,6.4843,0,0,-0.0261847,0.30795,12.9762,-3.937e-18,4.47411e-17,0.00211399
11.584,0,0,13.5237,0,0,0.647921,6.48423,0,0,-0.0261847,0.30795,12.9771,-3.92603e-18,4.46171e-17,0.00211325
11.585,0,0,13.5244,0,0,0.647377,6.48417,0,0,-0.0261847,0.30795,12.9781,-3.9151e-18,4.44934e-17,0.0021125
11.586,0,0,13.525,0,0,0.646833,6.4841,0,0,-0.0261847,0.30795,12.979,-3.9042e-18,4.43701e-17,0.00211175
11.587,0,0,13.5256,0,0,0.64629,6.48403,0,0,-0.0261847,0.30795,12.98,-3.89334e-18,4.42472e-17,0.00211101
11.588,0,0,13.5263,0,0,0.645746,6.48397,0,0,-0.0261847,0.30795,12.9809,-3.8825e-18,4.41246e-17,0.00211026
11.589,0,0,13.5269,0,0,0.645202,6.4839,0,0,-0.0261847,0.30795,12.9818,-3.87169e-18,4.40023e-17,0.00210951
11.59,0,0,13.5276,0,0,0.644658,6.48384,0,0,-0.0261847,0.30795,12.9828,-3.86091e-18,4.38804e-17,0.00210876
11.591,0,0,13.5282,0,0,0.644114,6.48377,0,0,-0.0261847,0.30795,12.9837,-3.85017e-18,4.37588e-17,0.00210801
11.592,0,0,13.5289,0,0,0.64357,6.48371,0,0,-0.0261847,0.30795,12.9847,-3.83945e-18,4.36376e-17,0.00210726
11.593,0,0,13.5295,0,0,0.643025,6.48364,0,0,-0.0261847,0.30795,12.9856,-3.82876e-18,4.35167e-17,0.00210651
11.594,0,0,13.5302,0,0,0.642481,6.48358,0,0,-0.0261847,0.30795,12.9865,-3.81811e-18,4.33961e-17,0.00210576
11.595,0,0,13.5308,0,0,0.641936,6.48351,0,0,-0.0261847,0.30795,12.9875,-3.80748e-18,4.32759e-17,0.00210501
11.596,0,0,13.5314,0,0,0.641392,6.48345,0,0,-0.0261847,0.30795,12.9884,-3.79688e-18,4.3156e-17,0.00210426
11.597,0,0,13.5321,0,0,0.640847,6.48339,0,0,-0.0261847,0.30795,12.9893,-3.78631e-18,4.30364e-17,0.0021035
11.598,0,0,13.5327,0,0,0.640302,6.48332,0,0,-0.0261847,0.30795,12.9903,-3.77578e-18,4.29172e-17,0.00210275
11.599,0,0,13.5334,0,0,0.639758,6.48326,0,0,-0.0261847,0.30795,12.9912,-3.76527e-18,4.27983e-17,0.002102
11.6,0,0,13.534,0,0,0.639213,6.48319,0,0,-0.0261847,0.30795,12.9921,-3.75479e-18,4.26798e-17,0.00210124
11.601,0,0,13.5346,0,0,0.638668,6.48313,0,0,-0.0261847,0.30795,12.9931,-3.74434e-18,4.25615e-17,0.00210049
11.602,0,0,13.5353,0,0,0.638122,6.48307,0,0,-0.0261847,0.30795,12.994,-3.73392e-18,4.24436e-17,0.00209974
11.603,0,0,13.5359,0,0,0.637577,6.483,0,0,-0.0261847,0.30795,12.9949,-3.72353e-18,4.23261e-17,0.00209898
11.604,0,0,13.5365,0,0,0.637032,6.48294,0,0,-0.0261847,0.30795,12.9959,-3.71317e-18,4.22088e-17,0.00209823
11.605,0,0,13.5372,0,0,0.636487,6.48288,0,0,-0.0261847,0.30795,12.9968,-3.70284e-18,4.20919e-17,0.00209747
11.606,0,0,13.5378,0,0,0.635941,6.48282,0,0,-0.0261847,0.30795,12.9977,-3.69253e-18,4.19753e-17,0.00209671
11.607,0,0,13.5385,0,0,0.635395,6.48275,0,0,-0.0261847,0.30795,12.9987,-3.68226e-18,4.18591e-17,0.00209596
11.608,0,0,13.5391,0,0,0.63485,6.48269,0,0,-0.0261847,0.30795,12.9996,-3.67201e-18,4.17431e-17,0.0020952
11.609,0,0,13.5397,0,0,0.634304,6.48263,0,0,-0.0261847,0.30795,13.0005,-3.6618e-18,4.16275e-17,0.00209444
11.61,0,0,13.5404,0,0,0.633758,6.48257,0,0,-0.0261847,0.30795,13.0014,-3.65161e-18,4.15122e-17,0.00209369
11.611,0,0,13.541,0,0,0.633212,6.4825,0,0,-0.0261847,0.30795,13.0024,-3.64145e-18,4.13972e-17,0.00209293
11.612,0,0,13.5416,0,0,0.632666,6.48244,0,0,-0.0261847,0.30795,13.0033,-3.63132e-18,4.12826e-17,0.00209217
11.613,0,0,13.5423,0,0,0.63212,6.48238,0,0,-0.0261847,0.30795,13.0042,-3.62122e-18,4.11683e-17,0.00209141
11.614,0,0,13.5429,0,0,0.631574,6.48232,0,0,-0.0261847,0.30795,13.0052,-3.61114e-18,4.10543e-17,0.00209065
11.615,0,0,13.5435,0,0,0.631028,6.48226,0,0,-0.0261847,0.30795,13.0061,-3.6011e-18,4.09406e-17,0.00208989
11.616,0,0,13.5441,0,0,0.630481,6.4822,0,0,-0.0261847,0.30795,13.007,-3.59108e-18,4.08272e-17,0.00208913
11.617,0,0,13.5448,0,0,0.629935,6.48213,0,0,-0.0261847,0.30795,13.0079,-3.58109e-18,4.07141e-17,0.00208837
11.618,0,0,13.5454,0,0,0.629388,6.48207,0,0,-0.0261847,0.30795,13.0089,-3.57113e-18,4.06014e-17,0.00208761
11.619,0,0,13.546,0,0,0.628842,6.48201,0,0,-0.0261847,0.30795,13.0098,-3.5612e-18,4.0489e-17,0.00208685
11.62,0,0,13.5467,0,0,0.628295,6.48195,0,0,-0.0261847,0.30795,13.0107,-3.55129e-18,4.03769e-17,0.00208608
11.621,0,0,13.5473,0,0,0.627748,6.48189,0,0,-0.0261847,0.30795,13.0116,-3.54141e-18,4.02651e-17,0.00208532
11.622,0,0,13.5479,0,0,0.627201,6.48183,0,0,-0.0261847,0.30795,13.0126,-3.53156e-18,4.01536e-17,0.00208456
11.623,0,0,13.5485,0,0,0.626654,6.48177,0,0,-0.0261847,0.30795,13.0135,-3.52174e-18,4.00424e-17,0.0020838
11.624,0,0,13.5492,0,0,0.626107,6.48171,0,0,-0.0261847,0.30795,13.0144,-3.51195e-18,3.99315e-17,0.00208303
11.625,0,0,13.5498,0,0,0.62556,6.48165,0,0,-0.0261847,0.30795,13.0153,-3.50218e-18,3.9821e-17,0.00208227
11.626,0,0,13.5504,0,0,0.625013,6.48159,0,0,-0.0261847,0.30795,13.0162,-3.49244e-18,3.97107e-17,0.0020815
11.627,0,0,13.551,0,0,0.624466,6.48153,0,0,-0.0261847,0.30795,13.0172,-3.48273e-18,3.96008e-17,0.00208074
11.628,0,0,13.5517,0,0,0.623918,6.48147,0,0,-0.0261847,0.30795,13.0181,-3.47304e-18,3.94911e-17,0.00207997
11.629,0,0,13.5523,0,0,0.623371,6.48141,0,0,-0.0261847,0.30795,13.019,-3.46338e-18,3.93818e-17,0.00207921
11.63,0,0,13.5529,0,0,0.622823,6.48136,0,0,-0.0261847,0.30795,13.0199,-3.45375e-18,3.92728e-17,0.00207844
11.631,0,0,13.5535,0,0,0.622275,6.4813,0,0,-0.0261847,0.30795,13.0209,-3.44415e-18,3.91641e-17,0.00207767
11.632,0,0,13.5542,0,0,0.621728,6.48124,0,0,-0.0261847,0.30795,13.0218,-3.43457e-18,3.90556e-17,0.00207691
11.633,0,0,13.5548,0,0,0.62118,6.48118,0,0,-0.0261847,0.30795,13.0227,-3.42502e-18,3.89475e-17,0.00207614
11.634,0,0,13.5554,0,0,0.620632,6.48112,0,0,-0.0261847,0.30795,13.0236,-3.4155e-18,3.88397e-17,0.00207537
11.635,0,0,13.556,0,0,0.620084,6.48106,0,0,-0.0261847,0.30795,13.0245,-3.406e-18,3.87322e-17,0.0020746
11.636,0,0,13.5566,0,0,0.619536,6.481,0,0,-0.0261847,0.30795,13.0254,-3.39653e-18,3.8625e-17,0.00207383
11.637,0,0,13.5573,0,0,0.618988,6.48095,0,0,-0.0261847,0.30795,13.0264,-3.38709e-18,3.85181e-17,0.00207306
11.638,0,0,13.5579,0,0,0.61844,6.48089,0,0,-0.0261847,0.30795,13.0273,-3.37767e-18,3.84115e-17,0.00207229
11.639,0,0,13.5585,0,0,0.617891,6.48083,0,0,-0.0261847,0.30795,13.0282,-3.36828e-18,3.83052e-17,0.00207152
11.64,0,0,13.5591,0,0,0.617343,6.48077,0,0,-0.0261847,0.30795,13.0291,-3.35892e-18,3.81991e-17,0.00207075
11.641,0,0,13.5597,0,0,0.616794,6.48072,0,0,-0.0261847,0.30795,13.03,-3.34958e-18,3.80934e-17,0.00206998
11.642,0,0,13.5604,0,0,0.616246,6.48066,0,0,-0.0261847,0.30795,13.0309,-3.34027e-18,3.7988e-17,0.00206921
11.643,0,0,13.561,0,0,0.615697,6.4806,0,0,-0.0261847,0.30795,13.0319,-3.33098e-18,3.78828e-17,0.00206844
11.644,0,0,13.5616,0,0,0.615148,6.48054,0,0,-0.0261847,0.30795,13.0328,-3.32172e-18,3.7778e-17,0.00206767
11.645,0,0,13.5622,0,0,0.6146,6.48049,0,0,-0.0261847,0.30795,13.0337,-3.31249e-18,3.76734e-17,0.0020669
11.646,0,0,13.5628,0,0,0.614051,6.48043,0,0,-0.0261847,0.30795,13.0346,-3.30328e-18,3.75692e-17,0.00206612
11.647,0,0,13.5634,0,0,0.613502,6.48038,0,0,-0.0261847,0.30795,13.0355,-3.2941e-18,3.74652e-17,0.00206535
11.648,0,0,13.564,0,0,0.612953,6.48032,0,0,-0.0261847,0.30795,13.0364,-3.28494e-18,3.73615e-17,0.00206458
11.649,0,0,13.5646,0,0,0.612404,6.48026,0,0,-0.0261847,0.30795,13.0373,-3.27581e-18,3.72582e-17,0.0020638
11.65,0,0,13.5653,0,0,0.611854,6.48021,0,0,-0.0261847,0.30795,13.0382,-3.26671e-18,3.71551e-17,0.00206303
11.651,0,0,13.5659,0,0,0.611305,6.48015,0,0,-0.0261847,0.30795,13.0391,-3.25763e-18,3.70522e-17,0.00206225
11.652,0,0,13.5665,0,0,0.610756,6.4801,0,0,-0.0261847,0.30795,13.0401,-3.24858e-18,3.69497e-17,0.00206148
11.653,0,0,13.5671,0,0,0.610206,6.48004,0,0,-0.0261847,0.30795,13.041,-3.23955e-18,3.68475e-17,0.0020607
11.654,0,0,13.5677,0,0,0.609657,6.47998,0,0,-0.0261847,0.30795,13.0419,-3.23054e-18,3.67455e-17,0.00205992
11.655,0,0,13.5683,0,0,0.609107,6.47993,0,0,-0.0261847,0.30795,13.0428,-3.22157e-18,3.66438e-17,0.00205915
11.656,0,0,13.5689,0,0,0.608557,6.47987,0,0,-0.0261847,0.30795,13.0437,-3.21261e-18,3.65425e-17,0.00205837
11.657,0,0,13.5695,0,0,0.608008,6.47982,0,0,-0.0261847,0.30795,13.0446,-3.20369e-18,3.64414e-17,0.00205759
11.658,0,0,13.5701,0,0,0.607458,6.47977,0,0,-0.0261847,0.30795,13.0455,-3.19478e-18,3.63405e-17,0.00205681
11.659,0,0,13.5707,0,0,0.606908,6.47971,0,0,-0.0261847,0.30795,13.0464,-3.18591e-18,3.624e-17,0.00205604
11.66,0,0,13.5713,0,0,0.606358,6.47966,0,0,-0.0261847,0.30795,13.0473,-3.17705e-18,3.61397e-17,0.00205526
11.661,0,0,13.572,0,0,0.605808,6.4796,0,0,-0.0261847,0.30795,13.0482,-3.16822e-18,3.60397e-17,0.00205448
11.662,0,0,13.5726,0,0,0.605258,6.47955,0,0,-0.0261847,0.30795,13.0491,-3.15942e-18,3.594e-17,0.0020537
11.663,0,0,13.5732,0,0,0.604707,6.47949,0,0,-0.0261847,0.30795,13.05,-3.15064e-18,3.58406e-17,0.00205292
11.664,0,0,13.5738,0,0,0.604157,6.47944,0,0,-0.0261847,0.30795,13.0509,-3.14189e-18,3.57415e-17,0.00205214
11.665,0,0,13.5744,0,0,0.603607,6.47939,0,0,-0.0261847,0.30795,13.0518,-3.13316e-18,3.56426e-17,0.00205136
11.666,0,0,13.575,0,0,0.603056,6.47933,0,0,-0.0261847,0.30795,13.0528,-3.12445e-18,3.5544e-17,0.00205057
11.667,0,0,13.5756,0,0,0.602506,6.47928,0,0,-0.0261847,0.30795,13.0537,-3.11577e-18,3.54457e-17,0.00204979
11.668,0,0,13.5762,0,0,0.601955,6.47923,0,0,-0.0261847,0.30795,13.0546,-3.10712e-18,3.53476e-17,0.00204901
11.669,0,0,13.5768,0,0,0.601404,6.47917,0,0,-0.0261847,0.30795,13.0555,-3.09849e-18,3.52498e-17,0.00204823
11.67,0,0,13.5774,0,0,0.600854,6.47912,0,0,-0.0261847,0.30795,13.0564,-3.08988e-18,3.51523e-17,0.00204744
11.671,0,0,13.578,0,0,0.600303,6.47907,0,0,-0.0261847,0.30795,13.0573,-3.08129e-18,3.50551e-17,0.00204666
11.672,0,0,13.5786,0,0,0.599752,6.47902,0,0,-0.0261847,0.30795,13.0582,-3.07274e-18,3.49582e-17,0.00204588
11.673,0,0,13.5792,0,0,0.599201,6.47896,0,0,-0.0261847,0.30795,13.0591,-3.0642e-18,3.48615e-17,0.00204509
11.674,0,0,13.5798,0,0,0.59865,6.47891,0,0,-0.0261847,0.30795,13.06,-3.05569e-18,3.4765e-17,0.00204431
11.675,0,0,13.5804,0,0,0.598099,6.47886,0,0,-0.0261847,0.30795,13.0609,-3.0472e-18,3.46689e-17,0.00204352
11.676,0,0,13.581,0,0,0.597547,6.47881,0,0,-0.0261847,0.30795,13.0618,-3.03874e-18,3.4573e-17,0.00204274
11.677,0,0,13.5816,0,0,0.596996,6.47876,0,0,-0.0261847,0.30795,13.0627,-3.0303e-18,3.44774e-17,0.00204195
11.678,0,0,13.5822,0,0,0.596445,6.4787,0,0,-0.0261847,0.30795,13.0636,-3.02188e-18,3.4382e-17,0.00204117
11.679,0,0,13.5828,0,0,0.595893,6.47865,0,0,-0.0261847,0.30795,13.0645,-3.01349e-18,3.4287e-17,0.00204038
11.68,0,0,13.5834,0,0,0.595342,6.4786,0,0,-0.0261847,0.30795,13.0654,-3.00512e-18,3.41921e-17,0.00203959
11.681,0,0,13.584,0,0,0.59479,6.47855,0,0,-0.0261847,0.30795,13.0663,-2.99677e-18,3.40976e-17,0.0020388
11.682,0,0,13.5845,0,0,0.594239,6.4785,0,0,-0.0261847,0.30795,13.0672,-2.98845e-18,3.40033e-17,0.00203802
11.683,0,0,13.5851,0,0,0.593687,6.47845,0,0,-0.0261847,0.30795,13.068,-2.98015e-18,3.39093e-17,0.00203723
11.684,0,0,13.5857,0,0,0.593135,6.4784,0,0,-0.0261847,0.30795,13.0689,-2.97187e-18,3.38155e-17,0.00203644
11.685,0,0,13.5863,0,0,0.592583,6.47835,0,0,-0.0261847,0.30795,13.0698,-2.96362e-18,3.3722e-17,0.00203565
11.686,0,0,13.5869,0,0,0.592031,6.4783,0,0,-0.0261847,0.30795,13.0707,-2.95539e-18,3.36287e-17,0.00203486
11.687,0,0,13.5875,0,0,0.591479,6.47825,0,0,-0.0261847,0.30795,13.0716,-2.94718e-18,3.35358e-17,0.00203407
11.688,0,0,13.5881,0,0,0.590927,6.4782,0,0,-0.0261847,0.30795,13.0725,-2.939e-18,3.3443e-17,0.00203328
11.689,0,0,13.5887,0,0,0.590375,6.47815,0,0,-0.0261847,0.30795,13.0734,-2.93084e-18,3.33506e-17,0.00203249
11.69,0,0,13.5893,0,0,0.589823,6.4781,0,0,-0.0261847,0.30795,13.0743,-2.9227e-18,3.32584e-17,0.0020317
11.691,0,0,13.5899,0,0,0.589271,6.47805,0,0,-0.0261847,0.30795,13.0752,-2.91458e-18,3.31664e-17,0.00203091
11.692,0,0,13.5905,0,0,0.588718,6.478,0,0,-0.0261847,0.30795,13.0761,-2.90649e-18,3.30747e-17,0.00203011
11.693,0,0,13.591,0,0,0.588166,6.47795,0,0,-0.0261847,0.30795,13.077,-2.89842e-18,3.29833e-17,0.00202932
11.694,0,0,13.5916,0,0,0.587613,6.4779,0,0,-0.0261847,0.30795,13.0779,-2.89038e-18,3.28921e-17,0.00202853
11.695,0,0,13.5922,0,0,0.587061,6.47785,0,0,-0.0261847,0.30795,13.0788,-2.88235e-18,3.28011e-17,0.00202774
11.696,0,0,13.5928,0,0,0.586508,6.4778,0,0,-0.0261847,0.30795,13.0797,-2.87435e-18,3.27105e-17,0.00202694
11.697,0,0,13.5934,0,0,0.585955,6.47776,0,0,-0.0261847,0.30795,13.0805,-2.86637e-18,3.262e-17,0.00202615
11.698,0,0,13.594,0,0,0.585403,6.47771,0,0,-0.0261847,0.30795,13.0814,-2.85841e-18,3.25298e-17,0.00202535
11.699,0,0,13.5946,0,0,0.58485,6.47766,0,0,-0.0261847,0.30795,13.0823,-2.85048e-18,3.24399e-17,0.00202456
11.7,0,0,13.5952,0,0,0.584297,6.47761,0,0,-0.0261847,0.30795,13.0832,-2.84256e-18,3.23502e-17,0.00202376
11.701,0,0,13.5957,0,0,0.583744,6.47756,0,0,-0.0261847,0.30795,13.0841,-2.83467e-18,3.22608e-17,0.00202297
11.702,0,0,13.5963,0,0,0.583191,6.47752,0,0,-0.0261847,0.30795,13.085,-2.8268e-18,3.21716e-17,0.00202217
11.703,0,0,13.5969,0,0,0.582638,6.47747,0,0,-0.0261847,0.30795,13.0859,-2.81896e-18,3.20827e-17,0.00202137
11.704,0,0,13.5975,0,0,0.582084,6.47742,0,0,-0.0261847,0.30795,13.0868,-2.81113e-18,3.1994e-17,0.00202058
11.705,0,0,13.5981,0,0,0.581531,6.47737,0,0,-0.0261847,0.30795,13.0876,-2.80333e-18,3.19056e-17,0.00201978
11.706,0,0,13.5986,0,0,0.580978,6.47733,0,0,-0.0261847,0.30795,13.0885,-2.79555e-18,3.18174e-17,0.00201898
11.707,0,0,13.5992,0,0,0.580424,6.47728,0,0,-0.0261847,0.30795,13.0894,-2.78779e-18,3.17295e-17,0.00201818
11.708,0,0,13.5998,0,0,0.579871,6.47723,0,0,-0.0261847,0.30795,13.0903,-2.78005e-18,3.16418e-17,0.00201739
11.709,0,0,13.6004,0,0,0.579317,6.47719,0,0,-0.0261847,0.30795,13.0912,-2.77234e-18,3.15543e-17,0.00201659
11.71,0,0,13.601,0,0,0.578764,6.47714,0,0,-0.0261847,0.30795,13.0921,-2.76464e-18,3.14671e-17,0.00201579
11.711,0,0,13.6015,0,0,0.57821,6.47709,0,0,-0.0261847,0.30795,13.0929,-2.75697e-18,3.13802e-17,0.00201499
11.712,0,0,13.6021,0,0,0.577656,6.47705,0,0,-0.0261847,0.30795,13.0938,-2.74932e-18,3.12934e-17,0.00201419
11.713,0,0,13.6027,0,0,0.577103,6.477,0,0,-0.0261847,0.30795,13.0947,-2.74169e-18,3.12069e-17,0.00201339
11.714,0,0,13.6033,0,0,0.576549,6.47696,0,0,-0.0261847,0.30795,13.0956,-2.73408e-18,3.11207e-17,0.00201258
11.715,0,0,13.6038,0,0,0.575995,6.47691,0,0,-0.0261847,0.30795,13.0965,-2.72649e-18,3.10347e-17,0.00201178
11.716,0,0,13.6044,0,0,0.575441,6.47686,0,0,-0.0261847,0.30795,13.0974,-2.71893e-18,3.09489e-17,0.00201098
11.717,0,0,13.605,0,0,0.574887,6.47682,0,0,-0.0261847,0.30795,13.0982,-2.71138e-18,3.08634e-17,0.00201018
