time,x,y,z,vx,vy,vz,thrust,a,b,xac,yac,zac,vxac,vyac,vzac
4.696,0,0,4.426,0,0,1.5689,6.78766,0,0,-0.0261847,0.30795,3.44335,-3.36151e-10,3.95337e-09,0.00302886
4.697,0,0,4.42757,0,0,1.56875,6.78743,0,0,-0.0261847,0.30795,3.44491,-3.35242e-10,3.94267e-09,0.00302917
4.698,0,0,4.42914,0,0,1.5686,6.78721,0,0,-0.0261847,0.30795,3.44648,-3.34335e-10,3.93201e-09,0.00302948
4.699,0,0,4.4307,0,0,1.56844,6.78699,0,0,-0.0261847,0.30795,3.44804,-3.33431e-10,3.92138e-09,0.00302979
4.7,0,0,4.43227,0,0,1.56829,6.78676,0,0,-0.0261847,0.30795,3.44961,-3.3253e-10,3.91078e-09,0.00303011
4.701,0,0,4.43384,0,0,1.56814,6.78654,0,0,-0.0261847,0.30795,3.45117,-3.3163e-10,3.9002e-09,0.00303042
4.702,0,0,4.43541,0,0,1.56798,6.78631,0,0,-0.0261847,0.30795,3.45274,-3.30734e-10,3.88965e-09,0.00303073
4.703,0,0,4.43698,0,0,1.56783,6.78609,0,0,-0.0261847,0.30795,3.4543,-3.29839e-10,3.87913e-09,0.00303104
4.704,0,0,4.43854,0,0,1.56768,6.78587,0,0,-0.0261847,0.30795,3.45587,-3.28947e-10,3.86865e-09,0.00303134
4.705,0,0,4.44011,0,0,1.56752,6.78564,0,0,-0.0261847,0.30795,3.45743,-3.28058e-10,3.85818e-09,0.00303165
4.706,0,0,4.44168,0,0,1.56737,6.78542,0,0,-0.0261847,0.30795,3.45899,-3.27171e-10,3.84775e-09,0.00303196
4.707,0,0,4.44325,0,0,1.56721,6.7852,0,0,-0.0261847,0.30795,3.46056,-3.26286e-10,3.83735e-09,0.00303227
4.708,0,0,4.44481,0,0,1.56706,6.78497,0,0,-0.0261847,0.30795,3.46212,-3.25404e-10,3.82697e-09,0.00303257
4.709,0,0,4.44638,0,0,1.5669,6.78475,0,0,-0.0261847,0.30795,3.46369,-3.24524e-10,3.81662e-09,0.00303288
4.71,0,0,4.44795,0,0,1.56675,6.78453,0,0,-0.0261847,0.30795,3.46525,-3.23646e-10,3.8063e-09,0.00303318
4.711,0,0,4.44951,0,0,1.56659,6.78431,0,0,-0.0261847,0.30795,3.46682,-3.22771e-10,3.79601e-09,0.00303349
4.712,0,0,4.45108,0,0,1.56644,6.78408,0,0,-0.0261847,0.30795,3.46838,-3.21899e-10,3.78575e-09,0.00303379
4.713,0,0,4.45265,0,0,1.56628,6.78386,0,0,-0.0261847,0.30795,3.46995,-3.21028e-10,3.77551e-09,0.0030341
4.714,0,0,4.45421,0,0,1.56612,6.78364,0,0,-0.0261847,0.30795,3.47151,-3.2016e-10,3.7653e-09,0.0030344
4.715,0,0,4.45578,0,0,1.56597,6.78342,0,0,-0.0261847,0.30795,3.47308,-3.19294e-10,3.75512e-09,0.0030347
4.716,0,0,4.45734,0,0,1.56581,6.78319,0,0,-0.0261847,0.30795,3.47464,-3.18431e-10,3.74497e-09,0.003035
4.717,0,0,4.45891,0,0,1.56565,6.78297,0,0,-0.0261847,0.30795,3.47621,-3.1757e-10,3.73484e-09,0.0030353
4.718,0,0,4.46048,0,0,1.56549,6.78275,0,0,-0.0261847,0.30795,3.47777,-3.16711e-10,3.72474e-09,0.0030356
4.719,0,0,4.46204,0,0,1.56533,6.78253,0,0,-0.0261847,0.30795,3.47934,-3.15855e-10,3.71467e-09,0.0030359
4.72,0,0,4.46361,0,0,1.56518,6.7823,0,0,-0.0261847,0.30795,3.48091,-3.15001e-10,3.70463e-09,0.0030362
4.721,0,0,4.46517,0,0,1.56502,6.78208,0,0,-0.0261847,0.30795,3.48247,-3.14149e-10,3.69461e-09,0.0030365
4.722,0,0,4.46674,0,0,1.56486,6.78186,0,0,-0.0261847,0.30795,3.48404,-3.133e-10,3.68462e-09,0.0030368
4.723,0,0,4.4683,0,0,1.5647,6.78164,0,0,-0.0261847,0.30795,3.4856,-3.12453e-10,3.67466e-09,0.00303709
4.724,0,0,4.46986,0,0,1.56454,6.78142,0,0,-0.0261847,0.30795,3.48717,-3.11608e-10,3.66473e-09,0.00303739
4.725,0,0,4.47143,0,0,1.56438,6.78119,0,0,-0.0261847,0.30795,3.48873,-3.10766e-10,3.65482e-09,0.00303768
4.726,0,0,4.47299,0,0,1.56422,6.78097,0,0,-0.0261847,0.30795,3.4903,-3.09926e-10,3.64494e-09,0.00303798
4.727,0,0,4.47456,0,0,1.56406,6.78075,0,0,-0.0261847,0.30795,3.49186,-3.09088e-10,3.63508e-09,0.00303827
4.728,0,0,4.47612,0,0,1.56389,6.78053,0,0,-0.0261847,0.30795,3.49343,-3.08252e-10,3.62525e-09,0.00303857
4.729,0,0,4.47769,0,0,1.56373,6.78031,0,0,-0.0261847,0.30795,3.495,-3.07419e-10,3.61545e-09,0.00303886
4.73,0,0,4.47925,0,0,1.56357,6.78009,0,0,-0.0261847,0.30795,3.49656,-3.06587e-10,3.60568e-09,0.00303915
4.731,0,0,4.48081,0,0,1.56341,6.77986,0,0,-0.0261847,0.30795,3.49813,-3.05759e-10,3.59593e-09,0.00303944
4.732,0,0,4.48238,0,0,1.56325,6.77964,0,0,-0.0261847,0.30795,3.49969,-3.04932e-10,3.58621e-09,0.00303973
4.733,0,0,4.48394,0,0,1.56308,6.77942,0,0,-0.0261847,0.30795,3.50126,-3.04108e-10,3.57651e-09,0.00304002
4.734,0,0,4.4855,0,0,1.56292,6.7792,0,0,-0.0261847,0.30795,3.50283,-3.03285e-10,3.56684e-09,0.00304031
4.735,0,0,4.48706,0,0,1.56276,6.77898,0,0,-0.0261847,0.30795,3.50439,-3.02466e-10,3.5572e-09,0.0030406
4.736,0,0,4.48863,0,0,1.56259,6.77876,0,0,-0.0261847,0.30795,3.50596,-3.01648e-10,3.54758e-09,0.00304089
4.737,0,0,4.49019,0,0,1.56243,6.77854,0,0,-0.0261847,0.30795,3.50752,-3.00832e-10,3.53799e-09,0.00304118
4.738,0,0,4.49175,0,0,1.56226,6.77832,0,0,-0.0261847,0.30795,3.50909,-3.00019e-10,3.52843e-09,0.00304147
4.739,0,0,4.49331,0,0,1.5621,6.7781,0,0,-0.0261847,0.30795,3.51066,-2.99208e-10,3.51889e-09,0.00304175
4.74,0,0,4.49488,0,0,1.56194,6.77788,0,0,-0.0261847,0.30795,3.51222,-2.98399e-10,3.50938e-09,0.00304204
4.741,0,0,4.49644,0,0,1.56177,6.77766,0,0,-0.0261847,0.30795,3.51379,-2.97593e-10,3.49989e-09,0.00304232
4.742,0,0,4.498,0,0,1.5616,6.77743,0,0,-0.0261847,0.30795,3.51536,-2.96788e-10,3.49043e-09,0.00304261
4.743,0,0,4.49956,0,0,1.56144,6.77721,0,0,-0.0261847,0.30795,3.51692,-2.95986e-10,3.48099e-09,0.00304289
4.744,0,0,4.50112,0,0,1.56127,6.77699,0,0,-0.0261847,0.30795,3.51849,-2.95186e-10,3.47158e-09,0.00304318
4.745,0,0,4.50268,0,0,1.56111,6.77677,0,0,-0.0261847,0.30795,3.52005,-2.94388e-10,3.4622e-09,0.00304346
4.746,0,0,4.50424,0,0,1.56094,6.77655,0,0,-0.0261847,0.30795,3.52162,-2.93592e-10,3.45284e-09,0.00304374
4.747,0,0,4.5058,0,0,1.56077,6.77633,0,0,-0.0261847,0.30795,3.52319,-2.92798e-10,3.44351e-09,0.00304402
4.748,0,0,4.50736,0,0,1.5606,6.77611,0,0,-0.0261847,0.30795,3.52475,-2.92007e-10,3.4342e-09,0.0030443
4.749,0,0,4.50893,0,0,1.56044,6.77589,0,0,-0.0261847,0.30795,3.52632,-2.91217e-10,3.42492e-09,0.00304458
4.75,0,0,4.51049,0,0,1.56027,6.77567,0,0,-0.0261847,0.30795,3.52789,-2.9043e-10,3.41566e-09,0.00304486
4.751,0,0,4.51205,0,0,1.5601,6.77545,0,0,-0.0261847,0.30795,3.52945,-2.89645e-10,3.40642e-09,0.00304514
4.752,0,0,4.51361,0,0,1.55993,6.77523,0,0,-0.0261847,0.30795,3.53102,-2.88862e-10,3.39722e-09,0.00304542
4.753,0,0,4.51517,0,0,1.55976,6.77501,0,0,-0.0261847,0.30795,3.53259,-2.88081e-10,3.38803e-09,0.0030457
4.754,0,0,4.51673,0,0,1.55959,6.77479,0,0,-0.0261847,0.30795,3.53416,-2.87303e-10,3.37888e-09,0.00304597
4.755,0,0,4.51828,0,0,1.55942,6.77457,0,0,-0.0261847,0.30795,3.53572,-2.86526e-10,3.36974e-09,0.00304625
4.756,0,0,4.51984,0,0,1.55925,6.77436,0,0,-0.0261847,0.30795,3.53729,-2.85752e-10,3.36063e-09,0.00304652
4.757,0,0,4.5214,0,0,1.55908,6.77414,0,0,-0.0261847,0.30795,3.53886,-2.84979e-10,3.35155e-09,0.0030468
4.758,0,0,4.52296,0,0,1.55891,6.77392,0,0,-0.0261847,0.30795,3.54042,-2.84209e-10,3.34249e-09,0.00304707
4.759,0,0,4.52452,0,0,1.55874,6.7737,0,0,-0.0261847,0.30795,3.54199,-2.83441e-10,3.33346e-09,0.00304735
4.76,0,0,4.52608,0,0,1.55857,6.77348,0,0,-0.0261847,0.30795,3.54356,-2.82675e-10,3.32445e-09,0.00304762
4.761,0,0,4.52764,0,0,1.5584,6.77326,0,0,-0.0261847,0.30795,3.54512,-2.81911e-10,3.31546e-09,0.00304789
4.762,0,0,4.5292,0,0,1.55823,6.77304,0,0,-0.0261847,0.30795,3.54669,-2.81149e-10,3.3065e-09,0.00304816
4.763,0,0,4.53075,0,0,1.55806,6.77282,0,0,-0.0261847,0.30795,3.54826,-2.80389e-10,3.29756e-09,0.00304843
4.764,0,0,4.53231,0,0,1.55788,6.7726,0,0,-0.0261847,0.30795,3.54983,-2.79631e-10,3.28865e-09,0.00304871
4.765,0,0,4.53387,0,0,1.55771,6.77238,0,0,-0.0261847,0.30795,3.55139,-2.78875e-10,3.27976e-09,0.00304898
4.766,0,0,4.53543,0,0,1.55754,6.77217,0,0,-0.0261847,0.30795,3.55296,-2.78121e-10,3.2709e-09,0.00304924
4.767,0,0,4.53698,0,0,1.55736,6.77195,0,0,-0.0261847,0.30795,3.55453,-2.7737e-10,3.26206e-09,0.00304951
4.768,0,0,4.53854,0,0,1.55719,6.77173,0,0,-0.0261847,0.30795,3.5561,-2.7662e-10,3.25324e-09,0.00304978
4.769,0,0,4.5401,0,0,1.55702,6.77151,0,0,-0.0261847,0.30795,3.55766,-2.75872e-10,3.24445e-09,0.00305005
4.77,0,0,4.54166,0,0,1.55684,6.77129,0,0,-0.0261847,0.30795,3.55923,-2.75127e-10,3.23568e-09,0.00305031
4.771,0,0,4.54321,0,0,1.55667,6.77107,0,0,-0.0261847,0.30795,3.5608,-2.74383e-10,3.22693e-09,0.00305058
4.772,0,0,4.54477,0,0,1.55649,6.77086,0,0,-0.0261847,0.30795,3.56237,-2.73642e-10,3.21821e-09,0.00305085
4.773,0,0,4.54632,0,0,1.55632,6.77064,0,0,-0.0261847,0.30795,3.56393,-2.72902e-10,3.20951e-09,0.00305111
4.774,0,0,4.54788,0,0,1.55614,6.77042,0,0,-0.0261847,0.30795,3.5655,-2.72164e-10,3.20084e-09,0.00305137
4.775,0,0,4.54944,0,0,1.55597,6.7702,0,0,-0.0261847,0.30795,3.56707,-2.71429e-10,3.19219e-09,0.00305164
4.776,0,0,4.55099,0,0,1.55579,6.76998,0,0,-0.0261847,0.30795,3.56864,-2.70695e-10,3.18356e-09,0.0030519
4.777,0,0,4.55255,0,0,1.55561,6.76977,0,0,-0.0261847,0.30795,3.5702,-2.69964e-10,3.17496e-09,0.00305216
4.778,0,0,4.5541,0,0,1.55544,6.76955,0,0,-0.0261847,0.30795,3.57177,-2.69234e-10,3.16638e-09,0.00305242
4.779,0,0,4.55566,0,0,1.55526,6.76933,0,0,-0.0261847,0.30795,3.57334,-2.68507e-10,3.15782e-09,0.00305268
4.78,0,0,4.55721,0,0,1.55508,6.76911,0,0,-0.0261847,0.30795,3.57491,-2.67781e-10,3.14929e-09,0.00305294
4.781,0,0,4.55877,0,0,1.5549,6.7689,0,0,-0.0261847,0.30795,3.57647,-2.67057e-10,3.14078e-09,0.0030532
4.782,0,0,4.56032,0,0,1.55473,6.76868,0,0,-0.0261847,0.30795,3.57804,-2.66336e-10,3.13229e-09,0.00305346
4.783,0,0,4.56188,0,0,1.55455,6.76846,0,0,-0.0261847,0.30795,3.57961,-2.65616e-10,3.12382e-09,0.00305372
4.784,0,0,4.56343,0,0,1.55437,6.76824,0,0,-0.0261847,0.30795,3.58118,-2.64898e-10,3.11538e-09,0.00305398
4.785,0,0,4.56499,0,0,1.55419,6.76803,0,0,-0.0261847,0.30795,3.58275,-2.64182e-10,3.10696e-09,0.00305423
4.786,0,0,4.56654,0,0,1.55401,6.76781,0,0,-0.0261847,0.30795,3.58431,-2.63468e-10,3.09857e-09,0.00305449
4.787,0,0,4.56809,0,0,1.55383,6.76759,0,0,-0.0261847,0.30795,3.58588,-2.62756e-10,3.09019e-09,0.00305475
4.788,0,0,4.56965,0,0,1.55365,6.76738,0,0,-0.0261847,0.30795,3.58745,-2.62046e-10,3.08184e-09,0.003055
4.789,0,0,4.5712,0,0,1.55347,6.76716,0,0,-0.0261847,0.30795,3.58902,-2.61338e-10,3.07351e-09,0.00305526
4.79,0,0,4.57276,0,0,1.55329,6.76694,0,0,-0.0261847,0.30795,3.59059,-2.60632e-10,3.06521e-09,0.00305551
4.791,0,0,4.57431,0,0,1.55311,6.76673,0,0,-0.0261847,0.30795,3.59215,-2.59927e-10,3.05692e-09,0.00305576
4.792,0,0,4.57586,0,0,1.55293,6.76651,0,0,-0.0261847,0.30795,3.59372,-2.59225e-10,3.04866e-09,0.00305601
4.793,0,0,4.57741,0,0,1.55275,6.76629,0,0,-0.0261847,0.30795,3.59529,-2.58525e-10,3.04043e-09,0.00305627
4.794,0,0,4.57897,0,0,1.55257,6.76608,0,0,-0.0261847,0.30795,3.59686,-2.57826e-10,3.03221e-09,0.00305652
4.795,0,0,4.58052,0,0,1.55239,6.76586,0,0,-0.0261847,0.30795,3.59843,-2.57129e-10,3.02402e-09,0.00305677
4.796,0,0,4.58207,0,0,1.5522,6.76564,0,0,-0.0261847,0.30795,3.59999,-2.56435e-10,3.01585e-09,0.00305702
4.797,0,0,4.58362,0,0,1.55202,6.76543,0,0,-0.0261847,0.30795,3.60156,-2.55742e-10,3.0077e-09,0.00305727
4.798,0,0,4.58517,0,0,1.55184,6.76521,0,0,-0.0261847,0.30795,3.60313,-2.55051e-10,2.99957e-09,0.00305752
4.799,0,0,4.58673,0,0,1.55166,6.765,0,0,-0.0261847,0.30795,3.6047,-2.54361e-10,2.99146e-09,0.00305776
4.8,0,0,4.58828,0,0,1.55147,6.76478,0,0,-0.0261847,0.30795,3.60627,-2.53674e-10,2.98338e-09,0.00305801
4.801,0,0,4.58983,0,0,1.55129,6.76456,0,0,-0.0261847,0.30795,3.60784,-2.52989e-10,2.97532e-09,0.00305826
4.802,0,0,4.59138,0,0,1.5511,6.76435,0,0,-0.0261847,0.30795,3.6094,-2.52305e-10,2.96728e-09,0.0030585
4.803,0,0,4.59293,0,0,1.55092,6.76413,0,0,-0.0261847,0.30795,3.61097,-2.51623e-10,2.95926e-09,0.00305875
4.804,0,0,4.59448,0,0,1.55074,6.76392,0,0,-0.0261847,0.30795,3.61254,-2.50943e-10,2.95127e-09,0.00305899
4.805,0,0,4.59603,0,0,1.55055,6.7637,0,0,-0.0261847,0.30795,3.61411,-2.50265e-10,2.94329e-09,0.00305924
4.806,0,0,4.59758,0,0,1.55037,6.76349,0,0,-0.0261847,0.30795,3.61568,-2.49589e-10,2.93534e-09,0.00305948
4.807,0,0,4.59913,0,0,1.55018,6.76327,0,0,-0.0261847,0.30795,3.61725,-2.48915e-10,2.92741e-09,0.00305972
4.808,0,0,4.60068,0,0,1.54999,6.76306,0,0,-0.0261847,0.30795,3.61881,-2.48242e-10,2.9195e-09,0.00305996
4.809,0,0,4.60223,0,0,1.54981,6.76284,0,0,-0.0261847,0.30795,3.62038,-2.47571e-10,2.91161e-09,0.00306021
4.81,0,0,4.60378,0,0,1.54962,6.76263,0,0,-0.0261847,0.30795,3.62195,-2.46903e-10,2.90374e-09,0.00306045
4.811,0,0,4.60533,0,0,1.54943,6.76241,0,0,-0.0261847,0.30795,3.62352,-2.46235e-10,2.8959e-09,0.00306069
4.812,0,0,4.60688,0,0,1.54925,6.7622,0,0,-0.0261847,0.30795,3.62509,-2.4557e-10,2.88807e-09,0.00306093
4.813,0,0,4.60843,0,0,1.54906,6.76198,0,0,-0.0261847,0.30795,3.62666,-2.44907e-10,2.88027e-09,0.00306116
4.814,0,0,4.60998,0,0,1.54887,6.76177,0,0,-0.0261847,0.30795,3.62823,-2.44245e-10,2.87249e-09,0.0030614
4.815,0,0,4.61153,0,0,1.54868,6.76155,0,0,-0.0261847,0.30795,3.62979,-2.43585e-10,2.86473e-09,0.00306164
4.816,0,0,4.61308,0,0,1.5485,6.76134,0,0,-0.0261847,0.30795,3.63136,-2.42927e-10,2.85699e-09,0.00306188
4.817,0,0,4.61462,0,0,1.54831,6.76112,0,0,-0.0261847,0.30795,3.63293,-2.42271e-10,2.84927e-09,0.00306211
4.818,0,0,4.61617,0,0,1.54812,6.76091,0,0,-0.0261847,0.30795,3.6345,-2.41616e-10,2.84157e-09,0.00306235
4.819,0,0,4.61772,0,0,1.54793,6.76069,0,0,-0.0261847,0.30795,3.63607,-2.40963e-10,2.83389e-09,0.00306258
4.82,0,0,4.61927,0,0,1.54774,6.76048,0,0,-0.0261847,0.30795,3.63764,-2.40312e-10,2.82624e-09,0.00306282
4.821,0,0,4.62082,0,0,1.54755,6.76027,0,0,-0.0261847,0.30795,3.63921,-2.39663e-10,2.8186e-09,0.00306305
4.822,0,0,4.62236,0,0,1.54736,6.76005,0,0,-0.0261847,0.30795,3.64077,-2.39016e-10,2.81099e-09,0.00306328
4.823,0,0,4.62391,0,0,1.54717,6.75984,0,0,-0.0261847,0.30795,3.64234,-2.3837e-10,2.80339e-09,0.00306352
4.824,0,0,4.62546,0,0,1.54698,6.75962,0,0,-0.0261847,0.30795,3.64391,-2.37726e-10,2.79582e-09,0.00306375
4.825,0,0,4.627,0,0,1.54679,6.75941,0,0,-0.0261847,0.30795,3.64548,-2.37084e-10,2.78827e-09,0.00306398
4.826,0,0,4.62855,0,0,1.5466,6.7592,0,0,-0.0261847,0.30795,3.64705,-2.36443e-10,2.78073e-09,0.00306421
4.827,0,0,4.6301,0,0,1.54641,6.75898,0,0,-0.0261847,0.30795,3.64862,-2.35804e-10,2.77322e-09,0.00306444
4.828,0,0,4.63164,0,0,1.54621,6.75877,0,0,-0.0261847,0.30795,3.65019,-2.35167e-10,2.76573e-09,0.00306467
4.829,0,0,4.63319,0,0,1.54602,6.75856,0,0,-0.0261847,0.30795,3.65176,-2.34532e-10,2.75826e-09,0.0030649
4.83,0,0,4.63474,0,0,1.54583,6.75834,0,0,-0.0261847,0.30795,3.65332,-2.33898e-10,2.75081e-09,0.00306512
4.831,0,0,4.63628,0,0,1.54564,6.75813,0,0,-0.0261847,0.30795,3.65489,-2.33267e-10,2.74337e-09,0.00306535
4.832,0,0,4.63783,0,0,1.54544,6.75792,0,0,-0.0261847,0.30795,3.65646,-2.32636e-10,2.73596e-09,0.00306558
4.833,0,0,4.63937,0,0,1.54525,6.7577,0,0,-0.0261847,0.30795,3.65803,-2.32008e-10,2.72857e-09,0.0030658
4.834,0,0,4.64092,0,0,1.54506,6.75749,0,0,-0.0261847,0.30795,3.6596,-2.31381e-10,2.7212e-09,0.00306603
4.835,0,0,4.64246,0,0,1.54486,6.75728,0,0,-0.0261847,0.30795,3.66117,-2.30756e-10,2.71385e-09,0.00306625
4.836,0,0,4.64401,0,0,1.54467,6.75706,0,0,-0.0261847,0.30795,3.66274,-2.30133e-10,2.70652e-09,0.00306648
4.837,0,0,4.64555,0,0,1.54447,6.75685,0,0,-0.0261847,0.30795,3.66431,-2.29511e-10,2.69921e-09,0.0030667
4.838,0,0,4.6471,0,0,1.54428,6.75664,0,0,-0.0261847,0.30795,3.66588,-2.28891e-10,2.69192e-09,0.00306692
4.839,0,0,4.64864,0,0,1.54408,6.75643,0,0,-0.0261847,0.30795,3.66744,-2.28273e-10,2.68464e-09,0.00306715
4.84,0,0,4.65018,0,0,1.54389,6.75621,0,0,-0.0261847,0.30795,3.66901,-2.27656e-10,2.67739e-09,0.00306737
4.841,0,0,4.65173,0,0,1.54369,6.756,0,0,-0.0261847,0.30795,3.67058,-2.27041e-10,2.67016e-09,0.00306759
4.842,0,0,4.65327,0,0,1.5435,6.75579,0,0,-0.0261847,0.30795,3.67215,-2.26428e-10,2.66295e-09,0.00306781
4.843,0,0,4.65481,0,0,1.5433,6.75558,0,0,-0.0261847,0.30795,3.67372,-2.25816e-10,2.65575e-09,0.00306803
4.844,0,0,4.65636,0,0,1.5431,6.75536,0,0,-0.0261847,0.30795,3.67529,-2.25206e-10,2.64858e-09,0.00306825
4.845,0,0,4.6579,0,0,1.54291,6.75515,0,0,-0.0261847,0.30795,3.67686,-2.24598e-10,2.64143e-09,0.00306846
4.846,0,0,4.65944,0,0,1.54271,6.75494,0,0,-0.0261847,0.30795,3.67843,-2.23991e-10,2.63429e-09,0.00306868
4.847,0,0,4.66098,0,0,1.54251,6.75473,0,0,-0.0261847,0.30795,3.68,-2.23386e-10,2.62718e-09,0.0030689
4.848,0,0,4.66253,0,0,1.54231,6.75452,0,0,-0.0261847,0.30795,3.68156,-2.22783e-10,2.62008e-09,0.00306911
4.849,0,0,4.66407,0,0,1.54212,6.7543,0,0,-0.0261847,0.30795,3.68313,-2.22181e-10,2.613e-09,0.00306933
4.85,0,0,4.66561,0,0,1.54192,6.75409,0,0,-0.0261847,0.30795,3.6847,-2.21581e-10,2.60594e-09,0.00306954
4.851,0,0,4.66715,0,0,1.54172,6.75388,0,0,-0.0261847,0.30795,3.68627,-2.20983e-10,2.59891e-09,0.00306976
4.852,0,0,4.66869,0,0,1.54152,6.75367,0,0,-0.0261847,0.30795,3.68784,-2.20386e-10,2.59189e-09,0.00306997
4.853,0,0,4.67024,0,0,1.54132,6.75346,0,0,-0.0261847,0.30795,3.68941,-2.1979e-10,2.58488e-09,0.00307018
4.854,0,0,4.67178,0,0,1.54112,6.75325,0,0,-0.0261847,0.30795,3.69098,-2.19197e-10,2.5779e-09,0.0030704
4.855,0,0,4.67332,0,0,1.54092,6.75304,0,0,-0.0261847,0.30795,3.69255,-2.18605e-10,2.57094e-09,0.00307061
4.856,0,0,4.67486,0,0,1.54072,6.75282,0,0,-0.0261847,0.30795,3.69412,-2.18014e-10,2.564e-09,0.00307082
4.857,0,0,4.6764,0,0,1.54052,6.75261,0,0,-0.0261847,0.30795,3.69569,-2.17425e-10,2.55707e-09,0.00307103
4.858,0,0,4.67794,0,0,1.54032,6.7524,0,0,-0.0261847,0.30795,3.69725,-2.16838e-10,2.55016e-09,0.00307124
4.859,0,0,4.67948,0,0,1.54012,6.75219,0,0,-0.0261847,0.30795,3.69882,-2.16252e-10,2.54328e-09,0.00307145
4.86,0,0,4.68102,0,0,1.53992,6.75198,0,0,-0.0261847,0.30795,3.70039,-2.15668e-10,2.53641e-09,0.00307166
4.861,0,0,4.68256,0,0,1.53972,6.75177,0,0,-0.0261847,0.30795,3.70196,-2.15086e-10,2.52956e-09,0.00307186
4.862,0,0,4.6841,0,0,1.53951,6.75156,0,0,-0.0261847,0.30795,3.70353,-2.14505e-10,2.52272e-09,0.00307207
4.863,0,0,4.68564,0,0,1.53931,6.75135,0,0,-0.0261847,0.30795,3.7051,-2.13926e-10,2.51591e-09,0.00307228
4.864,0,0,4.68718,0,0,1.53911,6.75114,0,0,-0.0261847,0.30795,3.70667,-2.13348e-10,2.50912e-09,0.00307248
4.865,0,0,4.68872,0,0,1.53891,6.75093,0,0,-0.0261847,0.30795,3.70824,-2.12772e-10,2.50234e-09,0.00307269
4.866,0,0,4.69025,0,0,1.5387,6.75072,0,0,-0.0261847,0.30795,3.70981,-2.12197e-10,2.49558e-09,0.00307289
4.867,0,0,4.69179,0,0,1.5385,6.75051,0,0,-0.0261847,0.30795,3.71138,-2.11624e-10,2.48884e-09,0.0030731
4.868,0,0,4.69333,0,0,1.5383,6.7503,0,0,-0.0261847,0.30795,3.71294,-2.11052e-10,2.48212e-09,0.0030733
4.869,0,0,4.69487,0,0,1.53809,6.75009,0,0,-0.0261847,0.30795,3.71451,-2.10482e-10,2.47542e-09,0.0030735
4.87,0,0,4.69641,0,0,1.53789,6.74988,0,0,-0.0261847,0.30795,3.71608,-2.09914e-10,2.46873e-09,0.0030737
4.871,0,0,4.69794,0,0,1.53768,6.74967,0,0,-0.0261847,0.30795,3.71765,-2.09347e-10,2.46206e-09,0.0030739
4.872,0,0,4.69948,0,0,1.53748,6.74946,0,0,-0.0261847,0.30795,3.71922,-2.08782e-10,2.45541e-09,0.0030741
4.873,0,0,4.70102,0,0,1.53727,6.74925,0,0,-0.0261847,0.30795,3.72079,-2.08218e-10,2.44878e-09,0.0030743
4.874,0,0,4.70256,0,0,1.53707,6.74904,0,0,-0.0261847,0.30795,3.72236,-2.07655e-10,2.44217e-09,0.0030745
4.875,0,0,4.70409,0,0,1.53686,6.74883,0,0,-0.0261847,0.30795,3.72393,-2.07095e-10,2.43558e-09,0.0030747
4.876,0,0,4.70563,0,0,1.53665,6.74862,0,0,-0.0261847,0.30795,3.7255,-2.06535e-10,2.429e-09,0.0030749
4.877,0,0,4.70717,0,0,1.53645,6.74841,0,0,-0.0261847,0.30795,3.72707,-2.05978e-10,2.42244e-09,0.0030751
4.878,0,0,4.7087,0,0,1.53624,6.7482,0,0,-0.0261847,0.30795,3.72864,-2.05421e-10,2.4159e-09,0.00307529
4.879,0,0,4.71024,0,0,1.53603,6.74799,0,0,-0.0261847,0.30795,3.7302,-2.04867e-10,2.40937e-09,0.00307549
4.88,0,0,4.71177,0,0,1.53583,6.74778,0,0,-0.0261847,0.30795,3.73177,-2.04313e-10,2.40287e-09,0.00307569
4.881,0,0,4.71331,0,0,1.53562,6.74758,0,0,-0.0261847,0.30795,3.73334,-2.03762e-10,2.39638e-09,0.00307588
4.882,0,0,4.71485,0,0,1.53541,6.74737,0,0,-0.0261847,0.30795,3.73491,-2.03211e-10,2.38991e-09,0.00307607
4.883,0,0,4.71638,0,0,1.5352,6.74716,0,0,-0.0261847,0.30795,3.73648,-2.02663e-10,2.38345e-09,0.00307627
4.884,0,0,4.71792,0,0,1.535,6.74695,0,0,-0.0261847,0.30795,3.73805,-2.02115e-10,2.37702e-09,0.00307646
4.885,0,0,4.71945,0,0,1.53479,6.74674,0,0,-0.0261847,0.30795,3.73962,-2.0157e-10,2.3706e-09,0.00307665
4.886,0,0,4.72099,0,0,1.53458,6.74653,0,0,-0.0261847,0.30795,3.74119,-2.01025e-10,2.36419e-09,0.00307684
4.887,0,0,4.72252,0,0,1.53437,6.74632,0,0,-0.0261847,0.30795,3.74276,-2.00482e-10,2.35781e-09,0.00307703
4.888,0,0,4.72405,0,0,1.53416,6.74612,0,0,-0.0261847,0.30795,3.74433,-1.99941e-10,2.35144e-09,0.00307722
4.889,0,0,4.72559,0,0,1.53395,6.74591,0,0,-0.0261847,0.30795,3.74589,-1.99401e-10,2.34509e-09,0.00307741
4.89,0,0,4.72712,0,0,1.53374,6.7457,0,0,-0.0261847,0.30795,3.74746,-1.98863e-10,2.33876e-09,0.0030776
4.891,0,0,4.72866,0,0,1.53353,6.74549,0,0,-0.0261847,0.30795,3.74903,-1.98326e-10,2.33245e-09,0.00307779
